agency,use_case_name,bureau_component,current_is_general_llm_access,current_is_generative_ai,ai_sophistication,tool_product_name,stage_of_development,ai_classification,system_name,vendor_name,problem_statement,expected_benefits,system_outputs
USDA,Rapid Drafting of ARS Research Summaries,"Research, Education and Economics",1,0,general_llm,,a) Pre-deployment  The use case is in a development or acquisition status.,Generative AI,,,"The purpose of this tool is to summarize ongoing research from internal Agricultural Research Service (ARS) documents to allow program staff to efficiently understand ARS research outputs and create accurate and timely summary documents, such as briefing papers, talking points for leadership, and speeches.","This system will give staff more time for higher-priority duties, and leadership will be able to more confidently answer questions, justify budget requests, and ensure that our research is innovative and relevant.",Natural language text summarizing relevant content from the document database.
USDA,Recreation One Stop use of AI,Natural Resources and Environment,1,0,general_llm,,c)  Deployed  The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,Recreation.gov,Booz Allen Hamilton,"There is an administrative burden in booking sites and planning trips to Forest Service land. Recreation One Stop is a tool to support bookings and provide alternatives where there is no availability, provide awareness via recommendations of various inventories to support trip planning, and to capture large amounts of content into a summarized version for easier readability within ratings and reviews.","Benefits to the public include improved customer service, increased occupancy rates at federal campgrounds, greater stewardship of natural resources and the environment, and removing barriers to the American public in support of Executive Order 14179.","Some expected AI system outputs include personalized recommendations, ratings and reviews summaries, and filtered user interfaces that enable users to search for campgrounds and campsites activity."
USDA,TreeSearch,Natural Resources and Environment,1,0,general_llm,Aretec SEARCH,c)  Deployed  The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,Advanced platform for Technical Learning and Analytics in the Sciences (ATLAS),Google,"There is opportunity to streamline the usability of the US Forest Service (USFS) TreeSearch website, the primary database for Forest Service-sponsored research.","Currently, Forest Plan Revision team members would search the USFS TreeSearch database of over 60,000 documents manually to find relevant publications to support their work. This AI solution would expedite the team's research process by providing quick, accurate, and context-aware answers from multiple sources.",Provides conversational outputs through an AI Chatbot with a Human In The Loop (HITL) performing final data checks and quality assurance.
USDA,Turbo plan,Natural Resources and Environment,1,0,general_llm,,c)  Deployed  The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,Advanced platform for Technical Learning and Analytics in the Sciences (ATLAS),Wildfire.org,Accelerating environmental planning with tools and services to achieve the Wildfire Crisis Strategy with specific focus around National Environmental Policy Act planning and appraisal process optimization.,"Meet and exceed the Wildfire Crisis Strategy, accelerate the pace and scale of preparedness planning before a catastrophic wildfire, reduce the time and cost of planning, standardize the planning process, reduce planning barriers",Optimized planning document
USDA,Voiceover App,Office of the Chief Information Officer,1,0,general_llm,,a) Pre-deployment  The use case is in a development or acquisition status.,Generative AI,,,"Recording audio for videos (onboarding, educational materials, etc.) is costly and time consuming.",Reduces labor hours and cost required to record and edit spoken audio,Audio file of an individual speaking the text script that was provided as input
VA,AI Personal Assistance POC,VBA: Veterans Benefits Administration,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",,,Help VBA Education Data Analysts create queries and interpret data which can be used for decision making.,Increased efficiency,Answers to questions. The tool would generate a mock SQL query and other useful outputs that would help refine the data inquiry.
VA,Abridge Ambient Scribe,OIT: Office of Information & Technology,1,0,general_llm,,b) Pilot – The use case has been deployed in a limited test or pilot capacity.,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",,,"This solution is intended to solve the following problems: 
- Clinician burnout by decreasing clinical documentation burden which is resulting in 
- Clinicians focusing on their computer rather than the Veteran during the visit by reducing clinical documentation during patient visits
- Poor quality and unstandardized clinical documentation","- Reduced clinician burnout 
- Improved Veteran satisfaction with healthcare experiences 
- Future: Improved billing/coding which can provide financial benefit to the VA",Draft clinical notes based on audio from clinical encounters.
VA,Ansible Lightspeed,OIT: Office of Information & Technology,1,0,general_llm,Microsoft Teams,a) Pre-deployment – The use case is in a development or acquisition status.,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",,,"Lack of adoption of automation, or expertise in coding knowledge to automate a remediation/code change. Ansible LightSpeed helps create automations faster, making teams more efficient and productive in a shorter amount of time than if they needed to write automations on their own.",Quicker time to service and resolution,Automation playbooks. Ansible LightSpeed answers questions inside the Ansible Automation Platform application via a chatbot dialogue box in the application. Ansible LightSpeed can also be a plugin for Visual Studio Code where it can generate YAML code for a developer (or administrator or engineer) where they are developing the YAML code. Both of these are optional to the included Ansible Automation Platform.
VA,Augmented Reality and Virtual Museum,"OALC: Office of Acquisitions Logistics, and Construction",1,0,general_llm,Aretec SEARCH,a) Pre-deployment – The use case is in a development or acquisition status.,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",,,AI will enable visitors to submit queries regarding the VA's history and be presented the most suitable information within the VA's curated public domain historical information database.,"Utilization of AI will enable the VA to present the most relevant information to the general public with the easiest access, eliminating the need for them to otherwise search the VA Virtual Museum's extensive catalog of publicly available information. It will provide Veterans, employees and the public with accurate information that illustrates the VA's service to veterans.",Outputs include synthesized publicly available information on the VA's history.
VA,Automated AI review for Competitive Procedures,VHA: Veterans Health Administration,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",,,"Provide guidance, while maintaining human in the loop, for various aspects of the reviewing processes where competitive procedures include multiple objective and subjective metrics (with potential application to R & D grants and contracts).  This enables faster processes, unbiased and additional perspectives for competitive review processes.","Provides cost savings, increased efficiency, and process enhancements",Suggestions for human reviewers for evaluation on comprehensiveness of submission (e.g. Research and Development grant)
VA,Automated Ratings Summarization,VBA: Veterans Benefits Administration,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",,,"We are attempting to reduce the claims backlog and processing time. Additionally, there is a large volume of documentation on a Veteran's record - this tool is intended to reduce the amount of time a claim processor spends sorting through documentation relevant to a Veteran's claimed issue.","- Increased efficiency and lower time to decision on a benefits claim for a Veteran
- Improve the quality of decisions, which can ultimately result in a decrease in appeals","Identifies and generates summarizations or relevant documents from a Veteran's record, associated with the claim under review."
VA,BessISSTANT,VHA: Veterans Health Administration,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",,,Decrease time needed for technicians to find information in service manuals.,Increased efficiency.,Excerpts from service manuals.
VA,BillieGPT POC,OIT: Office of Information & Technology,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",,,"It will exist to assist School employees (School certifying officials) in general use, policy, and procedures for handling Veterans cases from the school's perspective. Gives info directly to school officials rather than having them call in to the VA call centers for assistance.","Better outcomes for student veterans, increased efficiency",Generative AI response to the user question
VA,CPT Worksheet Helper,VHA: Veterans Health Administration,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",,,Patients struggle to complete Cognitive Processing Therapy (CPT) homework and want feedback beyond when they see their therapist. Research has shown that homework frequency and quality can support greater improvement.,Patients may remain more engaged in treatment and experience greater improvement.,"LLM will provide the user with encouragement, feedback, and guidance. Another LLM may be used to detect risk and respond appropriately"
VA,CSOC AI Analyst Accelerator (Andesite AI),OIT: Office of Information & Technology,1,0,general_llm,Splunk,a) Pre-deployment – The use case is in a development or acquisition status.,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",,,"VA Cybersecurity Operations Center (CSOC) requires new tools and capabilities to meet increasing demands for monitoring and securing the VA’s complex information technology (IT) environment, which currently involve time-consuming and manual processes.","Andesite AI has the potential to be a significant part of VA’s overall defensive security strategy which will provide comprehensive visibility by enabling the cybersecurity team to transform and accelerate investigations, connect data silos, and decrease time to response. Hosted in VAEC AWS, Andesite AI will connect via API to several endpoints such as Splunk, SOAR, ThreatQ and the VA Network to seamlessly integrate information to assist Cybersecurity Analysts with their investigations.","Andesite AI will submit prompts and retrieve results from AWS Bedrock (via Claude Sonnet) to help review potential incidents and perform investigations. The inputs of the model will include security event data from Splunk and Microsoft Sentinel used by CSOC analysts such as vulnerability data, indicators of compromise, security and event logs, and other threat intelligence data. Outputs of the model will include descriptions of potential incidents/vulnerabilities, suggestions on remediation and prioritization, and contextual information and correlation of various security event data. The users of Andesite AI will be 20 VA CSOC analysts."
VA,Categorization and Labelling Administrative Requests,OIT: Office of Information & Technology,1,0,general_llm,,b) Pilot – The use case has been deployed in a limited test or pilot capacity.,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",,,The categorization and labeling functionality is intended to support functions such as administrative intake requests. This is intended to support use cases such as rapid triage of Information Technology intake requests. This solves the problem of manual data entry.,Increased efficiency.,"1. The system selects a category based on a list of categories defined by a person.
2. The system labels long text fields in under 50 characters."
VA,Continuous Glucose Monitoring Summary,VHA: Veterans Health Administration,1,0,general_llm,,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",,,Reduce work hours associated with manually scouring Ambulatory Glucose Profile metrics and reduce transcription errors while copying and pasta data between medical tools and platforms.,Provide a holistic view of patient data and improve medical providers' efficiency in caring for patients.,"Summarized Ambulatory Glucose Profile metrics over a 14-day period in a Power BI dashboard that is accessible from Virtual Care Manager, Clinical Data Services, and Electronic Health Record."
VA,Deduplication in Record Management,VHA: Veterans Health Administration,1,0,agentic,,a) Pre-deployment – The use case is in a development or acquisition status.,Agentic AI: AI systems that perform tasks or make decisions autonomously with minimal human intervention.,,,"- Reduce manual process of opening record for review.
- Triage urgent veteran follow up needs by recognizing urgent or routine in boxes. 
- Kick back record requests missing important clerical details like signatures, names, or ICD 10 codes.
- Summarize Physical Therapy (PT) care records for VA practitioners to act on.
- Reduce clinical errors and manpower / manual resources in clinically evaluating forms
- Reduce clinical manpower and cloud storage in uploading duplicate documents","- Decrease clerical and clinical costs related to record management.
- Increase Registered Nurse (RN) licensure to provide direct care. Too many RNs are pulled into record management, which takes them away from frontline needs.
- Decrease Veteran harm or death
- Increase Veteran satisfaction
- Decrease burnout","An overlaying device reads all e-faxed records coming in. It recognizes:
- If the record is urgent (RFS) or routine
- The date and triages records that need more immediate action
- Signatures. 

This product has been created. The final product will include a summary of details for rapid action."
VA,Digizens,VHA: Veterans Health Administration,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",,,"Patient compliance with treatment plans. Solves the problem of costly clinical trials modeling behavior. 

Digizens is an AI that creates a digital cohort of individuals who can then take part in clinical trials related to compliance with certain tasks. Various messaging can be relayed to the digital individuals in order to measure effectiveness of messaging in real world scenarios without the risk of harm to real individuals. Population based behavior modeling based on communication, messaging, and compliance. These models can be run prior to engaging actual participants in various studies to optimize adherence and outcomes.",Improved patient compliance with more effective messaging. Lows risk cost effective clinical trials related to patient behavior.,Output is modeled behavior and compliance rates based on messaging.
VA,EDU Synthetic Test Data POC,OIT: Office of Information & Technology,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",,,"To generate mock data which allows VBA education service to leverage non-prod, non-pii environments for more robust testing.","Faster, automated testing is a key outcome of being able to generate life-like yet identity-obscured data.",Fake Veterans with variables and constraints that mimic real life and can be used for UAT and automated testing.
VA,Education Call Center (ECC) Next Gen POC,VBA: Veterans Benefits Administration,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",,,"To give easier access to information like approved, current procedures or helpful tips to call center employees that engage directly with Veterans. This is a high turnover position within VA so this would lighten the training barrier and supply our Veterans with better information.",Increased efficiency and improved communication outcomes with Veterans about their benefits. Perhaps improve turnover at the call centers.,"• Function of the model: Generative AI Model that can provide real time transcription of calls, capture questions asked by caller, and provide recommended answers with source citation to ECC representatives

• Output: Call transcript, answers to questions, querable database for quality control's purpose"
VA,Executive Spend Analysis,VHA: Veterans Health Administration,1,0,general_llm,,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",,,"AI is used to enrich Integrated Funds Control, Accounting, and Procurement (IFCAP) purchase order data by categorizing line item purchases into pre-defined spend categories that are more analytically useful. It offers insights into spending patterns and helps executives monitor and manage procurement expenditures effectively.",Enhanced visibility into spending patterns and trends which allow VISN- and VHA-level leadership to make informed and strategic decisions about areas to drive spending efficiencies.,"A comprehensive overview of procurement spending, with dynamic filtering options to dissect spending across various categories and geographic regions:

* Overview and detailed tabs with filtering options for time periods and geographic areas.
* Display of total spend, total line items, and breakdown by processing types.
* Filtering and sorting features by budget object code, fund control point, and vendor.
* Additional visualization tools, including spend categorization and trend analysis.

AI outputs are used to inform more complete and unique analysis of spend data. These outputs do not directly trigger any decisions automatically."
VA,Generative Annotations,VBA: Veterans Benefits Administration,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",,,"Veteran Service Representatives (VSRs) are required to annotate documents relevant to a Veteran claim so that subsequent reviewers are able to quickly reference information to make claim decisions. Currently in order to annotate documents, VSRs have to read large bodies of text and manually summarize them which is time consuming and increases cognitive load.",Increased efficiency,AI Summarized text
VA,HTM112 Tutor,VHA: Veterans Health Administration,1,0,general_llm,,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",,,"While current VA and Healthcare Technology Management (HTM) courses offer tailored content, the HTM112 Tutor elevates the learning experience by providing individualized and personal support that adapts to each learner's unique pace, style and specific knowledge gaps. It serves as a learning enhancement tool, not a replacement for instruction, by increasing accessibility to information and fostering an individualized learning journey. This ultimately boosts course efficiency and overall training effectiveness.","The HTM112 AI Tutor delivers measurable benefits across training effectiveness, operational efficiency, and patient safety outcomes:
• Accelerated Learning: Reduces time spent searching course materials by over 80%
• Personalized Support: Provides individualized assistance tailored to each learner
• Improved Retention: Offers immediate clarification and reinforcement, Adds ability to create learning aids to improve recall and retention back on the job
• 24/7 Accessibility: Ensures continuous learning support
• Instructor Resource Optimization: Frees instructors from repetitive questions
• Reduced Training Administration: Streamlines content delivery and reduces manual support requests
• Scalable Knowledge Management: Provides consistent, verified information access across HTM staff 
• Cost-Effective Continuous Education: Reduces need for refresher training
• Improved Technical Competency: Better-trained HTM professionals enhance the reliability and safety 
• Faster Issue Resolution: On-demand access to networking knowledge reduces equipment downtime and improves patient care continuity
• Standardized Best Practices: Ensures consistent application of networking procedures
• Risk Mitigation: Reduces potential for networking-related equipment failures 
• Knowledge Preservation: Maintains institutional knowledge for future HTM professionals
• Continuous Professional Development: Supports career advancement
• Enhanced Workforce Readiness: Ensures HTM staff remain current with VA standards","The HTM112 Tutor is built on the Summit AI Assistant (SAA) platform, utilizing RAG technology. All content has been curated, cleansed, and verified for accuracy to ensure factual grounding, transparency, and access to current, domain-specific information across all generated outputs:
Conversational Responses:
• Direct, accurate answers to networking and HTM-related questions with source attribution
• ""I'm not sure"" responses when queries fall outside the verified knowledge base or course scope
• Contextual explanations tailored to the user's specific learning needs
• Relevant excerpts from course transcripts, presentations, and lab materials
• Precise citations with page numbers, section references, and source document identification
• Cross-references to related course materials and resources
• Clear explanations of complex networking concepts with practical examples
• Comprehensive topic and lesson summaries
• Interactive learning aids including quizzes, knowledge checks, and flashcards
• Step-by-step procedural guides and troubleshooting checklists
• Personalized study recommendations based on individual learning gaps
• Targeted guidance for completing hands-on exercises
• Troubleshooting support for lab-related technical issues
• Progress-based hints and explanations to facilitate independent learning
All outputs maintain consistency with official VHA HTM training standards and include transparent source attribution to support verification and further study."
VA,Healing in Your Hands Wellness Tools for VA Staff and Veterans,VHA: Veterans Health Administration,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",,,"This AI wellness tool is designed to close a real gap in the VA: the lack of quick, easy-to-access emotional support for both staff and Veterans in the moments they need it most.

Right now, if a nurse finishes a high-stress call or a Veteran walks into the clinic feeling anxious, there’s no immediate, built-in way to help them calm down, refocus, or reset before moving forward. Most wellness efforts happen after the fact—or are generic resources that people have to go looking for.

This project changes that by putting wellness directly in their hands—through a simple QR code they can scan anywhere in the building. From there, they can instantly access calming tools like breathing exercises, affirmations, or therapeutic coloring pages—customized for staff or Veterans—without logging in, downloading an app, or navigating a complex system.

It solves the problem of accessibility, timing, and relevance—giving people the right kind of support exactly when and where they need it.","To develop a set of interactive, AI-supported wellness tools that can be deployed across VA facilities and remotely, enhancing daily emotional health, reducing burnout, and supporting mental wellness for both staff and veteran populations.","1.	Custom Wellness Exercises

	Breathing techniques tailored to the moment (e.g., quick 1-minute reset, 3-minute calming session, guided deep breathing for stress release)

2.	Personalized Affirmations & Encouragement

	Short, uplifting messages generated based on user type (staff or Veteran) and emotional need (e.g., motivation, calm, grounding)

	
3.	Therapeutic Coloring Page Designs

	Military-themed or wellness-themed images staff and Veterans can print or color digitally, tailored to user preferences
	
4.	Mindset Reset Prompts

	Quick mental focus or grounding exercises for moments of overwhelm, before a shift, or before an appointment
	
5.	Quick-Access QR Links

	AI creates a shareable, scannable QR link to instantly access the right wellness resource without login or app downloads"
VA,Ingestion of TRM and VASI,OIT: Office of Information & Technology,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",,,Lack of connection between the Technical Reference Model (TRM) and instances of the technology in use in the TRM.,Ease identification of the use of specific technology at the VA and reduce time spent identifying how and where technology is being used.,Comprehensive considerations for solutions already available at VA and how the technology is being used for a solution.
VA,JLV Booster,VHA: Veterans Health Administration,1,0,nlp_specific,,a) Pre-deployment – The use case is in a development or acquisition status.,"Natural Language Processing: AI that processes, interprets, and shares information in human language.",,,"It is difficult for physicians to figure out the details of care that occurred outside the VA. Even when the data exists and can be viewed in Joint Legacy Viewer (JLV), the process of viewing records is time consuming. AI can help summarize the existing external data such that physicians have an idea of what information exists and where to find the full details (no use of AI), if needed.",Improved patient outcomes and increased physician efficiency,Summary of external medical record
VA,Knowtex Ambient Scribe,OIT: Office of Information & Technology,1,0,general_llm,,b) Pilot – The use case has been deployed in a limited test or pilot capacity.,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",,,This solution intends to reduce clinician burnout and improve documentation quality.,"Reduced clinician burnout, increased efficiency, improved documentation quality",Draft clinical notes for clinician review
VA,Lambient,VHA: Veterans Health Administration,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",,,Clinical burnout and decrease amount of late night time for documentation.,Improve clinical staff satisfaction by letting them spend time with the patient and less time documenting the encounter. This would hopefully improve patient satisfaction.,"Generating text by LLM: Lambient is a AI scribe tool that will allow clinical staff to have a ambient listening tool within a patient session. After the session, Lambient is able to draft a clinical note for which a provider can potentially enter into the EHR."
VA,Patient Care Services Integration Platform (PCSIP),VHA: Veterans Health Administration,1,0,general_llm,N/A,b) Pilot – The use case has been deployed in a limited test or pilot capacity.,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",,,"1. Improve patient flow at VAMCs so that 20% more Veterans are provided care with existing staff and resources.
2. Enable use of FDA approved devices in FISMA compliant manner.
3. Optimize veteran journey from direct care to community care and back.","1. Improve patient flow at VAMCs so that 20% more Veterans are provided care with existing staff and resources.
2. Enable use of FDA approved devices in FISMA compliant manner so that staff can get the job done easily from VA provided workstations for authentication, authorization, access for read and write to multiple clinical systems 
3. Optimize veteran journey from direct care to community care and back.","1. Estimated time for appointment for patient in Direct Care within VA and Community Care. 
2. Estimated time for patient to reach PACU or Wards in Surgery Workflow. Estimated time for Discharge of patient in Emergency, Surgery, and Wards.
3. Patient Past Medical History Summary generated from Patient Medical Information in Vista/CPRS, Cerner and combined with Outside Records received in PDF format. Patient Summary generated is customized per specialty and per workflow e.g. Emergency, Surgery (Cardiology, Oncology, Orthopedics, Gastroenterology), Anesthesia, Behavioral Health, In-patient Wards.
4. Clinical summary of care provided summarized from Patient Data in EHRs (Epic, Cerner, Meditech, Vista/CPRS) and Ambient Dictation generated note.
5. ICD and CPT codes generated for Ambient Dictation notes for billing optimization.
6. Care Pathways determined from Ambient Dictation between care providers and patients.
7. Case Management notes generated from calls between Case Managers and Care Providers internally within the VA.
8. Ambient AI generated notes specific for workflows and specialties including Emergency, Radiation Oncology, Surgery, Wards, Behavioral Health and Primary Care. 
9. Radiology protocoling notes generated from Patient Info in EHRs and Ambient Dictation."
VA,Privacy Act Automation,VBA: Veterans Benefits Administration,1,0,general_llm,,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",,,"VBA receives over 160,000 Privacy Act requests each year requiring personnel to retrieve, review, and release these records to the Veteran. Prior to the D.AI solution, this process was highly manual, requiring significant labor resources that led to an ever-increasing backlog. AI is used by the contractor to create a preliminary set of recommended redactions that accelerates the review for VBA staff.","Since D.AI deployed, VA has processed over 25,000 cases through the system, using a smaller team of VA FTE to review and release these cases and reducing response time for lower complexity cases from over a month to less than 4 days. Overall, this solution increases the efficiency of CSD personnel, allowing them to release over a hundred cases a day instead of 3.5, reduces the cost to the government by allowing for eDelivery, and improving the Veteran experience by delivery of quicker and more accessible records.","The D.AI system retrieves documents based on the request type, as defined by VA, and then completes a preliminary processing review based on defined business rules for redaction.  The request is then finalized by VA before release to the Veteran."
VA,SIM VOX for training nursing scenarios,VHA: Veterans Health Administration,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",,,AI is intended for teaching and clinical training to improve nursing clinical decisions by putting them through a simulated scenario that they may encounter in real life. SIM VOX is an AI Software used to for simulation scenarios on nursuing competencies with mannequins.,Improving clinical and patient outcomes.,Nursing and clinical staff improvements.
VA,Smart Claim Check,VBA: Veterans Benefits Administration,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",,,Smart Claim Check (SCC) reduces avoidable claims processing errors by addressing the problem of manually reviewing extensive documentation by Veterans Service Representatives (VSRs) to identify and resolve issues. Claims processing errors that can be avoided in the claims process leads to extended wait times for Veterans to receive the benefits to which they are entitled. SCC leverages natural language processing (NLP) and machine learning (ML) to analyze past deferral data and identify common patterns and themes.,"By leveraging these technologies described in #12, Smart Claim Check can automatically review claim documentation, identify common patterns, and offer structured recommendations, including context-specific guidance from the M21-1 manual, confidence scores, and links to relevant sections, thereby expediting the claims review process and reducing avoidable re-work and extended processing times.","The output of the AI system is timely guidance with relevant M21-1 linkage, that will appear in the User Interface (UI) automatically for the claims processors to review and act upon. SCC is referring to these a ""Smart Claim Insights""."
VA,Summarization of Clinical Data,OIT: Office of Information & Technology,1,0,nlp_specific,,a) Pre-deployment – The use case is in a development or acquisition status.,"Natural Language Processing: AI that processes, interprets, and shares information in human language.",,,Give a provider a summarized status of the patient and what has happened to the patient since they last saw the Veteran.,Decreased provider burden and increased time the provider can dedicate to the Veteran during the encounter through increased efficiency.,Summary of the patients clinical data.
VA,Summarize Progress Notes,VHA: Veterans Health Administration,1,0,nlp_specific,,a) Pre-deployment – The use case is in a development or acquisition status.,"Natural Language Processing: AI that processes, interprets, and shares information in human language.",,,Reduce the amount of time required for a healthcare provider to review medical records during an active case within the Clinical Contact Center.,"- Reduced case time per call
- Reduced hold time
- Reduced queue abandonment rate
- Improved Veteran satisfaction
- Improved patient safety",A summary of the patient medical record with the most important elements presented first.
VA,VA AI Assist,OIT: Office of Information & Technology,1,0,general_llm,Aretec SEARCH,a) Pre-deployment – The use case is in a development or acquisition status.,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",,,"Reviewing information about a patient prior to an upcoming encounter is an important way in which clinicians prepare for an effective visit. Clinicians are challenged to effectively complete this review prior to encounters, given time constraints and the manual effort required to navigate electronic health record systems to seek the information. This results in a lower effectiveness of the visit and increased clinician burnout.",There is a significant opportunity for AI-powered search and summarization of clinical information to assist clinicians with efficiently and effectively reviewing a patient’s record prior to an encounter.,Outputs include summaries of clinical data from VistA.
VA,VA GPT,OIT: Office of Information & Technology,1,0,general_llm,,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",,,"VA GPT is intended to improve VA employee efficiency, ultimately improving their service to Veterans. Employees are using to assist with basic administrative tasks (drafting emails, summarizing documents, summarizing meeting notes, etc.)","- Boost productivity e.g., get instant assistance with Writing, Research, and analysis.
- Save time e.g., quickly reformat meeting notes and draft presentations with AI assistance.
- Enhance creativity e.g., generate new ideas and perspectives to tackle challenges in innovative ways.",Outputs include generative AI responses to users' prompts.
VA,VBA Mail Management Services (MMS) - Modification,VBA: Veterans Benefits Administration,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",,,"We are shifting data capture from back-office processing to the point of first contact. The system validates VA forms in front of the user interactively as it is being submitted, allowing the submitter to verify and correct errors immediately (reduces churn). This will help with claims modernization.",To prevent claims processing inefficiencies in data quality at intake.,Upgrade to QuickSubmit to include a forms validation engine.
VA,Veterans Life Tailored,VHA: Veterans Health Administration,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",,,"The VLT (Veterans Life Tailored) project, branded as VLT, leverages advanced AI technologies to tailor benefits and support services specifically for veterans. This project harnesses the power of artificial intelligence to analyze vast amounts of data, providing personalized recommendations and streamlined access to a wide array of veteran benefits. Through the use of AI, this product will provide additional information to veterans based on service information. We will suggest benefits with the goal of supporting the application process in the future.","- Improved Veteran and family/beneficiary experience
- Increased number of applications and approvals for benefits",Output will be driven by the AI - it will be a Graphical User Interface (GUI) with information on benefits and links for more information.
