canonical_name,vendor,product_type,is_generative_ai_hint,is_frontier_llm_hint,parent_product,description,edge_count,agency_count,sample_use_snippets
USGS Flow Photo Explorer,USGS / Walker Environmental Research,scientific_ml,0,0,,,1,1,USGS Flow Photo Explorer
UiPath Enterprise RPA,UiPath,rpa,0,0,,,4,3,"UiPath; Microsoft; Apryse; Personable Inc. Enterprise Robotic Process Automation | product_queue_review_2026-06: 'UIPath ... Multiple Robotics and Process Automation (RPA) bots are in use' — catalog entry 'UiPath Enterprise RPA'. | product_queue_review_2026-06: ""We utilize the commercial software UIPath Studio with computer vision to automate this process"" -- UiPath Studio is the authoring component of UiPath's RPA platform; cat"
Ultralytics YOLO,Ultralytics,computer_vision,0,0,,,1,1,"product_queue_review_2026-06: Vendor ""Ultralytics"" doing boat detection ""by scanning video"" — Ultralytics' product is YOLO object detection; catalog Ultralytics YOLO."
Unison PRISM,Unison,productivity,1,0,,Federal contract-writing / acquisition lifecycle software; PRISM 7.6 (2025) added AI document generation,6,5,prism | Unison | prism
DOE Soil Moisture Modeling,University of Montana,scientific_ml,0,0,,,1,1,"product_queue_review_2026-06: ""University of Montana LMGSS Soil Moisture Modeling"" matches catalog DOE Soil Moisture Modeling (vendor University of Montana)."
Rangeland Analysis Platform,University of Montana / NRCS,scientific_ml,0,0,,Public Rangeland Analysis Platform on Google Cloud providing remote-sensing-derived rangeland vegetation models.,2,2,rap | Rangeland Analysis Platform
SpyglassGPT,Unknown,general_llm,0,0,,,1,1,SpyglassGPT
EnerGPT,Unknown / DOE-targeted vendor,general_llm,1,0,,DOE-targeted generative AI assistant tuned for energy-domain queries; vendor not yet confirmed in inventory text.,3,1,EnerGPT | EnerGPT | EnerGPT
Upstream Tech HydroForecast,Upstream Tech,scientific_ml,0,0,,,1,1,Piloting Machine Learning Inflow Forecasts Across Reclamation
VA GPT,VA,general_llm,1,0,,,3,2,va gpt | va gpt | VA GPT
VUNO Med-DeepBrain,VUNO,clinical_decision_support,0,0,,,1,1,vuno med-deepbrain
Vectra AI,Vectra Networks,security_tool,0,0,,,2,1,Vectra Networks | Vectra AI
Verathon BladderScan Prime PLUS,Verathon,clinical_decision_support,0,0,,,1,1,verathon bladderscan prime plus
CargoNet,Verisk,investigative_data,0,0,,Verisk CargoNet aggregates cargo theft incident data and applies analytics to predict and disrupt supply-chain crime.,1,1,CargoNet
ISO ClaimSearch,Verisk,investigative_data,0,0,,Verisk ISO ClaimSearch is the all-claims database with analytics used by NICB and insurers to detect fraud.,1,1,National Insurance Crime Bureau ISO ClaimSearch
Veritone,Veritone,media_analysis,0,0,,,4,2,Veritone | Veritone | Veritone
Veritone Digital Media Hub,Veritone,other,0,0,,,1,1,"product_queue_review_2026-06: ""Veritone Digital Media Hub includes AI features that allow PAO to search our event photo databases"" — a specific Veritone commercial product (aiWARE DMH) not in catalog;"
Veritone Illuminate,Veritone,media_analysis,0,0,Veritone,,1,1,Veritone Illuminate
Verkada,Verkada,physical_security,0,0,,"Cloud-managed video surveillance, access control, and sensor platform with on-camera AI analytics.",2,2,Verkada | verkada
Volpara Imaging,Volpara Health,clinical_decision_support,0,0,,,1,1,volpara imaging
Volta Medical AF-Xplorer,Volta Medical,clinical_decision_support,0,0,,,1,1,via add_product
Vyond,Vyond,media_analysis,1,0,,,4,3,Vyond | Vyond | Vyond
WellSaid Labs,WellSaid Labs,nlp_specific,1,0,,Synthetic voice / text-to-speech platform,2,2,Wellsaid | Wellsaid
Welldoc BlueStar,Welldoc,clinical_decision_support,0,0,,,1,1,welldoc bluestar
Whiterabbit.ai WRDensity,Whiterabbit.ai,clinical_decision_support,0,0,,,1,1,via add_product
Whooster,Whooster,data_analytics,0,0,,,1,1,Whooster
Wildfire.org Turbo Plan,Wildfire.org,general_llm,1,0,,,1,1,"product_queue_review_2026-06: ""Wildfire.org Advanced platform for Technical Learning and Analytics in the Sciences (ATLAS) Turbo plan ... Accelerating environmental planning"" -- catalog Wildfire.org T"
Wiz,Wiz,security_tool,0,0,,Cloud security with AI-driven risk prioritization,2,2,Wiz | Wiz
UpToDate,Wolters Kluwer,clinical_decision_support,0,0,,,1,1,UpToDate
Zoom,Zoom,productivity,1,0,,Video conferencing with Zoom AI Companion,4,4,zoom | Zoom | Zoom
Zscaler,Zscaler,security_tool,0,0,,Cloud security platform,2,2,Zscaler | Zscaler
FERC Zvolvant Inspection AI,Zvolvant,computer_vision,0,0,,,1,1,product_queue_review_2026-06: 'Zvolvant ... Improve Safety Inspections Use Case ... dam and LNG pipeline structure inspections' — catalog entry 'FERC Zvolvant Inspection AI'.
FERC Zvolvant Interconnection Assistant,Zvolvant,nlp,1,0,,,1,1,product_queue_review_2026-06: 'Zvolvant ... Support Interconnection Request Responses Use Case' — catalog entry 'FERC Zvolvant Interconnection Assistant'.
FERC Zvolvant Market Surveillance,Zvolvant,data_analytics,0,0,,,1,1,product_queue_review_2026-06: 'Zvolvant ... Enhance Market Surveillance and Fraud Detection Use Case' — catalog entry 'FERC Zvolvant Market Surveillance'.
Expert.ai Cogito,expert.ai,nlp,0,0,,,1,1,"product_queue_review_2026-06: ""Expert AI (Cogito) ... automatically assigns word tags to agricultural research articles"" -- catalog Expert.ai Cogito; ""ARSAzure"" is the internal hosting environment, no"
iCAD ProFound AI,iCAD,clinical_decision_support,0,0,,,1,1,icad profound ai
iCatalyst RPA,iCatalyst Inc,rpa,0,0,,,1,1,"product_queue_review_2026-06: ""IPAC RPA Bot"" by iCatalyst Inc — catalog iCatalyst RPA (iCatalyst Inc)."
iProov,iProov,biometrics,0,0,,,1,1,IProov
iRhythm Zio ECG,iRhythm Technologies,clinical_decision_support,0,0,,,1,1,via add_product
Monday.com,monday.com,productivity,1,0,,Work-OS with monday AI features,1,1,Monday.com
Grok,xAI,general_llm,1,0,,,2,2,xAI Grok Pilot | Grok
