agency,use_case_name,bureau_component,stage_normalized,ai_classification_normalized,is_generative_ai,is_general_llm_access,is_coding_tool,ai_sophistication,tool_product_name,system_name,vendor_name,development_type,has_custom_code,problem_statement,expected_benefits,system_outputs
HHS,"Renamed: Extracting DMF Facilities from unstructured documents
Previously: DMF (Drug Master File) Facilities",HHS/FDA/CDER,deployed,Natural Language Processing,0,0,0,nlp_specific,,CDEROne Analytics: FISMA-high environment,Deloitte,c) Developed with both contracting and in-house resources,Yes,"FDA receives Drug Master File (DMF) submissions containing valuable information about manufacturing facilities, but this data exists in various document formats that require manual review to compile comprehensive facility information.","Extracts facility references from Type II (Drug Substance) DMF manufacturing submissions (i.e., DMF123456 discloses that it uses Facility X for manufacturing and Facility Y for stability testing). These DMF submissions may include structured documents (3938 form) or unstructured documents (electronic Common Technical Document module 3), enabling more comprehensive oversight of the drug supply chain.",Support information extraction from unstructured documents
HHS,"Renamed: FAR-based Facility Signal Detection Tool
Previously: Post-market Surveillance Reports Signal Detection and Cluster Analysis.",HHS/FDA/CDER,deployed,Natural Language Processing,0,0,0,nlp_specific,Custom In-House AI,CDEROne Analytics: FISMA-high environment,In-house (CDER staff),c) Developed with both contracting and in-house resources,Yes,Need for proactive detection of quality signals in post-market surveillance reports using statistical process control and topic modeling to identify potential drug quality hazards and mitigate the associated risks.,"Identifies proactive quality signals and their associated problem clusters in an objective manner for triage and human review, helping prioritize resources on the higher risk issues and more complex problems.",Identifies problem clusters for the flagged signals in an objective manner for triage/review.
HHS,"Renamed: Information Visualization Platform (InfoViP) to Support Analysis of FAERS safety reports
Previously: Information Visualization Platform (InfoViP) to Support Analysis of adverse event reports",HHS/FDA/CDER,deployed,Natural Language Processing,0,0,0,nlp_specific,Microsoft Teams,FAERS,Contractor teams,c) Developed with both contracting and in-house resources,Yes,"The AI is intended to support the analysis of FAERS Individual Case Study Reports in post-market safety surveillance by automating duplicate detection, creating temporal visualizations, and classifying reports by information quality.",Information Visualization Platform (InfoVIP) supports post-market surveillance using AI to assist with review and analysis of adverse event reports with advanced visualizations including temporal data and algorithms for detection of duplicate FAERS adverse event reports and classification of reports by level information quality.,Performs Natural Language Processing (NLP) and applying Machine Learning (ML) algorithm to extract data from unstructured case narratives and combine with structured data to support analysis and review of adverse event reports.
HHS,"Renamed: Module 3 Facilities Extraction
Previously: Module 3 Faculties",HHS/FDA/CDER,deployed,Generative AI,0,0,0,general_llm,,CDEROne Analytics: FISMA-high environment,Deloitte,c) Developed with both contracting and in-house resources,Yes,"FDA receives drug application submissions (ANDA, NDA, BLA) that contain important manufacturing facility information in Module 3 documents, but this data requires manual review to identify and organize all facility details.",Objective of this use case was to assist in identifying and extracting all drug manufacturing facilities reported within unstructured module 3 submissions from marketing applications to build a comprehensive inventory of drug facilities for better regulatory oversight.,Support information extraction from unstructured documents
HHS,"Renamed: Risk-based FAR Review & Decision Support
Previously: Field Alert Reports (FAR) Prioritization Model",HHS/FDA/CDER,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,Custom In-House AI,CDEROne Analytics: FISMA-high environment,In-house (CDER staff) and contractor teams,c) Developed with both contracting and in-house resources,Yes,"Manual and subjective assessment process for Field Alert Reports (FARs) can lead to inconsistency in prioritizing and assessing reports, potentially leading to ineffective resource allocation where the same level of formality is being applied for all issues, regardless of risk.","Assist Field Alert Report (FAR) reviewers by providing objective intelligence and insights that help prioritize the highest risk reports, potentially reducing response time to high-risk issues while maintaining human oversight of all decisions and leading to Agency resources being used more efficiently.","AI-based machine learning classification of FAR risk into low, medium, and high; provides insights on problem clusters, rare-events, and source variables."
HHS,RepoAnalysis,HHS/CDC,pilot,Generative AI,1,0,0,general_llm,,EDAV (Enterprise Data Analytics and Visualization Platform),,b) Developed in-house,Yes,We are trying to generate a summary of code repositories that are insufficiently documented.,This would allow people to search for code and reuse code that is not documented well enough for traditional search engines.,The output from the AI is a summary of what the code repository does based on source codes and/or README.
HHS,Research Area Tracking Tool,HHS/NIH,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,N/A,c) Developed with both contracting and in-house resources,Yes,Analysis staff needed assistance identifying research areas associated with individual projects.,Within NIAID we have team that codes grants based on the research being proposed. They also prepare reports for high priority research areas. This tool was created to help them quickly identify projects that fall into a specific research field.,Grant title and abstract. Probability Estimates.
HHS,Resource Capacity Planning,HHS/FDA/CDER,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,Custom In-House AI,CDEROne Analytics: FISMA-high environment,In-house (CDER staff),c) Developed with both contracting and in-house resources,Yes,FDA needs to accurately predict the volume and complexity of incoming drug application submissions to ensure appropriate staffing and resources are available for timely reviews under the user fee program,Forecasting human drug review program submissions and corresponding FDA workload to support better resource planning and ensure timely review of drug applications that benefit public health.,Forecasts workload submissions across major user fee programs to help support fee setting for the human drug review programs
HHS,Respiratory Virus Response (RVR) Data Analysis Concept,HHS/CDC,pilot,Generative AI,1,1,0,general_llm,,,,b) Developed in-house,No,Summarizing subject matter expert (SME) interpretations and knowledge during a public health response is time-consuming. The AI aims to improve efficiency in knowledge dissemination by generating key takeaways from SME-provided information.,"The AI solution will improve the efficiency of disseminating essential information to the public, enable quicker SME review and clearance, and enhance understanding of AI limitations (e.g., bias, hallucinations) for future public health applications.","The AI generates summaries of bulleted SME information, producing key takeaways for review and clearance. The system will be evaluated for its ability to contextualize responses and improve tone and style in future iterations."
HHS,Reviewing Global Influenza Vaccine Literature,HHS/CDC,pilot,Natural Language Processing,0,0,0,nlp_specific,,EDAV (Enterprise Data Analytics and Visualization Platform),,b) Developed in-house,Yes,To efficiently review a large volume of published literature and identify abstracts related to access to influenza vaccines.,"The AI system is expected to save significant staff time by automating the initial literature review process, allowing epidemiologists to focus on in-depth analysis of relevant publications. This increases efficiency and scalability in reviewing global literature related to vaccine access.",A list of abstracts from published journal articles that are relevant to vaccine access. These abstracts are identified using large language models and are then reviewed manually for further analysis.
HHS,Risk Assessment Module (RAM) for the National Diabetes Prevention Program (National DPP) Operations Center.,HHS/CDC,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,DDT DPRP Portal,N/A,c) Developed with both contracting and in-house resources,Yes,"To assist in determining if an organization participating in the National DPP is at risk of improperly starting, going inactive, or not achieving necessary goals for continued participation in CDCs Diabetes Prevention Recognition Program.","The RAM module helps program managers synthesize large amounts of organization-level data to make informed decisions on assisting organizations, leading to increased program participation and improved health outcomes.","The RAM is a reporting tool that ingests organization-level data (including participant enrollment, demographics, and risk factors) to generate a ranked list of organizations at highest risk of failing to meet program objectives. Outputs are currently restricted to CDC associates, with plans for future access by State Quality Specialist users."
HHS,SAM.gov RFI Comment Analysis POC,HHS/CMS/OIT,pilot,Natural Language Processing,0,0,0,nlp_specific,Microsoft Teams,CEDAR,,b) Developed in-house,Yes,"The SAM.gov RFI Comment Analysis POC solves the problem that CMS procurement staff currently must manually review and score vendor responses to Requests for Information (RFI) posted on SAM.gov, which is time-intensive, especially when there are many questions and many vendors responding.","The RFI Comment Analysis POC will enable CMS teams to systematically evaluate vendor responses using AI-powered analysis, improving the efficiency of assessments.",The AI system outputs vendor scoring and ranking reports
HHS,SCANS Facility Role Predictor,HHS/FDA/CDER,deployed,Natural Language Processing,0,0,0,nlp_specific,,,,b) Developed in-house,Yes,The AI was used to identify facilities that are either Active Pharmaceutical Ingredient (API) or Finished Dosage Form (FDF) manufacturers that were either missed or misclassified in regulatory tracking systems.,"Successfully identified previously missed facilities without manually reviewing documents, improving FDA's ability to maintain comprehensive oversight of the drug manufacturing supply chain","The output is a classification of Non-manufacturer, API, FDF, or API\FDF"
HHS,SRDMS NLP COI,HHS/NIH,deployed,Natural Language Processing,0,0,0,nlp_specific,,SRDMS NLP COI KP/KI Module,Deloitte,c) Developed with both contracting and in-house resources,Yes,Scientific review officers need to identify individuals who may pose a conflict-of-interest (COI) during the grant application review process.,"SRDMS NLP COI is able to automate the identification of individuals who may pose a conflict-of-interest during the grant application review process, which saves significant time and effort by the SRO during application review and promotes consistency in identifying COIs.","Tool ingests grant application PDFs from an upstream source system, eRA, and these applications are processed to extract relevant name entities. The tool returns extracted name entities and metadata in a table that are displayed via custom module within the SRDMS application."
HHS,School LLM initial abstract review process,HHS/CDC,pilot,Natural Language Processing,0,0,0,general_llm,,,N/A,c) Developed with both contracting and in-house resources,No,"Manual review and categorization of thousands of research abstracts related to school readiness science is time-consuming. The AI enables efficient extraction and categorization of themes, reducing human effort and time.","The AI allows for efficient categorization of thousands of abstracts in a much shorter time frame, with less human effort, and presents results in a user-friendly dashboard for health scientists to use in research and decision-making.","The AI uses an LLM to extract data from abstract reviews and categorize relevant themes and topics into a user-friendly dashboard, enabling users to pull resources from 20122022 for specific school closure outcomes or themes."
HHS,Section 508 Azure OpenAI Chatbot,HHS/NIH,pilot,Generative AI,1,1,0,general_llm,Azure OpenAI,,Summome,c) Developed with both contracting and in-house resources,Yes,"This tool will streamline access to compliance resources, guidance, and support, empowering NIH staff and stakeholders to meet federal accessibility requirements. Designed to efficiently handle help desk inquiries, the chatbot will adhere to NIHs security protocols and provide accurate, role-specific information.","This tool will streamline access to compliance resources, guidance, and support, empowering NIH staff and stakeholders to meet federal accessibility requirements. Designed to efficiently handle help desk inquiries, the chatbot will adhere to NIHs security protocols and provide accurate, role-specific information.",Recommendations to Section 508 resources and guidance
HHS,Semi-Automated Nonresponse Detection for Surveys (SANDS),HHS/CDC,deployed,Natural Language Processing,0,0,0,nlp_specific,,,,b) Developed in-house,Yes,"Manual review of open-ended survey responses is labor-intensive and cost-prohibitive at scale. SANDS automates the detection of nonresponses in survey data, reducing the burden on researchers and improving data quality.",SANDS significantly reduces manual curation time for open-ended survey responses by providing automated scoring and flagging of nonresponses. This enables faster compilation of high-quality datasets for qualitative research and streamlines the review process for researchers.,"The system outputs scores for open-ended survey responses, identifying likely nonresponses and flagging responses that require further review. This helps improve survey data quality and informs questionnaire design."
HHS,Sentinel System Task Order to address an Emerging Safety Need,HHS/FDA/CDER,deployed,Natural Language Processing,0,0,0,nlp_specific,Microsoft Teams,Sentinel,Contractor teams,c) Developed with both contracting and in-house resources,Yes,"This AI project is designed to solve the problem of efficiently validating emerging safety signals through chart review when traditional structured data is insufficient. It aims to use NLP-supported tools to extract and analyze information from unstructured clinical notes, enabling faster and more comprehensive chart abstraction and adjudication processes for urgent safety investigations.","This allows FDA to apply Natural Language Processing (NLP) capabilities to extract data from Electronic Health Records (EHRs) as needed to address regulatory gaps around emerging safety needs, enabling faster response to potential drug safety concerns.",Claims and EHR data
HHS,Sequential Coverage Algorithm (SCA) and partial Expectation-Maximization (EM) estimation in Record Linkage,HHS/CDC,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,Consolidated Statistical Platform,N/A,c) Developed with both contracting and in-house resources,Yes,"To improve the accuracy and efficiency of record linkage in CDCs National Center for Health Statistics (NCHS) Data Linkage Program, particularly for large datasets, by automating the development and selection of blocking groups and reducing manual effort.","Increased accuracy and efficiency in data linkage 

Automation reduces manual effort and increases scalability 

Machine learning algorithms adapt and improve over time, refining linkage processes 

Enables researchers to better examine factors influencing disability, chronic disease, health care utilization, morbidity, and mortality","Development of joining methods (blocking groups) for large datasets 

Estimation of the proportion of matched pairs within each block 

Improved linkage accuracy and efficiency"
HHS,Short-term Forecasting of Severe Outcomes for Seasonal and Epidemic Pathogens,HHS/CDC,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,EDAV (Enterprise Data Analytics and Visualization Platform),N/A,c) Developed with both contracting and in-house resources,Yes,"Predict severe disease outcomes - such as emergency department visits or hospital admissions - over short time horizons (1-4 weeks) to improve situational awareness for planning and decision-making at the national, state, and local level. Traditional AI/ML models (e.g. time series models) are mainly used as baselines against which to test and improve more sophisticated modeling methods.","Providing timely, accurate, and actionable forward-looking information on severe disease outcomes to government officials and the public.",Current outputs include weekly state and national hospital admissions forecasts for COVID-19 and influenza (public-facing) and weekly state and national ED visit forecasts for COVID-19 and influenza (internal to CDC at this time).
HHS,Sidekick Comms bot Offering User-friendly Tips (SCOUT),HHS/CDC,deployed,Natural Language Processing,1,0,0,nlp_specific,,EDAV (Enterprise Data Analytics and Visualization Platform),N/A,c) Developed with both contracting and in-house resources,No,"To reduce the workload of health communicators by automating and simplifying the creation of web pages, social media posts, and other public-facing content, making information more accessible and understandable for the general public.","The solution accelerates content creation, reduces staff burden, and increases the accessibility and clarity of CDC information for the public. All AI-generated content is reviewed by experts to ensure accuracy and quality, supporting the CDCs mission to provide clear, science-based public health information.","The AI system generates plain language versions of existing web content, creates new content for web, social media, fact sheets, and graphics, and produces social media posts. All outputs are reviewed and edited by CDC experts before publication."
HHS,Similar Opportunities (KNN),HHS/OS/ASFR,deployed,Natural Language Processing,0,0,0,nlp_specific,,Grants.gov Cloud,MicroHealth,a) Purchased from a vendor,Yes,Agencies do not receive the highest number of proposals from capable applicants as applications generally tend to come from the same set of applicants.,Increase the quality and capability of applicants submitting grant proposals to federal agencies.,Match of agency grant requirements to competent applicants
HHS,Smart Solution for Docket Management (SSDM),HHS/FDA/OC,pilot,Generative AI,1,0,0,general_llm,,AWS,Deloitte,c) Developed with both contracting and in-house resources,Yes,"The AI is intended to solve the extremely labor-intensive and time consuming process of manually collating, de-duplicating, and categorizing public comments on FDA dockets.","1. Significant time and resource savings: The platform aims to save the Agency a substantial number of staff hours by assisting in reducing redundant and time-consuming tasks that can take weeks to complete manually. 2. Enhanced processing capacity: The platform will enable FDA to effectively handle large-scale comment volumes. 3. Improved accuracy and quality: The AI-powered deduplication, topic modeling, and keyword flagging can potentially enhance the overall quality of comment processing while reducing human error in manual sorting.","The AI-enabled tool provides two main outputs: 1) a line listing excel file that organizes comments into groups based on similarity/deduplication thresholds and tags them with AI-identified and SME-approved keywords and topics; and 2) a comment summary word report that provides structured analysis of themes, key performance indicators, and submitter group breakdowns to assist in regulatory decision-making."
HHS,Structuring Notice of Concern Data,HHS/ACF,deployed,Computer Vision,0,0,0,computer_vision,Palantir AIP,ACF Horizon,Palantir,c) Developed with both contracting and in-house resources,Yes,"How can the Office of Refugee Resettlement (ORR) clear its backlog of notices of concern (NOC) and minimize backlog in the future?

Notice of Concern (NOC) forms contain critical information regarding safety of children who have left ORR's care. Some forms are received as scans, with the information not in machine-readable format. ORR receives hundreds of NOCs a day. Due to personnel shortage in the Prevention of Child Abuse and Neglect Team (PCAN) team responsible for reviewing and acting on NOCs, as of October 2024 there was a backlog of over 30,000 NOCs.","More effective and efficient review of NOCs

With AI-enabled structuring of data in NOCs received in scanned formats, ORR can reduce the large backlog that has accumulated.","Structured data parsed from the subset of NOCs that are scans of documents

AI is not used to triage NOCs, just to parse information from scanned documents. The parsed information is presented to the PCAN team alongside the original document for review and action."
HHS,Structuring and Validating Completeness of Case Data Information,HHS/ACF,deployed,Agentic AI,1,0,0,nlp_specific,Palantir AIP,ACF Horizon,Palantir,c) Developed with both contracting and in-house resources,Yes,"How can referrals from the Department of Homeland Security (DHS) be more quickly reviewed for critical pieces of information about their parents and the reason for separation?

Since November 2024, when a minor is separated from their parent or legal guardian, the U.S. Customs and Border Protection (CBP) within DHS is required to send certain pieces of information about the parent/legal guardian in accordance with the Ms L vs ICE settlement. CBP send this information in a block of free text and sometimes do not include the required information. Historically, ACF's Office of Refugee Resettlement (ORR)s tracking of required information has been done manually and inconsistently.","More easily searchable and accurate data on family separations

Quicker validation of CBP compliance in essential data sharing for separated families, enabling faster follow-up as needed to receive any missing data points","Structured data asset of  the critical data points needed about a separation case.

AI is used to conduct initial parsing of the data provided by CBP and highlight whether or not the required fields from the Ms L vs. ICE settlement are included and can therefore be updated into the child's profile in ORR's data system.  ORR's Intakes Team does final review and in cases where data appears to be missing, the ORR Intakes Team reaches back out to CBP for that information."
HHS,Study Section Clustering Tool (SSCT),HHS/NIH,deployed,Natural Language Processing,0,0,0,nlp_specific,,Center for Scientific Review  General Support System (CSR GSS),,b) Developed in-house,Yes,Efficiently organizing grant applications into appropriate study sections based on scientific similarity.,"The Study Section Clustering Tool (SSCT) enhances the agencys mission by automating and streamlining the organization of grant applications into scientifically relevant study sections, improving efficiency and reducing manual effort. It ensures applications are reviewed by experts with appropriate expertise, adapting over time to changes in scientific fields through periodic model updates. This data-driven support leads to higher-quality peer review processes, promoting more effective research funding decisions","The AI systems outputs are lists of study sections grouped together based on the scientific similarity of grant application texts. Specifically, it generates clusters of applications that should be reviewed collectively because they share related scientific topics. These groupings serve as recommendations to subject matter experts, who use them to finalize the organization of study sections for peer review panels."
HHS,Sub Can Line Finder,HHS/ACF/OA,deployed,Generative AI,1,1,0,general_llm,Palantir AIP,HHS Cares,Palantir Technologies,a) Purchased from a vendor,Yes,"The LLM helps compile an aggregated report of costs by intaking a specific CAN, category, sub CAN line item description, and a projection cost from the user (either by a CSV or manual entry) and returning line items from the open-closed report and requisition purchase order report related to the sub CAN line item description such as supplier name, document number, document type, and total obligations for that sub CAN line item.","The Sub CAN Line finder LLM helps find related obligations, line items from various reports and returns information crucial to a budget officer when creating a spend plan for their office. The LLM aids ACF Discover track various line items and pulls the information into one place: the Spend Plan module where ACF can track yearly budgets and monitor budget health.","The LLM helps compile an aggregated report of costs by intaking a specific CAN, category, sub CAN line item description, and a projection cost from the user (either by a CSV or manual entry) and returning line items from the open-closed report and requisition purchase order report related to the sub CAN line item description such as supplier name, document number, document type, and total obligations for that sub CAN line item."
HHS,"Supply Chain Resilience Program, Office of Supply Chain Resilience (OSCR) - Foresight",HHS/FDA/CDRH,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,FiDLE; Data transitioned  to CEDh,,b) Developed in-house,Yes,Estimating potential future demand of medical devices,"Forecasting demand of medical devices and supplies. Forecast demand for critical devices during a variety of scenarios (e.g. natural disaster, PHE)",Aids in forecasting demand for critical devices under a variety of scenarios.
HHS,"Support tools that can be used in conjunction with Electronic Health Record (EHR) data, such as machine learning and natural language processing (NLP), and the use of Artificial Intelligence (AI) chart review tools",HHS/FDA/CDER,deployed,Natural Language Processing,0,0,0,nlp_specific,Microsoft Teams,Sentinel,Contractor teams,c) Developed with both contracting and in-house resources,Yes,This AI project is designed to solve the problem of rapidly responding to urgent or emerging drug safety signals that require immediate attention and coordinated action. It aims to leverage key expertise and resources at the Sentinel Operations Center to quickly address time-sensitive safety concerns that may pose risks to public health.,"Supports using AI tools to help with medical chart review for emerging safety needs, enabling faster response to urgent drug safety concerns that require immediate attention to protect public health.",Electronic Health Record (EHR) data
HHS,TB Case Browser Image Text Detection,HHS/NIH,deployed,Computer Vision,0,0,0,computer_vision,,NIAID TB Portals,"Deloitte, Guidehouse, Research Data and Communication Technologies Corp.",c) Developed with both contracting and in-house resources,Yes,"Without OCR technology, validation of text on images is manually intensive and, without proper controls, can create the risk of sensitive information coming into the system.",Provides additional protection against PII/PHI ingress into the TB Portals imaging dataset in a far more automated process.,"User uploads a DICOM image, which is converted and passed to the AWS Rekognition service. Output is a JSON block with predictions on the location of text within an image."
HHS,TB DEPOT (Tuberculosis Data Exploration Portal),HHS/NIH,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,NIAID TB Portals,"Deloitte, Guidehouse, Research Data and Communication Technologies Corp.",c) Developed with both contracting and in-house resources,Yes,"There was a lack of deidentified, multidimensional tuberculosis socioeconomic, clinical, imaging, and pathogen genomic data available for researchers to use in developing models and learning more about TB cases.",Provide a no-code application for users to explore and analyze multidimensional TB Portals data.,"User selects ""cohorts"" of tuberculosis cases from TB Portals containing structured clinical/socioeconomic, pathogen genomic, and imaging data for analysis as inputs. The outputs include confusion matrices, cohort comparisons, and visualizations like feature importance in the model. Outputs are available within the application and via an API."
HHS,TB Portals Outlier Detection Lambda Function,HHS/NIH,deployed,Computer Vision,0,0,0,computer_vision,,NIAID TB Portals,"Deloitte, Guidehouse, Research Data and Communication Technologies Corp.",c) Developed with both contracting and in-house resources,Yes,"The quality of chest X-ray (CXR) images uploaded by TB Portals Program partners varied significantly, and as the scale of images increased, NIAID needed a way to identify outliers in the imaging dataset.",Detect potential low-quality chest X Rays to flag as potentially being unsuitable for AI/ML training and flag for quality improvement.,Input: Dicom file. Output: classification of Outlier or not Outlier via the model.
HHS,Text embedding analysis tool,HHS/CDC,deployed,Natural Language Processing,0,0,0,nlp_specific,,EDAV (Enterprise Data Analytics and Visualization Platform),,b) Developed in-house,Yes,"Reviewing large sets of documents can take hours to identify similar clusters or analysis. The tool helps non-technical staff explore large, text-based datasets by generating clusters of text and identifying similar documents.",One benefit is being able to get a quick-but-principled analytic overview of a (potentially very large) text corpus's semantic content. This may yield time savings for tasks like responding to public inquiries and doing qualitative analyses of unstructured datasets.,"The system generates text embeddings and then understand how their documents cluster in the embedding space. The system has no default output--it's primarily an AI-enabled canvas for drawing the embedding space and helping users explore the space rigorously. Users may, however, choose to export the embeddings, cluster assignments, or modified source datasets for use in other downstream analyses."
HHS,The School Closure Awareness System,HHS/CDC,deployed,Natural Language Processing,1,0,0,nlp_specific,,"EDAV (Enterprise Data, Analytics, and Visualization Platform)",,b) Developed in-house,Yes,"To efficiently and accurately identify and categorize unplanned school closures across the U.S. using publicly available social media data, replacing a costly and labor-intensive manual process.","The AI system has saved nearly $2 million in contracting fees and reduced human work hours by 200 hours. It enables faster, more comprehensive, and more detailed capture of unplanned school closure data than the previous manual process, supporting CDCs emergency response and reporting obligations.","The system processes Facebook posts from about 40,000 school or district accounts, using a large language model to categorize posts as unplanned school closures (by event type: weather, health, facility, safety) and denote status changes (full closure, virtual, hybrid, early/late dismissal). Outputs are reviewed and recoded by staff every 24 hours."
HHS,Tool for PO Lookup Assignment (TPAL),HHS/NIH,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,b) Developed in-house,Yes,This tool helps NIGMS program staff determine the most appropriate SME at NIGMS and/or the most appropriate IC for a research proposal.,"There are many occasions in which Division Directors, Branch Chiefs, and Program Officers wish to receive suggestions for the most appropriate people to talk to about a project proposal or where to send a proposal that might not be appropriate for NIGMS.",Input: Free form text in an online textbox. Output: Top three most relevant ICs and POs and their probabilities.
HHS,Topaz,HHS/NIH,deployed,Computer Vision,0,0,0,computer_vision,Topaz CryoEM,,Open Source,a) Purchased from a vendor,No,Automated screening of CryoEM specimens,This tool is an open-source machine learning-based particle picker (https://github.com/tbepler/topaz). This tool automatically picks targets given a small number of manually selected particles. It is utilized by the Cryo-EM core in support of research projects within NIEHS DIR and DTT laboratories..,Inputs are low magnification cryoEM imaging data and manually selected targets; outputs are automatically selected imaging targets.
HHS,TowerScout: Automated cooling tower detection from aerial imagery for Legionnaires' Disease outbreak investigation,HHS/CDC,deployed,Computer Vision,0,0,0,computer_vision,,EDAV (Enterprise Data Analytics and Visualization Platform),N/A,c) Developed with both contracting and in-house resources,Yes,"Rapid identification of cooling towers that could potentially be spreading Legionella bacteria during outbreaks, enabling faster and more efficient outbreak response.",Detects cooling towers approximately 600 times faster than manual searches. Enables more efficient and timely response during Legionella outbreaks. Improves public health response and outbreak containment.,Detection and classification of cooling towers within aerial imagery.
HHS,Transcribing Cognitive Interviews with Whisper,HHS/CDC,deployed,Natural Language Processing,0,0,0,nlp_specific,,,,b) Developed in-house,No,"Reducing the time and effort required to transcribe cognitive interviews for federal health survey research, enabling faster and higher-quality analysis of qualitative data.","The AI system is expected to significantly reduce the hours required for qualitative review by automating transcription, enabling immediate comparison of interview concepts and answers, and providing timestamps for easier reference. This will accelerate research publication and improve the quality of survey questions used in federal surveys.","The AI generates transcripts from recorded interviews, which are used by staff for qualitative research in support of federal health survey research."
HHS,Unaccompanied Children Program Policy & Procedure Research Tool,HHS/ACF,pilot,Agentic AI,1,0,0,general_llm,,ACF Horizon,MIT Lincoln Labs,c) Developed with both contracting and in-house resources,Yes,"How can the Office of Refugee Resettlement (ORR) research the laws, standards, policies, and procedures applicable to monitoring visits more quickly while maintaining thoroughness?

The Office of Refugee Resettlement (ORR) conducts monitoring visits at least monthly to ensure that care providers meet minimum standards for the care and timely release of unaccompanied children, and that they abide by all Federal and State laws and regulations, licensing and accreditation standards, ORR policies and procedures, and child welfare standards. If ORR monitoring finds a care provider to be out of compliance with requirements, ORR issues corrective action findings and requires the care provider to resolve the issue within a specified time frame. Compliance determination involves research into the various laws, standards, policies, and procedures.","Faster issuance of well-informed corrective action findings

The goal of the  UC Program Policy & Research Tool is to speed up this process as children's health and well-being may be impacted before a corrective action finding is issued and the issue is resolved. The UC Program Policy & Procedure Research Tool speeds up research of relevant laws, standards, policies, and procedures content curated and approved by ORR's policy team. This research is one part of the process that informs ORR's monitoring team's decisions on whether corrective actions are needed and if so, what corrective actions.","Initial assessment of whether a care provider is in compliance with applicable laws, standards, policies, and procedures applicable to the care of unaccompanied children, with an explanation of evidence pulled from monitoring visit reports and the policy documents and accurate citations.

 AI is not used to suggest corrective actions but rather support determination of whether care providers are in compliance."
HHS,Use case package 1: Empirical application of the Sentinel EHR and claims Data Partner network to address ARIA insufficient inferential requests (UC1),HHS/FDA/CDER,deployed,Natural Language Processing,0,0,0,nlp_specific,Custom In-House AI,Sentinel,In-house (CDER staff) and contractor teams,c) Developed with both contracting and in-house resources,Yes,This AI project is designed to solve the problem of determining whether available data sources and analytical methods are suitable for specific pharmacoepidemiologic research questions. It aims to systematically evaluate data fitness-for-purpose and identify viable use cases where protocol-based studies can reliably assess drug safety and effectiveness in real-world populations.,"Improved capture of unstructured Electronic Health Record (EHR) data for drug safety studies, enabling FDA to better assess medication safety and effectiveness using real-world healthcare information.",Natural Language Processing (NLP) for Electronic Health Record (EHR) unstructured data extraction
HHS,Use case package 2 (UC2): Empirical application of the Sentinel EHR and claims Data Partner network to enhance ARIA insufficient inferential requests and atypical descriptive requests,HHS/FDA/CDER,deployed,Natural Language Processing,0,0,0,nlp_specific,Microsoft Teams,Sentinel,Contractor teams,c) Developed with both contracting and in-house resources,Yes,"This AI project is designed to solve the problem of translating theoretical innovative methods into practical, real-world applications within the Innovation Center (IC) development network. It aims to create concrete, evidence-based examples that demonstrate how new technologies and approaches can be effectively implemented to address specific pharmacoepidemiologic and drug safety surveillance challenges.","Developing advanced methods including machine learning to address incomplete information in drug safety studies, validating health outcome algorithms using Natural Language Processing (NLP)-assisted chart review, and applying NLP to analyze cannabis-derived product exposures in electronic health records, ultimately improving FDA's drug safety surveillance capabilities.",EHR data elements; EHR-linked to claims data
HHS,Use of Natural Language Processing for Topic Modeling to Automate Review of Public Comments to Notice of Proposed Rulemaking,HHS/CDC,pilot,Natural Language Processing,0,0,0,nlp_specific,,EDAV (Enterprise Data Analytics and Visualization Platform),,b) Developed in-house,No,"Manual review of large volumes of public comments for Notices of Proposed Rulemaking is labor-intensive and time-consuming. The AI is intended to organize and cluster comments by theme, improving the efficiency and effectiveness of manual review and ensuring all topics are accurately reported.","The AI system will enhance the speed and quality of manual review of public comments, enable better thematic organization, and reduce the burden on staff. This supports compliance with legal requirements for public comment review and improves the insights gained from public input.","The AI generates clusters of similar public comments, organized by theme, to aid in manual review."
