id,agency_abbreviation,bureau,use_case_name,purpose_benefits,outputs,commercial_ai,dev_method,dev_stage,topic_area,lineage_status
35879,TVA,Cybersecurity,Advanced Threat Protection,"Protecting against attackers and exploitations means testing using the same strategies that adversaries use. Leveraging billions of data points across operating systems, mail flow, and identity patterns, mathematical and probabilistic based decisions can be made to mitigate and even completed remove threats to the organization. ML and AI technology help reduce phishing emails, malware spread, leveraging compromised accounts, and further promote visibility to threats.","Metrics, Alerting, and optional preventative/proactive protections",None of the above.,,Operation and Maintenance,Mission-Enabling,retired_2024
35880,TVA,Network,Perimeter Defense,"Using a combination of ruleset definitions specifically designed to detect malicious activity and augmented by a proprietary machine learning algorithm, this tool protects web applications regardless of location. Models trained based on millions of sampled network traffic enables this tool to proactively detect and prevent malicious network activity from reaching and affecting web applications.","Metrics, Alerting, and optional preventative/proactive protections",None of the above.,,Acquisition and/or Development,Mission-Enabling,continued
35881,TVA,Cybersecurity,Intrusion Detection Analysis,Threat hunting and Security Operations Center (SOC) analysts leverage automated tooling to refine alerts that enable discovery and detection of anomalous behavior across the network. These tools use a massive amount of data and provide intelligence beyond what could be seen from a single vector. Correlated network traffic data with proxy communications help identify compromised systems and networks.,"Metrics, Alerting, and optional preventative/proactive protections",None of the above.,,Operation and Maintenance,Mission-Enabling,retired_2024
35882,TVA,Cybersecurity,Malware Reverse Engineering,"Reverse engineering of malware, and software analysis more broadly, will continue to be a critical activity in support of TVA's cyber protections efforts. Analysis of files, URLs, Hashes, etc., to determine if contents are malicious using a combination of different anti-virus scanners and blocking services to advance efficiency and reduce the time spent by analysts analyzing various content within TVA's technology eco-system.",Threat Intelligence,None of the above.,,Operation and Maintenance,Mission-Enabling,retired_2024
35883,TVA,Cybersecurity,Threat Intelligence Feed,Information Sharing; advanced technology and industry expertise to provide participants with near real-time delivery of relevant and actionable threat information of external network traffic.,Threat Intelligence,None of the above.,,Operation and Maintenance,Mission-Enabling,retired_2024
35884,TVA,T&I Operations,AI-Enhanced Search,"Portal users can find answers more quickly and easily with features like auto-complete search queries, natural language support, and typo handling.",Knowledge Base Catalog Data,Searching for information using AI.,,Operation and Maintenance,Mission-Enabling,continued
35885,TVA,Transmission,Network Anomaly Detection,"Real-time visibility into network communications, assets, connections, and protocols.",Detection of anomalous behavior that might impact security or reliability of OT systems,None of the above.,,Operation and Maintenance,Mission-Enabling,continued
35604,USAGM,OCIO,Microsoft Copilot for Internal Employees,"USAGM is exploring the potential of Microsoft Copilot to enhance workplace productivity and collaboration across its internal teams. The tool leverages generative AI capabilities integrated within the Microsoft 365 suite, enabling employees to streamline workflows and focus on high-value tasks. Key features include drafting documents and presentations, summarizing content, automating reminders, managing editorial calendars, scheduling meetings, recording and transcribing conversations, and conducting natural language search for quick access to files and records. This initiative supports operational efficiency by integrating AI capabilities across collaboration, task management, and content creation workflows.",,Improving the quality of written communications using AI tools.,,Initiated,Mission-Enabling,retired_2024
35605,USAGM,OCIO,Automated Transcription Generation,"Generative AI is being leveraged in USAGM’s media workflows to enhance efficiency and accessibility. This use case integrates Latakoo, which utilizes OpenAI's Whisper technology for transcription. With high accuracy, the system transcribes content as it is processed and passes it into USAGM’s media asset management (MAM) system, ensuring that the content is easily searchable and accessible for future use.",,Transcribing and summarizing a recorded meeting or interview using AI.,,Initiated,Mission-Enabling,retired_2024
35606,USAGM,OCIO,Content Enhancement for Articles,"This project uses AI integrated with our content management system (CMS) and digital platforms to assist journalists in optimizing article quality. AI generates multiple versions of titles, automates the creation of SEO-friendly tags and text, and provides concise summaries for articles. These summaries enhance user engagement by increasing the time spent on pages, particularly when readers arrive via search engines or social media. Journalists can review and adjust AI suggestions to ensure alignment with their goals.",,None of the above.,,Initiated,Mission-Enabling,retired_2024
35607,USAGM,OCIO,Automated Translations,"This initiative uses AI integrated with our content management system (CMS) to streamline multilingual content production across USAGM’s networks. Unlike typical translation tasks, USAGM faces the unique challenge of efficiently translating content into 50-plus languages, spanning diverse linguistic and cultural contexts. The AI translation tool provides draft translations for cloned articles, enabling seamless content reuse between language teams while maintaining accuracy and cultural sensitivity. This solution is critical for ensuring high-quality, localized content delivery to audiences worldwide.",,None of the above.,,Initiated,Mission-Enabling,retired_2024
35608,USAGM,OCIO,AI-Powered CMS Guide Agent,"An AI-driven agent is being developed to enhance user support within the CMS. The agent will respond to natural language questions, offering tailored guidance and solutions from the CMS’s internal help documentation.",,Searching for information using AI.,,Planned,Mission-Enabling,retired_2024
35609,USAGM,OCIO,Content Summarization and Audience Engagement,"AI tools integrated with our content management system (CMS) are being piloted to create multi-article summaries, ""smart search"" responses, and interactive highlights tailored for mobile-first users. These tools enhance content discoverability within the CMS and enable the creation of widgets like ""all you need to know"" summaries, improving user engagement and accessibility. Additionally, AI-generated interactive formats provide better comprehension for long-form articles, ensuring a seamless user experience across digital platforms.",,Searching for information using AI.,,Planned,Mission-Enabling,retired_2024
35610,USAGM,OCIO,Automated Text Narration,AI-generated audio narrations are being explored as a tool to enhance accessibility and engagement for long-form articles. An integrated audio player would allow users to consume content in a more convenient and flexible manner.,,None of the above.,,Planned,Mission-Enabling,retired_2024
35611,USAGM,OCIO,Automated Metadata Generation,"AI is being tested to automate the generation of descriptive metadata, such as content summaries and SEO tags. This capability aims to simplify cataloging processes, improve content discoverability, and reduce the manual effort required for metadata creation",,None of the above.,,Planned,Mission-Enabling,retired_2024
35612,USCCR,ASCD/IT,Microsoft Copilot Integration,Efficiency and improved administrative tasks.,Text-based summaries and AI generated text.,Summarizing the key points of a lengthy report using AI.,,Operation and Maintenance,Mission-Enabling,retired_2024
35613,USCCR,OGC,Relativity One,Efficiency and improved administrative tasks.,Text-based summaries and AI generated text.,Summarizing the key points of a lengthy report using AI.,,Operation and Maintenance,Other,retired_2024
35614,USTDA,N/A,Lookout for mobile security,"Lookout uses AI and machine learning to detect and respond to cyberattacks in real time. Lookout's threat intelligence services include data forensics, incident response, and research.",A Dashboard used for monitoring activity and reports,None of the above.,Developed with contracting resources.,Operation and Maintenance,Mission-Enabling,retired_2024
35615,USTDA,N/A,Qualys Cloud Detection and Response,"Qualys uses AI to detect threats in real time, such as malware, ransomware, and unauthorized access.",A Dashboard used for monitoring activity and reports; real-time alerts when issues are discovered.,None of the above.,Developed with contracting resources.,Operation and Maintenance,Mission-Enabling,retired_2024
35616,USTDA,N/A,Crowdstrike Falcon Threat Detection and Response,"Crowdstrike uses AI to detect and respond to threats in real-time, such as malware, ransomware, and unauthorized access.",A Dashboard used for monitoring activity and reports; real-time alerts when issues are discovered.,None of the above.,Developed with contracting resources.,Operation and Maintenance,Mission-Enabling,retired_2024
35617,USTDA,N/A,Exiger Due Diligence IQ (“DDIQ”) Research Software,"The AI utilized by Exiger’s team of analysts improves the efficiency of their research efforts into individuals and companies under consideration for partnership with USTDA by reviewing and consolidating relevant publicly available information, such as news reports.","Exiger’s DDIQ platform produces consolidated publicly available data on searched subjects for review, refinement, and analysis by Exiger’s due diligence and research professionals.",Searching for information using AI.,Developed with contracting resources.,Operation and Maintenance,Mission-Enabling,retired_2024
