agency,use_case_name,bureau,current_ai_sophistication,omb_ai_classification,stage_of_development,system_name,vendor_name,problem_statement,expected_benefits,system_outputs
VA,AI-Assisted View Alert Management,VHA: Veterans Health Administration,agentic,Agentic AI: AI systems that perform tasks or make decisions autonomously with minimal human intervention.,a) Pre-deployment – The use case is in a development or acquisition status.,,,"By analyzing and prioritizing alerts, this tool will reduce unnecessary notifications and help clinicians focus on what matters most, enhancing care for Veterans.","- Reduce alert fatigue and clinician burnout by minimizing unnecessary distractions. 
- Improve clinical efficiency and workflows through targeted triage and routing of critical alerts. 
- Enhance patient safety and resource allocation by prioritizing meaningful and actionable view alerts. 
- Increase return on existing technology investments by optimizing the performance of the current alerting functionality.","Switchboard will build new AI models trained on annotated message data. Message annotation will be conducted in a structured process using a dataset of View Alerts (subject to design). The end-state AI models will apply the following label types to messages:
- Label assignment of 5 core labels: Clinically Urgent, Clinician, Scheduling, Form, and Refill
- Additional label assignment of VA-specific labels based on review of the dataset where patterns are identified. These will include:
      a) No potential provider action
      b) Medication nearing expiration
      c) Non-critical alerts for i"
VA,Natural Language Online Workflow (NOW),VHA: Veterans Health Administration,agentic,Agentic AI: AI systems that perform tasks or make decisions autonomously with minimal human intervention.,a) Pre-deployment – The use case is in a development or acquisition status.,,,"- Information Gaps and Misinformation: Veterans and staff often have trouble finding accurate, consistent answers about vasectomy procedures, eligibility, risks, and next steps. Policies and contacts change and not everyone knows where to look.
- Inefficient Consult Request Process: Requesting a consult can be confusing, requiring multiple phone calls, paper forms, or follow-ups that delay care. Veterans may give up or receive the wrong info, which slows down the process and frustrates everyone.
- Inefficient Use of Staff Time on Routine Questions: Clinical and administrative staff spend a lot of time answering the same questions or redirecting Veterans to the right place. This eats up resources that could be used for more complex cases.
- Missed or Delayed Care: If eligibility is unclear, or the Veteran doesn’t know how to proceed, appointments and procedures get delayed. This can lead ","- Centralizes reliable information in one place and it is always up-to-date.
- Removes ambiguity for users by guiding them through eligibility and next steps.
- Streamlines the consult request process, making it easy to start and track the process.
- Reduces repetitive work for staff, so they can focus on higher-priority needs.
- Flags new or complex questions for human follow-up, so nothing falls through the cracks.","- Personalized Responses: the chatbot gives tailored answers to user questions about vasectomy procedures, eligibility, risks, recovery, and next steps—based on the latest VA policies and user input.
- eligibility Screening Results: it guides users through a Screening process and outputs a clear summary: whether the Veteran appears eligible, concerns or risks to discuss with a provider, and any required follow-@up steps
-@ consult request Guidance: it outputs step-@by-step instructions or links to start a vasectomy consult, including local facility contact info and how to proceed based on the "
VA,Ambient Scribing with Patient Chart Exploration,VHA: Veterans Health Administration,agentic,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",a) Pre-deployment – The use case is in a development or acquisition status.,,,"The typical clinical workflow in primary care is complex, with numerous interruptions and areas of friction. I want to understand how AI could augment my flow by replacing the lower-tier cognitive work and allowing me to focus on making decisions and providing counseling. Much of this cognitive load is now invisible, even to myself. For example, for a patient with diabetes, I may spend time hunting down the appropriate labs and medication history as well as summarizing the subjective information they've shared over the years about the difficulties they've had in adherence. If this could be done for me, similar to what a clinical assistant or medical trainee may do, I would be better able to care for my patient in the here and now.

There are many people working on optimizing ambient scribing and AI summarization/querying. My goal is not to create a state of the art version of either, but","This tool could help replace the lower-tier cognitive work and allow me to focus on making decisions, providing counseling, and overall, be better able to care for my patients. The hope would be to create a framework that would be available through Clinical Decision Support (CDS) or another internal VA platform, allowing clinicians to customize chart data for their own workflows. Improved scribing, natural language processing and AI summarization could be swapped in as they develop further over time.","Context- and diagnosis- aware chart browsing, AI summarization of chart data, and draft clinical notes based on chart data and transcripts."
VA,Claims Adjudication and Financial Decision-Making,VHA: Veterans Health Administration,agentic,Agentic AI: AI systems that perform tasks or make decisions autonomously with minimal human intervention.,a) Pre-deployment – The use case is in a development or acquisition status.,,,"VA staff spend large amounts of time gathering and reviewing information to process payments and recover revenue. This slows down financial decisions and delays service to Veterans and providers. The AI platform brings the necessary data together, highlights key issues, and streamlines next steps so staff can work faster and focus on higher value decisions.","It will deliver cost savings and efficiency gains, strengthening VA's overall financial stewardship.","The system outputs are claim classifications, eligibility and coding checks, consolidated documentation, risk flags, draft appeals packages, and dashboard reports, which are all presented to staff as decision support rather than final decisions."
VA,Leveraging Acoustic-Linguistic Analytics and Social Determinants to Enhance Suicide Prevention Efforts in Veterans Crisis Line Interventions,VHA: Veterans Health Administration,agentic,"Natural Language Processing: AI that processes, interprets, and shares information in human language.",a) Pre-deployment – The use case is in a development or acquisition status.,,,"This project leverages machine learning (ML) and data analytics to enhance suicide prevention efforts by improving risk prediction, crisis intervention effectiveness, and understanding of social and environmental factors influencing Veteran suicide risk. It will develop a data processing pipeline to extract and analyze VCL call data directly from call audio recordings, enabling multimodal ML models that integrate linguistic, acoustic, and contextual features to identify imminent suicide risk. Additionally, it will evaluate crisis intervention effectiveness and link VCL call data with external datasets to assess environmental stressors such as noise pollution. Finally, models will be validated on a larger dataset within the Veterans Affairs (VA) Cloud to ensure scalability and internally-sustainable integration into VCL workflows, delivering artificial intelligence (AI)-driven decision-su",Improve VCL protocols and procedures; improve suicide prevention efforts; increase efficiency; enhance patient outcomes.,VCL call data analysis to identify imminent suicide risk and evaluate crisis intervention effectiveness.
VA,PowerScribe One,VHA: Veterans Health Administration,agentic,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",a) Pre-deployment – The use case is in a development or acquisition status.,,,"It enhances existing radiology dictation and report creation software by providing AI findings and narrative text that help automate and augment reporting. Machine learning and advanced language understanding technologies derive meaning from the data to drive workflows, meaning less work for the radiologist and more consumable, meaningful reports to inform care decisions.","It increases the radiologists' efficiency, automates report writing, and enhances patient care decisions.","These solutions interpret your images and provide the radiologist with different findings, such as lung nodules, fractures, brain bleeds, liver lesions, etc."
VA,Community Care Clinical Documents,VHA: Veterans Health Administration,agentic,Agentic AI: AI systems that perform tasks or make decisions autonomously with minimal human intervention.,a) Pre-deployment – The use case is in a development or acquisition status.,,,"Thousands of Veterans receive care in the community in both unscheduled urgent/acute care settings and scheduled care settings. Following these encounters, VA must receive clinical documentation describing the encounter and address follow-up care needs. The current process for this is manual, inefficient, and not always effective at timely documentation retrieval. This results in delayed care for Veterans and duplication of services.","Solving this problem will improve care quality for Veterans, decrease administrative burden on clinicians, automate manual processes, and improve workforce efficiency, resulting in decreased burnout and overtime expenditures.","This product will automate identification, retrieval, and notification in the context of community care clinical documents."
VA,EEV/OHI Document Types,VHA: Veterans Health Administration,agentic,Agentic AI: AI systems that perform tasks or make decisions autonomously with minimal human intervention.,a) Pre-deployment – The use case is in a development or acquisition status.,,,Increase the speed and accuracy of identifying document types and routing thereof.,Enhance Veteran and Veteran Family Member experience with claims processing to ensure timely and accurate claims resolutions.,Correct document types and routing of those documents for further processing.
VA,Electronic Mammogram Reporting (eMAMR),VHA: Veterans Health Administration,agentic,"Natural Language Processing: AI that processes, interprets, and shares information in human language.",a) Pre-deployment – The use case is in a development or acquisition status.,,,"Clinical data extraction from diverse and unstructured sources remains a bottleneck for healthcare providers and agencies. For example, providers may need to re-enter the same patient information across different consults, which is inefficient and takes away valuable clinical time. Existing processes are manual, time-consuming, and prone to errors, which leads to delays in integrating critical patient information (such as PDFs and scanned records) into Electronic Health Record (EHR) systems like CPRS/VistA. This limits care coordination, slows decision-making, and increases administrative workload.

The proposed AI solution will automate the workflow for clinical data extraction and integration using OpenAI’s GPT-4o API for computer vision and generative tasks. Leveraging Databricks and AWS, the system processes PDFs and images—extracting clinical data, converting it to structured format","- Efficiency Gains: Automation dramatically reduces manual data entry and reconciliation, saving time for clinical staff.
- Improved Data Quality: AI-driven extraction increases accuracy, consistency, and completeness of patient records.
- Faster Care Coordination: Rapid data integration leads to quicker and more informed clinical decisions, supporting timely patient care.
- Higher Scalability and Support of VA Mission: For VA, these outcomes will directly advance its mission to provide faster, safer, and more connected healthcare to the Veterans.","- Extracted JSON Files: Clinical data extracted from incoming fax/PDF images using OpenAI GPT-4o.
- TIU/SMART Notes: Automated note creation in CPRS/VistA with mirrored SMART notes and health factors.
- Consult Closure Actions: Automated documentation supporting the closure of consults.
- Enriched Clinical Data: Data contextualized for clinical use and stored for retrieval in Databricks and AWS S3."
VA,Artificial Intelligence Assisted Procurement Tools (AIAPT),"OALC: Office of Acquisitions Logistics, and Construction",agentic,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",a) Pre-deployment – The use case is in a development or acquisition status.,,,"The Artificial Intelligence Assisted Procurement Tools initiative is designed to address problems within the procurement processes of VA:
1. Workforce Efficiency: Procurement staff face significant workloads and complexity in managing procurement processes, especially with staff shortages and changing environments
2. Inefficiencies in System Integration: Current procurement systems are often fragmented, leading to a lack of seamless integration between various tools and platforms
3. Workflow Automation: Many procurement tasks are manually intensive, leading to delays, errors, and increased workload for procurement staff
4. Policy Compliance: Ensuring adherence to Federal Acquisition Regulation, Veterans Affairs Acquisition Regulation, and other relevant policies can be complex and error-prone
5. Data Management and Analysis: The vast amount of procurement data available is often underuti","Faster and more efficient procurement of medical supplies and services ensures that healthcare providers have timely access to the resources needed for patient care.
Reduced Operational Costs: Automation of repetitive and administrative tasks reduces the need for manual labor, resulting in significant cost savings.
Minimized Waste and Overhead: Improved forecasting and inventory management prevent over-ordering and reduce waste, further contributing to cost reduction.
Faster Procurement Cycles: Automation and streamlined workflows reduce the time required for procurement processes, enabling fa","1. Automated compliance checks
2. Forecasts for demand planning, inventory management, and budget allocation based on historical data and predictive modeling
3. Reports and dashboards displaying supplier performance metrics such as delivery times, quality ratings, and compliance with contract terms to enable better supplier management
4. Detailed analysis of procurement spend, categorized by supplier, department, and commodity
5. Actionable recommendations for procurement strategies, contract negotiations, and cost reductions based on AI analysis 
6. Automated drafting and analysis of procurem"
VA,SAC AI tools to automate application processing and data reporting,"OALC: Office of Acquisitions Logistics, and Construction",agentic,Agentic AI: AI systems that perform tasks or make decisions autonomously with minimal human intervention.,a) Pre-deployment – The use case is in a development or acquisition status.,,,"Longer response times and missed prioritization: Without automated NLP-driven sorting and predictive routing, incoming requests would sit in general queues or rely on slow manual triage, causing delays in getting issues to the right experts. Urgent or complex inquiries might not be identified quickly, for example, a critical contracting issue could remain unattended until staff notice it in an outlook folder, since no AI is in place to flag or escalate it based on content or sentiment. This increases the risk of SLA breaches on time-sensitive tasks and leads to program office frustration due to slow resolution. Inefficient use of resources and lost insights: In the absence of AI automation, skilled staff must continue spending a large portion of their day on mundane tasks, reading emails, categorizing tickets, data entry, instead of focusing on higher-value work. This manual workload is ","Implementing AI Builder will tangibly improve Veterans’ experience with the services supported by SAC. Veterans and other end-users will see their requests handled and resolved more quickly. E.g., the AI’s natural language processing will immediately categorize its urgency and topic, then route it to the right team or individual. This means shorter wait times and faster answers. A support ticket can be addressed in hours because the system automatically put it in the correct queue and even suggested likely solutions. Higher consistency and proactive improvements: AI Builder’s capabilities ensu","Contracting Audits & Reviews: Automating document analysis and classification in acquisition audit processes. Support Ticketing System: Classifying incoming customer requests by content, intent, systems used, and sentiment, then automatically routing each ticket to the appropriate specialist for faster resolution. Data Analysis & Reporting (with Power BI integration): Analyzing large volumes of contracting and support data to generate insights and feeding those insights into Power BI dashboards and reports. Process Automation: Assisting with internal workflow tasks (e.g. contract reviews and a"
VA,AI + Digital Process Automation (DPA) Business Process Flow Improvement Solution for Contract Closeout Modernization – Pilot Project,"OALC: Office of Acquisitions Logistics, and Construction",agentic,Agentic AI: AI systems that perform tasks or make decisions autonomously with minimal human intervention.,a) Pre-deployment – The use case is in a development or acquisition status.,,,"The AI and Digital Process Automation (DPA) solution pilot for the VA's Strategic Acquisition Center aims to modernize the manual and labor-intensive federal acquisition contract closeout process by automating repetitive tasks, enhancing accuracy, ensuring regulatory compliance, and improving oversight. By integrating AI-driven financial reviews and real-time data analytics, the solution aims to reduce errors, shorten closeout timeframes, and optimize resource allocation, ultimately creating a more efficient, accurate, and compliant process in line with Federal Acquisition Regulation (FAR), VA Acquisition Regulation (VAAR), and VA Financial Policy.","The AI and Digital Process Automation (DPA) solution for the VA’s Strategic Acquisition Center will enhance efficiency by automating repetitive tasks, thereby reducing contract closeout times and minimizing errors. This will ensure regulatory compliance with FAR and VAAR, provide cost savings through optimized resource allocation, and improve oversight and transparency. The streamlined process will reduce administrative backlogs and ensure better use of public funds, ultimately supporting the VA's mission by enabling more efficient service delivery and financial management, benefiting both vet","The AI system for the VA's Strategic Acquisition Center will produce automated documentation like Contract's Release of Claims, detailed financial review reports, and drafts of de-obligation modifications. It will ensure compliance with FAR and VAAR regulations through dedicated reports and generate real-time notifications for necessary actions. Additionally, performance dashboards will provide transparent metrics on closeout progress. These outputs will streamline the contract closeout process, enhance accuracy, ensure compliance, and optimize resource use, ultimately improving efficiency and"
VA,Enterprise Precision Scanning and Indexing (EPSI) NEXT,OIT: Office of Information & Technology,agentic,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",a) Pre-deployment – The use case is in a development or acquisition status.,,,"The integration of AI into EPSI aims to solve several key problems: reducing the time-consuming and error-prone manual processing and summarization of PDF medical records, and addressing inefficiencies in the current workflow for transferring and integrating documents into both VistA and the VA EHR modernization systems. By automating these processes, including the summarization of documents, AI minimizes human errors and accelerates document handling, leading to faster and more accurate updates to the VA electronic health records.

Additionally, AI enhances the scalability and future-proofing of the system. It enables EPSI to efficiently manage increasing volumes of medical records without a proportional increase in resource usage and positions the system to adapt to future technological advancements. This ensures that the VA can maintain high standards of efficiency and accuracy in med","The integration of AI into EPSI offers numerous benefits for the VA and the general public. Enhanced patient outcomes are achieved through improved accuracy and faster service delivery, as AI minimizes human errors and accelerates the integration of medical records into the VA EHR systems. Cost savings are realized through optimized resource use and more efficient processes, allowing the agency to redirect efforts to other critical areas. Efficiency is increased with streamlined workflows and scalable operations, enabling the system to handle more records seamlessly. Improved data management e","The AI system integrated into EPSI produces several critical outputs that enhance the processing and management of medical records:

Automated Document Handling: The AI system efficiently receives and processes PDF medical records from community care providers, ensuring that each document is correctly identified and categorized.

Document Summarization: AI generates concise summaries of medical records, extracting key information and clinical details, making it easier for healthcare providers to review and interpret essential data quickly.

Accurate Indexing: The AI system indexes the medical "
VA,Automated Incident Analysis,OIT: Office of Information & Technology,agentic,Agentic AI: AI systems that perform tasks or make decisions autonomously with minimal human intervention.,a) Pre-deployment – The use case is in a development or acquisition status.,,,"The Enterprise Command Operations (ECO) Major Incident Management (MIM) team will develop an AI Agent to assist in Major Incident bridge calls. The agent will gather insights from the Major Incident bridge transcription, ServiceNow Incidents, and Observability telemetry to assist in isolating the cause of a Major Incident. The agent would reduce the Mean Time to Repair (MTTR) Major Incidents impacting Veteran care and/or benefits.",This agent would result in improved availability of Veteran-impacting services providing patient care and benefits. It would also significantly improve efficiency as Major Incident bridge calls tie up many system administrators in bridge calls which can be redirected to areas of greater impact.,Documented insights identifying the probable cause of a Major Incident.
VA,Ask VA Inquiry Automated Category Classification System,OIT: Office of Information & Technology,agentic,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,a) Pre-deployment – The use case is in a development or acquisition status.,,,"Primary Problem - Manual Categorization Burden: Veterans and their families currently manually navigate complex category, topic/subtopic selection fields when submitting inquiries through AskVA. This creates barriers to accessing VA services and can result in incorrect categorization that delays or misdirects their requests.

Scale and Efficiency Problem: The VA processes over 106M inquiry records, with 35.1M completed inquiries requiring manual review and routing. Manual categorization at this volume creates significant processing delays and resource strain on both veterans submitting requests and VA staff managing the workflow.
 
Consistency and Accuracy Problem: Manual categorization leads to inconsistent classification across inquiries, with approximately 11.3M potential misclassifications identified where topics appear under multiple categories. This inconsistency results in inquiri","For Veterans and the General Public:
- Improved access to VA services by eliminating complex manual category selection barriers
- Enhanced customer experience with streamlined AskVA submission process
- Reduced frustration and time burden when seeking VA assistance

For VA Agency Mission:
- Increased operational efficiency in processing 106+ million inquiry records
- Improved resource allocation with accurate categorization enabling better workload distribution
- Reduced processing delays and backlogs through automated classification at 83.38% accuracy","The AI system produces a ranked list of the top 3 category predictions with their corresponding confidence scores for each processed AskVA inquiry. Rather than forcing a single classification decision, the system presents the three most likely categories from the 18 standardized VA service areas (including education benefits and work study, disability compensation, healthcare, debt for benefit overpayments and healthcare copay bills, decision reviews and appeals, sign in and technical issues, Veteran Readiness and Employment, survivor benefits, housing assistance and home loans, Veteran ID Car"
VA,Report Anomalous VIEWS CCM User Behavior,OIT: Office of Information & Technology,agentic,Agentic AI: AI systems that perform tasks or make decisions autonomously with minimal human intervention.,a) Pre-deployment – The use case is in a development or acquisition status.,,,"The AI protects VA sensitive information from insider threat scenarios. Sensitive information includes the unauthorized disclosure of information such as financial records, Veteran information, and employee records stored in the Salesforce application titled ""VA Integrated Enterprise Workflow Solution (VIEWS)."" AI scans a CRM Analytics database consisting of Salesforce-generated log files to locate patterns of unusual end-user behavior (such as excessive after-hours logins and large, keyword searches (whistleblower, investigation, DD214, discharge, and similar terms) irregular database download attempts) and to automatically report such incidents to an email distribution group for action.","The main benefit of this AI project is to provide improved, early incident detection for protecting VA employee and Veteran sensitive information, including PHI, PII, and Sensitive But Unclassified information stored in VIEWS.",The AI system will provide automated alerts via email about specified security incidents for a distribution list of persons who have governance oversight of VIEWS database information and end-user operations within the Office of the Executive Secretariat.
VA,Redseal AI Usage,OIT: Office of Information & Technology,agentic,Agentic AI: AI systems that perform tasks or make decisions autonomously with minimal human intervention.,a) Pre-deployment – The use case is in a development or acquisition status.,,,"The cyber risk analytics AI is designed to provide enhanced risk prioritization and likelihood of exposure, validating impact through AI orchestrated workflows and automation.",Increased efficiency by reducing incident response guesswork and accelerating remediation.,"Outputs consist of a dynamic network map model of our hybrid environment, attack path visualizations showing possible lateral movement routes an attacker could take, segmentation validation reporting to confirm zero trust and Network Access Control (NAC) policies are enforced. In addition, there are outputs related to risk and vulnerabilities, compliance, and workflow automation."
VA,GenAI for KM,VEO: Veterans Experience Office,agentic,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",a) Pre-deployment – The use case is in a development or acquisition status.,,,To provide agents/users content insight capabilities beyond simple keyword search currently available and improve response time & quality and incorporate updated source content in near real-time in future answers.,Improve response time & quality information provided to customers,"Generated content would vary in nature depending on specific processes/cases it would be deployed for, incl. synthesis, summarization, type/topic identification among others."
VA,Clinical Pathways for Cancer Patients,VHA: Veterans Health Administration,agentic,"Natural Language Processing: AI that processes, interprets, and shares information in human language.",a) Pre-deployment – The use case is in a development or acquisition status.,,,"The VA National Oncology Program (NOP) has invested in creating clinical pathways that guide providers to provide high quality evidence-based standard of care treatments to Veterans with cancer. However, it is currently unclear how many or how often providers are ‘on pathway’ or are concordant with this recommendation. The work will focus on leveraging AI to assess the degree of adoption of various pathways. For example, the VA NOP proposes to develop, evaluate, and implement an informatics workflow that is capable of extracting information regarding whether a Veteran with prostate cancer has been offered access to germline and somatic genetic testing. This will assess care quality across the VA in terms of genetic testing in Veterans with prostate cancer and provide the necessary information to engage in quality improvement efforts. The work will follow the framework NOP developed to as","Increase efficiency: it will speed up providers' review of patients' treatment plans based on the National Oncology Program guideline, since patients' pathway information will be highlighted. This makes it easier for the providers to make better treatment decisions for the patient, therefore potentially improving patient outcomes.",Whether a patient is on a clinical pathway and where on the clinical pathway they are
VA,Internal QMS Processes Revamp,VHA: Veterans Health Administration,agentic,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",a) Pre-deployment – The use case is in a development or acquisition status.,,,"1. Planning & Restructuring Assistant: Utilize GPT-4x (or more advanced available models with reasoning capabilities) to analyze current QMS structures, identify optimization opportunities, and generate actionable restructuring plans. 
2. Document Classification System: Implement GPT-4x with structured output to automatically classify, tag, and organize QMS documentation based on content, purpose, and relevance. 
3. Code Development Support: Assist developers with code generation, optimization. 
4. VBECS Knowledge Base: Build a Retrieval Augmented Generation (RAG) system using embeddings to create a searchable repository of VBECS system knowledge. 
5. Intelligent RAG Access Agent: Create an agentic interface using GPT-4x that can intelligently navigate the VBECS knowledge base to retrieve precise information and answer complex queries.

AI does not directly output SOPs. Instead, it provi",Assists us with meeting regulatory deadlines in February 2026.,Internal Documentations such as SOP (Standard Operating Procedures)
VA,VA.gov Chatbot: Summative Content,OIT: Office of Information & Technology,agentic,Classical/Predictive Machine Learning,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,,,"AI can provide around-the-clock support without long wait times, allowing our human call center agents to help individuals with more complex concerns. The virtual agent will allow veterans to self-serve, ask questions at their own pace, complete tasks, and find answers and information more easily.","Veterans receive increased access to self-service capabilities - the virtual agent will allow veterans to self-serve, ask questions at their own pace, complete tasks, and find answers and information more easily.",Benefits information based on VA.gov content.
VA,Evolv WDS - OSLE,"OSP: Office of Operations, Security, and Preparedness",agentic,Agentic AI: AI systems that perform tasks or make decisions autonomously with minimal human intervention.,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,,,AI driven security screening system designed to detect concealed weapons and threats in high-traffic areas. AI is used to conduct scans of objects in the shapes of weapons then develops maps of the body to display the location and shape of the object.,"Occupant screening for weapons to ensure that facilities are creating a safe and secure environment for Veterans, Visitors, and Employees.",AI is used to conduct scans of objects in the shapes of weapons then develops maps of the body to display the location and shape of the object.
VA,AGFA DR 800 with MUSICA Dynamic,VHA: Veterans Health Administration,agentic,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,,,It can accelerate X-ray workflows. The optional image processing allows users to conveniently select image processing settings for different patient sizes and examinations. The image processing algorithms in the new device are similar to those previously cleared and used in Agfa’s radiography portfolio today which includes the DR 600 (K152639) and DR 400 (K141192). The addition of the dynamic image processing is identical to the predicate device (K140380).,Accelerate X-Ray workflows.,Recommendations for image processing settings.
VA,Siemens YSIO Max,VHA: Veterans Health Administration,agentic,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,,,"New system control software realizes Free Axis Simultaneous Travel (FAST) in up to 6 axes at the same time, supported by 8 individual motors. This feature, along with the AIM (Artificial Intelligence Mapping) feature, is designed to calculate the shortest, fastest and safest path from one position to the next in a safe and efficient way. These features are present in the predicate Ysio, but improvements in the software performance allow for simultaneous movements in multiple axes in the subject device. This increases workflow efficiency in positioning the equipment for different examinations.",Increases workflow efficiency in positioning the equipment for different examinations.,Calculates paths for changing radiographic equipment position.
VA,3M/Solventum 360 Encompass Computer Assisted Coding - Auto Suggestion,VHA: Veterans Health Administration,agentic,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,,,Improving medical coding workflow processes.,"Increasing the efficiency of medical coders when reviewing/validating the appropriate ICD-10 CM, CPT, and HCPCS codes for encounters based on associated clinical documentation.","Suggested ICD-10 CM, CPT, and HCPCS codes for a medical coder to select based on associated clinical documentation."
VA,Workflow Box,VHA: Veterans Health Administration,agentic,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,,,"Workflow Box is a data routing and image processing tool which automatically applies contours to data that is sent to one or more of the included image processing workflows. Contours generated by Workflow Box may be used as an input to clinical workflows, including, but not limited to, radiation therapy treatment planning. Workflow Box must be used in conjunction with appropriate software to review and edit results generated automatically by Workflow Box components. For example, image visualization software must be used to facilitate the review and edit of contours generated by Workflow Box component applications. Workflow Box is intended to be used by trained medical professionals. Workflow Box is not intended to automatically detect lesions.","Accelerates radiology workflows: Workflow Box is a software application that enables the routing of image data and structures to automatic image processing workflows, including atlas based contouring, image registration based re-contouring and machine learning based contouring. Workflow Box data routing and contouring workflows support CT, MR and RTSTRUCT image data and structures. Workflow Box supports the routing of data to and from DICOM nodes within a hospital network.",Workflow Box is a data routing and image processing tool which automatically applies contours to data which is sent to one or more of the included image processing workflows.
VA,EPIQ Series Diagnostic Ultrasound System; Affiniti Series Diagnostic Ultrasound System,VHA: Veterans Health Administration,agentic,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,,,"The R-Trigger algorithm software feature on Philips EPIQ and Affiniti Ultrasound System is intended to support detection of R-wave peak (R-trigger) as an input to certain transthoracic echo (TTE) clinical applications, initially including AutoStrain LV, AutoEF, 2D Auto LV (collectively referred to as “AutoStrain”), and AutoMeasure applications. The R-trigger algorithm is expected to be implemented as workflow enhancement for transthoracic clinical applications on EPIQ and Affiniti Ultrasound Systems in the VM13 software release.
The Auto-Measure and AutoStrain features, cleared on Philips EPIQ and Affiniti systems (K211597, K190913 resp.) support users during B-mode (2D), CW-, PW- and TDI-Doppler measurements by automating some of the measurements needed to complete a routine transthoracic echo (TTE) exam for adult patients.
The current AutoMeasure and AutoStrain applications require inp","Accelerate ultrasound workflows: the R-trigger algorithm is expected to be implemented as workflow enhancement for transthoracic clinical applications on EPIQ and Affiniti Ultrasound Systems in the VM13 software release. The Auto-Measure and AutoStrain features, cleared on Philips EPIQ and Affiniti systems (K211597, K190913 resp.) support users during B-mode (2D), CW-, PW- and TDI-Doppler measurements by automating some of the measurements needed to complete a routine transthoracic echo (TTE) exam for adult patients.","Automates some routine ultrasound measurements. The intended use of EPIQ Ultrasound Diagnostic System is diagnostic ultrasound imaging and fluid flow analysis of the human body, with the following indications for use: Abdominal, Cardiac Adult, Cardiac other (Fetal), Cardiac Pediatric, Cerebral Vascular, Cephalic (Adult), Cephalic (Neonatal), Fetal/Obstetric, Gynecological, Intraoperative (Vascular), Intraoperative (Cardiac), intra-luminal, intra-cardiac echo, Musculoskeletal (Conventional), Musculoskeletal (Superficial), Ophthalmic, Other: Urology, Pediatric, Peripheral Vessel, Small Organ (Br"
VA,Nediser Reports QA,VHA: Veterans Health Administration,agentic,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,,,"Nediser is a continuously trained artificial intelligence ""radiology resident"" that assists radiologists in confirming features in radiology images, including x-ray. It helps with workflow efficiency and quality. The program fills in the comparison date, identifies the joint for the appropriate template, performs measurements, and grades arthritis. The output is sent to the radiologist as a draft report. The radiologists use this to save time and improve accuracy. No output is sent to the EHRM or used by other providers.","- Promote standardization of radiology reports as currently their inherent unstructured and narrative style can be subjective, leading to variability. 
- Promote quantitative reporting
- Reduce errors of transcription, such as laterality or no. of views, which the Radiologist has to manually dictate without this software.","The AI system always requires human in the loop and sends outputs into the radiology report draft. No output is send to the EHRM. The output draft includes comparison dates, measurements, and arthritis grading which the radiologists can review and edit as they finalize the report."
VA,AI Microlearning (OttoLearn),"OALC: Office of Acquisitions Logistics, and Construction",agentic,Agentic AI: AI systems that perform tasks or make decisions autonomously with minimal human intervention.,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,,,"The VA Acquisition Academy’s (VAAA) Acquisition Intern Program (AIP) trains 1102 contract specialists. The 12-month program (including one-month post training support) consists of face-to-face and virtual classroom training at the VA Acquisition Academy and On-The-Job Training (OJT) at contracting sites across the United States. Periods of academic training are followed by longer periods of OJT. Unfortunately, due to the dynamic nature of the acquisition field offices, interns are often not able to focus on the acquisition lifecycle steps and content they learned during the previous classroom training block. With the introduction of a comprehensive national certification exam (FAC-C/P exam) in 2023, we needed to help our interns better retain the information they learned during the academic training blocks while out on OJT. This use case is intended to combat learning loss during long pe","Increased first time pass rate of taking the FAC-C/P certification exam. 
During the pilot year, the interns that used the software the most passed the certification exam at a rate of 94%, while those in the same class who used the software the least passed at a rate of 76%.","The only outputs are the training use outputs (usage rates, mastery levels, knowledge gaps, etc.)"
