canonical_name,category,gen_ai,confidence,reasoning,model,labeled_at,source
TekSynap SimplifAI,genai_platform,1,high,Commercial generative AI platform sold to federal customers per its own description.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Tenable,none,0,high,Vulnerability management/security tool with no listed AI capability class.,claude-fable-5,2026-07-05T00:00:00Z,llm
TeraRecon iNtuition,vision,0,medium,Advanced medical image visualization and analysis.,claude-fable-5,2026-07-05T00:00:00Z,llm
Tesseract OCR,doc_processing,0,high,Open-source optical character recognition engine.,claude-fable-5,2026-07-05T00:00:00Z,llm
Thomson Reuters,search,0,low,Legal/research brand placeholder; core offering is content retrieval.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Thomson Reuters CLEAR,search,0,high,Public-record search and retrieval tool for fraud/investigations.,claude-fable-5,2026-07-05T00:00:00Z,llm
ThruVision TAC 16,vision,0,medium,Passive terahertz body scanner using AI detection of concealed objects in sensor imagery.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
ThruWave NII 3D Imaging Tool,vision,0,medium,Millimeter-wave 3D imaging with ML detection of concealed items.,claude-fable-5,2026-07-05T00:00:00Z,llm
Topaz CryoEM,vision,0,medium,Deep-learning particle picking in CryoEM images is a computer-vision task.,claude-fable-5,2026-07-05T00:00:00Z,llm
Traffic Jam,vision,0,medium,Anti-trafficking investigative tool using facial recognition image search.,claude-fable-5,2026-07-05T00:00:00Z,llm
TransUnion TLOxp,none,0,low,Investigative background-search/record-linking data product; no clean listed AI capability.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Traveler Verification Service,vision,0,high,CBP facial-recognition biometric matching service for travelers.,claude-fable-5,2026-07-05T00:00:00Z,llm
Trunet Biometrics,vision,0,high,Biometric capture and matching system (vision/biometrics).,claude-fable-5,2026-07-05T00:00:00Z,llm
Truview,none,0,low,Truview analytics product with no specific AI capability described.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
USAi (GSA),genai_platform,1,high,GSA's government general-purpose generative-AI platform (usai.gov).,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
USCIS Customer Profile Management System Facial Recognition,vision,0,high,"Facial recognition through IDENT, a biometric vision capability.",claude-fable-5,2026-07-05T00:00:00Z,llm
USCIS Text Analytics,nlp,0,high,"Sentence-similarity/text-analytics data-science model, explicitly nlp.",claude-fable-5,2026-07-05T00:00:00Z,llm
USCIS Verification Match Model,nlp,0,low,Verification record/name matching model; closest fit is nlp text matching.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
USDA AgCloud Helpdesk Chatbot,chatbot,1,medium,LLM-backed IT help-desk conversational chatbot.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
USDA Automated Road Mapping,vision,0,medium,"Extracts roads from imagery, a computer-vision task.",claude-fable-5,2026-07-05T00:00:00Z,llm
USDA Bugnet,vision,0,medium,Detects and maps insect/disease tree damage from imagery — image-analysis capability.,claude-fable-5,2026-07-05T00:00:00Z,llm
USDA Equine Operations Dataset,none,0,low,"Effort to build a dataset of horse-farm locations; a data product, not a capability.",claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
USDA Forest Health ML Survey,vision,0,medium,ML analysis of geospatial/aerial imagery for forest damage survey and mapping.,claude-fable-5,2026-07-05T00:00:00Z,llm
USDA Marbled Murrelet Habitat Mapping,none,0,low,Species habitat distribution modeling; scientific ML with no clean listed capability.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
USDA NRCS NETS Automated Waterway Design,none,0,low,Automated engineering waterway design tool — computational design outside the vocabulary; despite the gen-AI hint there is no evidence of generative models.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
USDA Oregon State Forest Mapping,vision,0,medium,Builds forest-structure maps from satellite imagery plus survey data — remote-sensing image analysis.,claude-fable-5,2026-07-05T00:00:00Z,llm
USDA Recreation One Stop AI,chatbot,1,low,Recreation.gov booking-support tool that suggests alternatives; likely a gen-AI conversational/recommendation assistant but the record is thin.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
USDA Recreation Site Chatbot,chatbot,0,low,"Named recreation-site chatbot, though the snippet's 'estimating use' framing leaves gen-AI status unclear.",claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
USDA TreeSearch AI,search,1,low,Improves search/usability over Forest Service TreeSearch research publications.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
USDA VegScape/CropCASMA,none,0,low,Remote-sensing crop-condition/soil-moisture data portal; derived-data visualization with no clean listed capability.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
USGS Flow Photo Explorer,vision,0,medium,Analyzes stream photos with ML to estimate streamflow (image analysis).,claude-fable-5,2026-07-05T00:00:00Z,llm
UiPath Enterprise RPA,none,0,medium,Robotic process automation platform; RPA-only per rubric maps to none.,claude-fable-5,2026-07-05T00:00:00Z,llm
Ultralytics YOLO,vision,0,high,YOLO object-detection computer-vision model.,claude-fable-5,2026-07-05T00:00:00Z,llm
Unison PRISM,assistant,1,low,Acquisition/contract-writing software whose PRISM 7.6 added AI document generation (embedded assistant).,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
UpToDate,none,0,low,Clinical evidence reference/lookup; curated medical reference does not map cleanly to a listed capability.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Upstream Tech HydroForecast,none,0,low,ML hydrological inflow forecasting model; scientific prediction with no clean listed capability.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
VA AI Assist,assistant,1,low,Generic VA AI assistant; embedded copilot inferred from name.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
VA Clinical AI Agent,assistant,1,low,"Clinical AI agent/copilot; assistant inferred, transcription type suggests possible speech component.",claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
VA E2 HelpBot,chatbot,0,medium,Help bot for the E2 travel system (conversational front-end).,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
VA GPT,genai_platform,1,high,VA's internal general-purpose GPT chat service for staff.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
VA VoiceBot,speech,0,medium,Voice-driven conversational bot combining speech and dialog capabilities.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
VA VoiceBot,chatbot,0,medium,Voice-driven conversational bot combining speech and dialog capabilities.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
VAO Ally,assistant,1,low,Agent/assistant platform ('Ally'); generative assistant inferred from agent-platform type.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
VUNO Med-DeepBrain,vision,0,high,AI analysis of brain MRI images.,claude-fable-5,2026-07-05T00:00:00Z,llm
Vectra AI,none,0,medium,Network detection-and-response security AI; security analytics does not qualify.,claude-fable-5,2026-07-05T00:00:00Z,llm
Verathon BladderScan Prime PLUS,vision,0,medium,Ultrasound bladder-volume estimation via ML image analysis.,claude-fable-5,2026-07-05T00:00:00Z,llm
Veritone,speech,0,medium,Veritone aiWARE media-analysis platform with transcription and facial recognition engines.,claude-fable-5,2026-07-05T00:00:00Z,llm
Veritone Digital Media Hub,search,0,medium,AI-powered search of event photo/media databases in a DAM portal.,claude-fable-5,2026-07-05T00:00:00Z,llm
Veritone Illuminate,speech,0,low,Government media analysis/redaction tool using transcription and detection engines.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Verkada,vision,0,high,"Cloud video surveillance with on-camera AI analytics (object/person detection, vision).",claude-fable-5,2026-07-05T00:00:00Z,llm
Visual Studio,none,0,medium,IDE; built-in IntelliCode completion is incidental and GitHub Copilot is cataloged separately.,claude-fable-5,2026-07-05T00:00:00Z,llm
Visual Studio Enterprise,none,0,medium,IDE licensing SKU with no standalone AI capability.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
VoiceAtlas,chatbot,0,medium,"Navteca's no-code chatbot/voice-assistant framework — a bot-building product, not a general LLM surface.",claude-fable-5,2026-07-05T00:00:00Z,llm
Volpara Imaging,vision,0,high,AI breast-density and mammography image analysis.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Volta Medical AF-Xplorer,none,0,low,AI mapping of cardiac electrograms; signal analysis with no listed capability match.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Vyond,none,1,medium,AI text-to-video animation generation; generative but no analysis capability class fits.,claude-fable-5,2026-07-05T00:00:00Z,llm
Washington Forest Inventory Maps,vision,0,low,Remote-sensing ML that classifies imagery into forest-inventory maps.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
WellSaid Labs,speech,1,high,Synthetic voice / generative text-to-speech platform.,claude-fable-5,2026-07-05T00:00:00Z,llm
Welldoc BlueStar,none,0,low,Digital diabetes management/coaching app; personalized coaching does not map cleanly to a listed capability.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Westlaw AI,assistant,1,high,AI legal research combining semantic case-law retrieval with generative answers.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Westlaw AI,search,1,high,AI legal research combining semantic case-law retrieval with generative answers.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Whiterabbit.ai WRDensity,vision,0,high,AI breast-density assessment on mammography images.,claude-fable-5,2026-07-05T00:00:00Z,llm
Whooster,none,0,low,"QC correction: Public-records skip-trace lookup, not AI semantic search; consistent with TLOxp/idiCORE labeled none.",claude-fable-5,2026-07-05T00:00:00Z,qc_corrected
Wildfire.org Turbo Plan,genai_platform,1,low,LLM-powered environmental planning acceleration tool.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Windsurf,assistant,1,high,Codeium AI coding assistant/agentic IDE.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Wiz,none,0,high,"Cloud security posture with AI risk prioritization, excluded per security rule.",claude-fable-5,2026-07-05T00:00:00Z,llm
Worker PLUS,none,0,low,DOL data analytics tool with insufficient detail to assign a capability.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Yurts AI,genai_platform,1,medium,Yurts/Legion enterprise generative-AI platform; gen_ai hint overridden.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Zeiss CLARUS,vision,0,low,Fundus imaging camera; classed with medical imaging but the productized AI analysis component is unclear.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Zoom,assistant,1,medium,"Video conferencing whose Zoom AI Companion is an embedded generative meeting assistant, alongside productized meeting transcription.",claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Zoom,speech,1,medium,"Video conferencing whose Zoom AI Companion is an embedded generative meeting assistant, alongside productized meeting transcription.",claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Zscaler,none,0,high,"Cloud security platform, none of the listed capabilities.",claude-fable-5,2026-07-05T00:00:00Z,llm
crYOLO,vision,0,high,Deep-learning object detection for particle picking in cryo-EM micrographs.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
cryoDRGN,vision,0,medium,Neural-network reconstruction of 3D structure from cryo-EM images.,claude-fable-5,2026-07-05T00:00:00Z,llm
iCAD ProFound AI,vision,0,high,"Mammography AI detection, a medical-imaging vision capability.",claude-fable-5,2026-07-05T00:00:00Z,llm
iCatalyst RPA,none,0,high,Robotic process automation bot (RPA-only).,claude-fable-5,2026-07-05T00:00:00Z,llm
iProov,vision,0,high,Face biometric liveness verification — the vision/biometrics capability class.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
iRhythm Zio ECG,none,0,medium,Ambulatory ECG with ML arrhythmia detection; signal analysis outside the vocabulary.,claude-fable-5,2026-07-05T00:00:00Z,llm
idiCORE,none,0,low,LexisNexis investigative identity-search/record-linking product; no clean listed capability.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
reCAPTCHA,none,0,high,"Bot-detection/risk-scoring security service, none of the listed capabilities.",claude-fable-5,2026-07-05T00:00:00Z,llm
