agency,use_case_name,kind,source_text,reason,heuristic_candidates,system_name,vendor_name,problem_statement
State,Utility Invoices Data Extraction,individual,N/A N/A Utility Invoices Data Extraction The need to reconcile and process payments faster. Reduced time and labor costs through a more efficient and accurate process that automatically identifies key information to issue payments.,unmatched_vendor_text,,N/A,N/A,The need to reconcile and process payments faster.
State,Within Grade Increase Data Extraction Automation,individual,"GCP N/A Within Grade Increase Data Extraction Automation Moving large amounts of data from paper and/or digital forms into a digital system can be challenging, time intensive, and costly. Lower processing time and resources for cost savings.",unmatched_vendor_text,,N/A,GCP,"Moving large amounts of data from paper and/or digital forms into a digital system can be challenging, time intensive, and costly."
TVA,Datum,individual,Datum  Datum is a virtual knowledge employee for Teams. The system can search data and provide analysis.,compound_string,Aretec SEARCH; Microsoft Teams,,,
Treasury,1040X AI Transcription,individual,"N/A N/A 1040X AI Transcription This project is meant to improve IRS capabilities to extract information from images and pdfs. In the f1040x case, this tool will help clear a backlog of scanned, f1040x returns. Generally, the tools will improve the efficiency of various stakeholders within the IRS so that taxpayers receive better service.",unmatched_vendor_text,,N/A,N/A,This project is meant to improve IRS capabilities to extract information from images and pdfs.
Treasury,A6020(b) Combined Annual Wage Reporting Automation,individual,N/A N/A A6020(b) Combined Annual Wage Reporting Automation N/A N/A,unmatched_vendor_text,,N/A,N/A,N/A
Treasury,AI Application and Agent Management POC,individual,"N/A N/A AI Application and Agent Management POC AI Enablers (Enterprise solutions that enable AI to integrate into IT services infrastructures) AI system is a comprehensive platform designed to help developers and IT administrators design, customize, and manage AI applications and agents. It provides a unified interface, SDK, and APIs to integrate data.",unmatched_vendor_text,,N/A,N/A,AI Enablers (Enterprise solutions that enable AI to integrate into IT services infrastructures)
Treasury,AI Contract Document Toolbox,individual,N/A N/A AI Contract Document Toolbox Extensive documentation is required in official contract files when procuring goods and services for agency mission needs. Procurement document drafting is currently largely manual and time-consuming. Further quality reviews of documents add more time to the procurement process and fail to catch some errors. Generative AI chat reduces the friction in the procurement process by providing automated assistance with drafting and reviewing documents. Procurement p,unmatched_vendor_text,,N/A,N/A,Extensive documentation is required in official contract files when procuring goods and services for agency mission needs. Procurement document drafting is currently largely manual and time-consuming. Further quality reviews of documents add more time to the procurement process and fail to catch som
Treasury,AI Voiceover Generation for eLearning Development,individual,"N/A N/A AI Voiceover Generation for eLearning Development Voiceover generation for training courses. With return-to-office mandates in place we are unable to record narration voiceovers for training courses as we have historically done using live employees and microphone recording kits. Increased quality, a more diverse selection of voices, much more rapid voiceover generation and revision, increased development efficiency.",unmatched_vendor_text,,N/A,N/A,Voiceover generation for training courses. With return-to-office mandates in place we are unable to record narration voiceovers for training courses as we have historically done using live employees and microphone recording kits.
Treasury,AI for Schema Development - Online Adaptive Forms,individual,"N/A N/A AI for Schema Development - Online Adaptive Forms The Generative AI Tool will assist our project team in developing schemas on all non-tax, tax-related or tax forms they are converting to mobile/online adaptive versions. The use of these generative AI tools will reduce time spent on this task, freeing up our authors to focus on the form authoring process. The Online Adaptive Forms team is facing significant resource constraints due to budget cuts and limited authoring staff. To meet the ",unmatched_vendor_text,,N/A,N/A,"The Generative AI Tool will assist our project team in developing schemas on all non-tax, tax-related or tax forms they are converting to mobile/online adaptive versions. The use of these generative AI tools will reduce time spent on this task, freeing up our authors to focus on the form authoring p"
Treasury,AI-Augmented Software Modernization and Insight,individual,"N/A N/A AI-Augmented Software Modernization and Insight The IRS maintains a large portfolio of complex Java/Spring Boot applications that accumulate technical debt, dependency conflicts, and inconsistent coding practices. Manually identifying outdated libraries, researching upgrade paths, and resolving build failures consumes significant engineering time and slows modernization efforts. AI is intended to reduce this burden by automating research, detecting vulnerabilities, and proposing secure, ",unmatched_vendor_text,,N/A,N/A,"The IRS maintains a large portfolio of complex Java/Spring Boot applications that accumulate technical debt, dependency conflicts, and inconsistent coding practices. Manually identifying outdated libraries, researching upgrade paths, and resolving build failures consumes significant engineering time"
Treasury,AI-Driven Predictive Maintenance for Mint Manufacturing Equipment and Production Assets,individual,"N/A N/A AI-Driven Predictive Maintenance for Mint Manufacturing Equipment and Production Assets The system is intended to identify patterns in equipment performance and lifecycle data to predict mechanical failures before they occur. Currently, maintenance relies on fixed schedules or reactive responses after failures, resulting in unplanned downtime, potential safety issues, and increased maintenance costs. The solution shall analyze machine data to anticipate component degradation and recommen",unmatched_vendor_text,,N/A,N/A,"The system is intended to identify patterns in equipment performance and lifecycle data to predict mechanical failures before they occur. Currently, maintenance relies on fixed schedules or reactive responses after failures, resulting in unplanned downtime, potential safety issues, and increased mai"
Treasury,AI-Enabled Automated Visual Inspection for Mint Product Quality Assurance in Production Lines,individual,"N/A N/A AI-Enabled Automated Visual Inspection for Mint Product Quality Assurance in Production Lines The system is intended to automate the visual inspection of product (e.g., coins) on production lines to identify defects, inconsistencies, or anomalies that affect product quality. Currently, operators leverage systems that use comparable references to identify differences and, in some cases, conduct manual, visual quality checks using traditional inspection tools, which are labor-intensive, su",unmatched_vendor_text,,N/A,N/A,"The system is intended to automate the visual inspection of product (e.g., coins) on production lines to identify defects, inconsistencies, or anomalies that affect product quality. Currently, operators leverage systems that use comparable references to identify differences and, in some cases, condu"
Treasury,AI-Powered Enterprise Standard Portfolio (ESP) for End-to-End Technology Lifecycle,individual,"N/A N/A AI-Powered Enterprise Standard Portfolio (ESP) for End-to-End Technology Lifecycle The core problem the AI is intended to solve lies in the fragmented and highly manual nature of how commercial off-the-shelf technologies are managed throughout their life cycle. Today, users submit requests for new software or hardware, but determining whether the request duplicates existing tools, whether the technology is still supported, or whether it fits enterprise standards often depends on tribal k",compound_string,Microsoft Teams; Aware Biometrics,N/A,N/A,"The core problem the AI is intended to solve lies in the fragmented and highly manual nature of how commercial off-the-shelf technologies are managed throughout their life cycle. Today, users submit requests for new software or hardware, but determining whether the request duplicates existing tools,"
Treasury,Accounts Management “Balance Due” Call Transcript Classification,individual,N/A N/A Accounts Management “Balance Due” Call Transcript Classification This project aims to sort customer call transcripts into groups based on the issues customers need help with. The AI system will inform research and decision making to enhance the customer experience.,unmatched_vendor_text,,N/A,N/A,This project aims to sort customer call transcripts into groups based on the issues customers need help with.
Treasury,Advanced Anomaly & Changepoint Detection,individual,N/A N/A Advanced Anomaly & Changepoint Detection Scaling our topic-attention analytics to signal market shifts in real time Enhances market surveillance capabilities by providing real-time detection of significant market changes enabling more timely analysis and response to financial market developments,unmatched_vendor_text,,N/A,N/A,Scaling our topic-attention analytics to signal market shifts in real time
Treasury,Automated Document Processing,individual,N/A N/A Automated Document Processing Converting legacy PDFs and chart images into structured datasets for faster research ingestion Accelerates research by automating the conversion of unstructured documents into analyzable data formats reducing manual data entry and improving data accessibility,unmatched_vendor_text,,N/A,N/A,Converting legacy PDFs and chart images into structured datasets for faster research ingestion
Treasury,DATA Act Bot for Procurement Data Matching,individual,N/A N/A DATA Act Bot for Procurement Data Matching AI is used to validate whether public contract spending reporting matches the information in PDF contract documents. The Digital Accountability and Transparency Act requires consistent and reliable contract spending to be reported to the public in the Federal Procurement Data System (FPDS). AI powered bot  automates comparing FPDS data with contract documents to improve the quality of contract spending reporting. Policymakers and the taxpaying p,unmatched_vendor_text,,N/A,N/A,AI is used to validate whether public contract spending reporting matches the information in PDF contract documents. The Digital Accountability and Transparency Act requires consistent and reliable contract spending to be reported to the public in the Federal Procurement Data System (FPDS). AI power
Treasury,Digital Forensics Chatbot for IRS Employees,individual,N/A N/A Digital Forensics Chatbot for IRS Employees N/A N/A,unmatched_vendor_text,,N/A,N/A,N/A
Treasury,Employee Resource Center (ERC) Chatbot,individual,N/A N/A Employee Resource Center (ERC) Chatbot Enable self-service for employees seeking information about various employee-related topics. This chatbot has proven to reduce the reliance on the ERC staff to answer employee inquiries greatly improving ERC operations.,unmatched_vendor_text,,N/A,N/A,Enable self-service for employees seeking information about various employee-related topics.
Treasury,Employee Retention Credit Text Clustering,individual,N/A N/A Employee Retention Credit Text Clustering Application of Line-Item Consolidation algorithm to identify highly similar text and apply additional features to similar clusters to enable identification of suspicious texts. This enables the agents to increase their capacity and reduce time researching and identifying potential suspicious trends of topics used in claims.,unmatched_vendor_text,,N/A,N/A,Application of Line-Item Consolidation algorithm to identify highly similar text and apply additional features to similar clusters to enable identification of suspicious texts.
Treasury,Establish localized Large Language Model (LLM),individual,"N/A N/A Establish localized Large Language Model (LLM) AI Enablers (Enterprise solutions that enable AI to integrate into IT services infrastructures) Consolidation of multiple research initiatives into an aligned approach to research an enterprise LLM that will be trained on approved internal documentation to provide accurate, consistent, and rapid responses to employee inquiries. This will improve service delivery, reduce case escalations, and free personnel to focus on complex, mission-critic",unmatched_vendor_text,,N/A,N/A,AI Enablers (Enterprise solutions that enable AI to integrate into IT services infrastructures)
Treasury,F1023 Hybrid NLP and ML Pipeline,individual,"N/A N/A F1023 Hybrid NLP and ML Pipeline The model attempts to predict non-compliance among tax-exempt entities by leveraging embedding-based feature extraction feeding a downstream classifier. F1023 and F990 contain natural text fields around activity descriptions, mission or purpose statements making it difficult for Tax Exempt Government Entities (TEGE) to detect non-compliance among the population of Exempt Organizations (EOs). This use case provides improved ability to predict non-complianc",unmatched_vendor_text,,N/A,N/A,The model attempts to predict non-compliance among tax-exempt entities by leveraging embedding-based feature extraction feeding a downstream classifier.
Treasury,FORMS AI,individual,N/A N/A FORMS AI Data Analysis and Manipulation DDM-Debt is looking to utilize Machine Learning/GenAI solution to production in their FORMS system. The ML/GenAI solution automates the classification and routing of documents to the appropriate business units and roles.,unmatched_vendor_text,,N/A,N/A,Data Analysis and Manipulation
Treasury,Form 4546 IDR Question-Answering Automation,individual,N/A N/A Form 4546 IDR Question-Answering Automation Use of Large Language Models (LLMs) to automatically assess whether taxpayers have addressed the questions raised by Large Business and International (LB&I) Revenue Agents in Information Document Requests (IDRs) responses. This will assist the Revenue Agent by processing the received taxpayer correspondence to speed up disposition.,unmatched_vendor_text,,N/A,N/A,Use of Large Language Models (LLMs) to automatically assess whether taxpayers have addressed the questions raised by Large Business and International (LB&I) Revenue Agents in Information Document Requests (IDRs) responses.
Treasury,Form 990N Machine Learning Model,individual,"N/A N/A Form 990N Machine Learning Model The goal of this model is to predict non-eligible Form 990N filers as part of a data driven approach to identify non-compliance within the population of exempt organizations (EOs) filling the Form 990N (Issue Control Number (ICN) 121004). Form 990-N filings provide limited information to the IRS, making it difficult for Tax-Exempt Government Entities (TEGE) to detect non-compliance among that population of EOs. This use case provides improved ability to p",unmatched_vendor_text,,N/A,N/A,The goal of this model is to predict non-eligible Form 990N filers as part of a data driven approach to identify non-compliance within the population of exempt organizations (EOs) filling the Form 990N (Issue Control Number (ICN) 121004).
Treasury,Forms Conversion,individual,N/A N/A Forms Conversion The AFCS tool assists the team with working a higher volume of form conversion than we can sustain manually due to the loss of staff due to Deferred Resignation Program (DRP) and retirements. The AFCS tool saves significant time in the authoring process by providing an initial draft version of the form.,unmatched_vendor_text,,N/A,N/A,The AFCS tool assists the team with working a higher volume of form conversion than we can sustain manually due to the loss of staff due to Deferred Resignation Program (DRP) and retirements.
Treasury,GenAI Productivity Tool,individual,"N/A N/A GenAI Productivity Tool General research and smart assistant functions Improves organizational efficiency by automating communication, documentation and research tasks.",unmatched_vendor_text,,N/A,N/A,General research and smart assistant functions
Treasury,GenAI Productivity Tool Pilot,individual,"N/A N/A GenAI Productivity Tool Pilot Transcribing, summarizing, or other efforts that improve the accessibility of a virtual meeting or interview using AI. (Meeting Summarization and Recap - Generating notes, action items, and summaries from meetings). Generating first drafts of documents, briefing, or communication materials using AI. Content Generation & Refinement (Drafting, rewriting, and improving documents, emails, presentations, and plans). Summarizing the key points of a lengthy report ",unmatched_vendor_text,,N/A,N/A,"Transcribing, summarizing, or other efforts that improve the accessibility of a virtual meeting or interview using AI. (Meeting Summarization and Recap - Generating notes, action items, and summaries from meetings). Generating first drafts of documents, briefing, or communication materials using AI."
Treasury,GenAI Productivity Tool with Web Grounding Pilot,individual,"N/A N/A GenAI Productivity Tool with Web Grounding Pilot Contextual Research (Exploring policies, regulations, trends, and strategic topics). Knowledge Retrieval (Locating known information and presenting or analyzing the information). Conduct a web grounding-enabled pilot.  By default, web grounding is off in government environments; enabling will require an AI risk assessment. Without web grounding, AI product can only provide info through the summer of 2024.",unmatched_vendor_text,,N/A,N/A,"Contextual Research (Exploring policies, regulations, trends, and strategic topics). Knowledge Retrieval (Locating known information and presenting or analyzing the information)."
Treasury,GenAI for Data Platform Operations,individual,"N/A N/A GenAI for Data Platform Operations Helps developers build  applications by providing scalable access to large language models for tasks such as natural language processing, code generation, and automation. It integrates with other services to allow for enterprise-grade deployment of AI-powered solutions. AI solution allow EDM to enhance  services by automating communication and data analysis, and improving decision-making. It e reduces administrative burden and supports transparency by s",unmatched_vendor_text,,N/A,N/A,"Helps developers build  applications by providing scalable access to large language models for tasks such as natural language processing, code generation, and automation. It integrates with other services to allow for enterprise-grade deployment of AI-powered solutions."
Treasury,GenAI for Low Code Platform,individual,"N/A N/A GenAI for Low Code Platform Leveraging AI product in the HCO-WPA Environment can significantly enhance the efficiency and accuracy of applications development while improving user outcomes. By automating repetitive tasks and providing intelligent suggestions, product simplifies app building, reducing development time and minimizing errors. For scenarios like delivering pay period updates, successors, and workforce demand, product ensures timely and accurate dissemination of information b",unmatched_vendor_text,,N/A,N/A,"Leveraging AI product in the HCO-WPA Environment can significantly enhance the efficiency and accuracy of applications development while improving user outcomes. By automating repetitive tasks and providing intelligent suggestions, product simplifies app building, reducing development time and minim"
Treasury,Generative AI for Form 1040X: Support Tool for Amended Returns (STAR),individual,N/A N/A Generative AI for Form 1040X: Support Tool for Amended Returns (STAR) N/A N/A,unmatched_vendor_text,,N/A,N/A,N/A
Treasury,Handbook Highlights,individual,"N/A N/A Handbook Highlights The Comptroller’s Handbook contains extensive, detailed guidance that examiners must review and interpret to support supervisory activities. Manually navigating and summarizing this material is time-consuming and can delay exam preparation or issue analysis. The AI is intended to streamline this process by quickly summarizing relevant sections of the handbook, enabling staff to more efficiently access key concepts, expectations, and procedural guidance. The AI improve",unmatched_vendor_text,,N/A,N/A,"The Comptroller’s Handbook contains extensive, detailed guidance that examiners must review and interpret to support supervisory activities. Manually navigating and summarizing this material is time-consuming and can delay exam preparation or issue analysis. The AI is intended to streamline this pro"
Treasury,IDV Model,individual,"N/A N/A IDV Model This model helps forecast long-term inventory turnover to improve IDV utilization and support proactive funding requests. IDV model helps forecast long-term inventory turnover, enabling smarter IDV utilization and proactive funding alignment to support sustained mission readiness.",unmatched_vendor_text,,N/A,N/A,This model helps forecast long-term inventory turnover to improve IDV utilization and support proactive funding requests.
Treasury,IRS IaaP Accelerator ( AI-Powered Infrastructure as a Product Accelerator),individual,"N/A N/A IRS IaaP Accelerator ( AI-Powered Infrastructure as a Product Accelerator) Federal agencies face slow, manual, and error-prone infrastructure delivery: Cloud adoption is blocked by governance bottlenecks (NIST, FedRAMP, IRS 1075). Compliance evidence is manual and audit-heavy. Developers struggle with multi-cloud complexity and vendor lock-in. Security drifts accumulate until quarterly reviews, leading to delayed taxpayer service delivery. The IRS IaaP Accelerator embeds AI Personas (Arc",unmatched_vendor_text,,N/A,N/A,"Federal agencies face slow, manual, and error-prone infrastructure delivery: Cloud adoption is blocked by governance bottlenecks (NIST, FedRAMP, IRS 1075). Compliance evidence is manual and audit-heavy. Developers struggle with multi-cloud complexity and vendor lock-in. Security drifts accumulate un"
Treasury,Identity Verification,individual,N/A N/A Identity Verification Improves identity document verification process for IRS users who complete the registration process. The expected benefit of this AI use case is to detect submissions of forged identity documents. Improvements to identity verification process to enable taxpayers to access IRS online services.,unmatched_vendor_text,,N/A,N/A,Improves identity document verification process for IRS users who complete the registration process. The expected benefit of this AI use case is to detect submissions of forged identity documents.
Treasury,Ink and Paper Consumption Forecast (IPCF),individual,N/A N/A Ink and Paper Consumption Forecast (IPCF) The Ink and Paper Consumption Forecast (IPCF) AI model is intended to predict: 1. Ink mileage predictions based on ink type and associated denom; 2. Ink consumption predictions based on number of sheets; 3. Paper consumption predictions given a time period; 4. Ink consumption predictions given a time period The IPCF Predictive Analytics Model contributes to cost efficiency and supply chain resilience by predicting ink mileage based on ink type an,unmatched_vendor_text,,N/A,N/A,The Ink and Paper Consumption Forecast (IPCF) AI model is intended to predict: 1. Ink mileage predictions based on ink type and associated denom; 2. Ink consumption predictions based on number of sheets; 3. Paper consumption predictions given a time period; 4. Ink consumption predictions given a tim
Treasury,Integrate Word Processor AI for Digitalization,individual,"N/A N/A Integrate Word Processor AI for Digitalization The intended purpose of the Digitalization Enablement Platform (DEP) and the integration of AI into processing taxpayer submitted documents is to minimize the transcription and storage of paper documents, streamline case management, and enhance the accuracy and efficiency with which taxpayer information is extracted, organized, and made accessible. The expected benefits include a massive reduction in physical storage requirements, cost savin",unmatched_vendor_text,,N/A,N/A,"The intended purpose of the Digitalization Enablement Platform (DEP) and the integration of AI into processing taxpayer submitted documents is to minimize the transcription and storage of paper documents, streamline case management, and enhance the accuracy and efficiency with which taxpayer informa"
Treasury,Integrated Financial Management Information System (IFMIS),individual,"N/A N/A Integrated Financial Management Information System (IFMIS) This initiative enables quantitative decision-making that supports improved budget forecasting, formulation, planning, execution, and reporting based on approved methodologies. The outcome will be a deeper understanding of IT interdependencies and integrated processes and systems.",unmatched_vendor_text,,N/A,N/A,"This initiative enables quantitative decision-making that supports improved budget forecasting, formulation, planning, execution, and reporting based on approved methodologies."
Treasury,Internal Revenue Manual Research Aid (IRMA),individual,N/A N/A Internal Revenue Manual Research Aid (IRMA) The Internal Revenue Manual (IRM) Research Aide (IRMA) is a generative AI (GenAI) system that uses Retrieval Augmented Generation (RAG) search to answer questions on IRM policies and procedures that are asked in natural language. This tool has a custom user interface (UI) and utilizes a COTS platform via Application Programming Interface (API) to perform the RAG search and generate responses based on the full text of the IRM serving as a knowle,compound_string,Aretec SEARCH; Custom In-House AI,N/A,N/A,The Internal Revenue Manual (IRM) Research Aide (IRMA) is a generative AI (GenAI) system that uses Retrieval Augmented Generation (RAG) search to answer questions on IRM policies and procedures that are asked in natural language. This tool has a custom user interface (UI) and utilizes a COTS platfor
Treasury,Inventory Replenishment Forecast,individual,"N/A N/A Inventory Replenishment Forecast This model helps reduce supply chain disruptions by forecasting vendor performance and item stockouts. It enables proactive sourcing decisions, improves inventory planning, and strengthens operational readiness. Inventory Replenishment Forecast model helps identify underperforming vendors and forecast item stockouts, enabling proactive sourcing, improved inventory planning, and reduced supply chain disruptions to support mission continuity.",unmatched_vendor_text,,N/A,N/A,"This model helps reduce supply chain disruptions by forecasting vendor performance and item stockouts. It enables proactive sourcing decisions, improves inventory planning, and strengthens operational readiness."
Treasury,Knowledge Retrieval Chatbot POC,individual,"N/A N/A Knowledge Retrieval Chatbot POC Contextual Research (Exploring policies, regulations, trends, and strategic topics). Knowledge Retrieval (Locating known information and presenting or analyzing the information). The customer would like to test the use of a chatbot that could access all of their relocation policies (FTR, DSSR, FAM, JTR, ARC Relocation Guide, etc.) in an effort to aid in the amount of time they are searching for stuff in the regulations.",unmatched_vendor_text,,N/A,N/A,"Contextual Research (Exploring policies, regulations, trends, and strategic topics). Knowledge Retrieval (Locating known information and presenting or analyzing the information)."
Treasury,Large Language Model (LLM) Chatbot for Proof of Concept,individual,"N/A N/A Large Language Model (LLM) Chatbot for Proof of Concept Code Assistance - Generating, debugging, and documenting code Test PaaS to assist developers.  The LLM will generate comments and documentation alongside code snippets, promoting better code understanding and maintainability.  The LLM works with COBOL, JAVA, Angular, and other programming languages, making it versatile for multi-language projects.  The LLM has the ability to catch common mistakes, improving code quality and reducing",unmatched_vendor_text,,N/A,N/A,"Code Assistance - Generating, debugging, and documenting code"
Treasury,Large Language Model (LLM) Coding for Proof of Concept,individual,"N/A N/A Large Language Model (LLM) Coding for Proof of Concept Searching for agency information using a knowledge retrieval system. Contextual Research (Exploring policies, regulations, trends, and strategic topics). Test standing up an LLM and train it using documentation such as PDF files and web pages to be knowledgeable of internal systems.  Subsequently use the LLM to power a chat bot that will be used by internal customers.  Test to see if the chatbot can provide fast and consistent answer",unmatched_vendor_text,,N/A,N/A,"Searching for agency information using a knowledge retrieval system. Contextual Research (Exploring policies, regulations, trends, and strategic topics)."
Treasury,Line-Item Consolidation for Form 1120,individual,"N/A N/A Line-Item Consolidation for Form 1120 Large Business & International (LB&I) partnerships have a variety of forms and statements that include text. Filings include semi-structured attachments to returns that consist of many short free text labels paired with dollar amounts. Short text labels that include information like descriptions, addresses, and alphanumeric type codes. Non-standard labels are difficult to structure and interpret unstructured narrative text, ranging from a sentence to",unmatched_vendor_text,,N/A,N/A,"Large Business & International (LB&I) partnerships have a variety of forms and statements that include text. Filings include semi-structured attachments to returns that consist of many short free text labels paired with dollar amounts. Short text labels that include information like descriptions, ad"
Treasury,Local GenAI Pilot,individual,"N/A N/A Local GenAI Pilot Local Large Language Models (LLMs) will help in local no software/hardware (SW/HW) cost. LLMs will position IRS for sustainable AI services and AI tool integrations and mitigate many risks [Several Risks Mitigated Include: vendor lock-in, licenses shortages or over purchasing, SW costs or per Application Programming Interface (API) call costs, contract gaps and access loss with outsourcing, and data privacy policies and interagency agreements restricting data leaving th",unmatched_vendor_text,,N/A,N/A,"Local Large Language Models (LLMs) will help in local no software/hardware (SW/HW) cost. LLMs will position IRS for sustainable AI services and AI tool integrations and mitigate many risks [Several Risks Mitigated Include: vendor lock-in, licenses shortages or over purchasing, SW costs or per Applic"
Treasury,Local LLMs Evaluation,individual,N/A N/A Local LLMs Evaluation AI Enablers (Enterprise solutions that enable AI to integrate into IT services infrastructures) An open-source tool that allows you to run large language models (LLMs) locally on your own computer. Can be used to run and experiment with various LLM's locally and gain greater control over data .,unmatched_vendor_text,,N/A,N/A,AI Enablers (Enterprise solutions that enable AI to integrate into IT services infrastructures)
Treasury,Machine Translation,individual,"N/A N/A Machine Translation To better facilitate and automate content translation efforts at the IRS, a cloud-based commercial off-the-shelf (COTS) solution is being leveraged for use by the Linguistic, Policy, Tools and Services (LPTS) Team. The Machine Translation (MT) application is being assessed and evaluated by the primary users, the Linguistic Policy, Tools and Services (LPTS) organization, through integration with their existing processes. The MT application focuses on translation for ex",unmatched_vendor_text,,N/A,N/A,"To better facilitate and automate content translation efforts at the IRS, a cloud-based commercial off-the-shelf (COTS) solution is being leveraged for use by the Linguistic, Policy, Tools and Services (LPTS) Team. The Machine Translation (MT) application is being assessed and evaluated by the prima"
Treasury,Meeting Minute Summarization,individual,"N/A N/A Meeting Minute Summarization Ability to synthesize information based on extensive discussions, action items, and decisions that must be captured accurately in meeting minutes. Manual compilation of these minutes is time-consuming, varies in quality, and can distract staff from active participation. The AI is intended to streamline this process by producing clear, organized summaries of meeting discussions, reducing the burden on staff and improving consistency in how meeting outcomes are",unmatched_vendor_text,,N/A,N/A,"Ability to synthesize information based on extensive discussions, action items, and decisions that must be captured accurately in meeting minutes. Manual compilation of these minutes is time-consuming, varies in quality, and can distract staff from active participation. The AI is intended to streaml"
Treasury,Modernization Accelerator,individual,N/A N/A Modernization Accelerator N/A N/A,unmatched_vendor_text,,N/A,N/A,N/A
Treasury,Modernization Accelerator - Legacy Applications Chatbot & Code Conversion,individual,N/A N/A Modernization Accelerator - Legacy Applications Chatbot & Code Conversion N/A N/A,unmatched_vendor_text,,N/A,N/A,N/A
Treasury,Modular Code Assistant (Explain & Refactor Small Methods) for Automation Test Application Development,individual,"N/A N/A Modular Code Assistant (Explain & Refactor Small Methods) for Automation Test Application Development Assist test automation team by explaining or suggesting improvements to individual Java methods or classes below 100 lines.  Ideal for improving understanding and accelerating onboarding to automation test as a new software engineer in application development. The objective is to implement a secure, localized AI chatbot leveraging Retrieval-Augmented Generation (RAG) to enhance test auto",unmatched_vendor_text,,N/A,N/A,Assist test automation team by explaining or suggesting improvements to individual Java methods or classes below 100 lines.  Ideal for improving understanding and accelerating onboarding to automation test as a new software engineer in application development.
Treasury,NCCBR Data Validation Pilot,individual,N/A N/A NCCBR Data Validation Pilot AI modules applied to our collection pipelines to flag ingestion errors and assess data quality before analyst review Improves data quality and reduces manual effort in identifying data ingestion errors enabling analysts to focus on higher-value tasks,unmatched_vendor_text,,N/A,N/A,AI modules applied to our collection pipelines to flag ingestion errors and assess data quality before analyst review
Treasury,OCC Guidance Summarization,individual,"N/A N/A OCC Guidance Summarization OCC staff must frequently review a wide range of OCC regulatory sources—Handbooks, Bulletins, statutes, old Circulars, Interpretive Letters, Corporate Actions, and related guidance—to understand requirements and develop supervisory positions. Manually locating, reading, and synthesizing these materials is time-consuming and can slow the early stages of analysis. The AI is intended to streamline this initial research by quickly identifying relevant sources and s",unmatched_vendor_text,,N/A,N/A,"OCC staff must frequently review a wide range of OCC regulatory sources—Handbooks, Bulletins, statutes, old Circulars, Interpretive Letters, Corporate Actions, and related guidance—to understand requirements and develop supervisory positions. Manually locating, reading, and synthesizing these materi"
Treasury,OCC.Chat,individual,"N/A N/A OCC.Chat GenAI chatbot that generates human-like responses to user questions using public knowledge for reference The AI improves operational efficiency by quickly delivering relevant information, which reduces the manual burden on staff and enhances overall productivity. For the general public, it enhances service delivery by providing instant and consistent responses to their queries, thereby improving user satisfaction and engagement.",unmatched_vendor_text,,N/A,N/A,GenAI chatbot that generates human-like responses to user questions using public knowledge for reference
Treasury,OCC.DocChat,individual,N/A N/A OCC.DocChat GenAI solution for uploading documents to Personal and Group workspaces and facilitating chat interactions. The AI is designed to solve the problem of managing and interacting with documents by enabling users to upload documents to Personal and Group workspaces and facilitating chat interactions based on the content of these documents. This streamlines document management and enhances collaborative communication.,unmatched_vendor_text,,N/A,N/A,GenAI solution for uploading documents to Personal and Group workspaces and facilitating chat interactions.
Treasury,OCC.InfoAssist,individual,"N/A N/A OCC.InfoAssist GenAI chatbot that generates human-like responses to user questions using OCC Comptroller handbooks and PPMs documents The AI improves operational efficiency by automating the response process, thereby reducing the manual workload on staff. It ensures that users receive consistent and accurate information quickly, which enhances user satisfaction and supports the agency’s mission of providing timely access to critical information. This leads to improved service delivery an",unmatched_vendor_text,,N/A,N/A,GenAI chatbot that generates human-like responses to user questions using OCC Comptroller handbooks and PPMs documents
Treasury,Open source Python library and models for NLP,individual,"N/A N/A Open source Python library and models for NLP Text analytics- process, analyze, and understand text DNP program needs to add a technology request to GEM for an open-source Python library and models from vendor.",unmatched_vendor_text,,N/A,N/A,"Text analytics- process, analyze, and understand text"
Treasury,Operational Support Bots,individual,N/A N/A Operational Support Bots Chatbots for IT service-desk tasks ticket triage password resets and resource provisioning to free analysts for higher-value work Reduces IT support workload by automating routine service desk tasks improving response times for common requests and allowing IT staff to focus on complex issues,unmatched_vendor_text,,N/A,N/A,Chatbots for IT service-desk tasks ticket triage password resets and resource provisioning to free analysts for higher-value work
Treasury,Pilot a suite of Fiscal Service Gen AI solutions,individual,"N/A N/A Pilot a suite of Fiscal Service Gen AI solutions Data Analysis and Manipulation The Data Strategy Division is seeking to assess performance of AI alternatives to address business needs by doing comparative performance analysis with rigorous ROI testing using scientific testing frameworks (e.g., A/B, pre-post) to help direct decision-making around Artificial Intelligence (AI) adoption.",unmatched_vendor_text,,N/A,N/A,Data Analysis and Manipulation
Treasury,Policy Development Editorial Assistant,individual,"N/A N/A Policy Development Editorial Assistant Maintaining and updating the Policies and Procedures Manual (PPM) and Office- or Management-Level Policies and Procedures (OMPPs) requires staff to manually identify where changes are needed, ensure alignment across documents, and verify that no conflicts or duplications exist. This process is time-consuming and prone to oversight, leading to inconsistent guidance or outdated content. The AI is intended to streamline this workflow by detecting confl",unmatched_vendor_text,,N/A,N/A,"Maintaining and updating the Policies and Procedures Manual (PPM) and Office- or Management-Level Policies and Procedures (OMPPs) requires staff to manually identify where changes are needed, ensure alignment across documents, and verify that no conflicts or duplications exist. This process is time-"
