queue_id,use_case_id,source_text,decision,mapped_canonical_product,proposed_new_product_name,proposed_vendor,confidence,search_attempted,search_query,evidence_url,notes
3774,10423,"N/A N/A Answering Employee Questions with Natural Language Processing in IRWorks The purpose of the Artificial Intelligence (AI) element of the IRWorks platform is to utilize natural language to respond to common user questions about IRWorks knowledge base (KB) articles and service catalogue items in the IRWorks Employee Center. This AI element is interpretive. At a high level, this is accomplished by using language models to train the agent to respond to user questions. The decision/judgement that this AI element uses is to search existing Knowledge Base (KBs)/service catalogue items, in conjunction with the user's defined access within IRWorks, to automate Tier 1 support by outputting (in natural language) answers and/or associated links that align to the customer's (natural language) query. Yes, humans are involved in reviewing the output - the AI element does not produce actionable items but produces information or links that are provided to the querying user for them to review and/or take manual actions. The population impacted by this decision is all IRWorks users, about 90K+ IRS employees.",service_contractor_only,,,,high,no,,db_row_10423,no product name; redacted/N/A/internal-only string
3775,10424,N/A N/A Form 990N Machine Learning Model The goal of this model is to predict non-eligible Form 990N filers as part of a data driven approach to identify non-compliance within the population of exempt organizations (EOs) filling the Form 990N (Issue Control Number (ICN) 121004).,service_contractor_only,,,,high,no,,db_row_10424,no product name; redacted/N/A/internal-only string
3776,10425,N/A N/A Volunteer Income Tax Assistance (VITA) Generative AI Chatbot Proof of Concept N/A,service_contractor_only,,,,high,no,,db_row_10425,no product name; redacted/N/A/internal-only string
3777,10426,"N/A N/A Ask-CFO Research Aide Ask-CFO is an extension of the Research Aide developed using a COTS platform originally designed for the Joint Committee on Taxation Research Aide (JCR) and Internal Revenue Manual Research Aid (IRMA) use cases. It is a Retrieval Augmented Generation (RAG) search on a number of Chief Financial Officer (CFO) specific documents. In addition to the existing research aide capability and user interface (UI), extensions will be developed to incorporate AI Agents that can perform actions such as document summary comparison over fiscal year, or extract information from tables.",service_contractor_only,,,,high,no,,db_row_10426,no product name; redacted/N/A/internal-only string
3778,10427,"N/A N/A Sandbox for Large Language Model Research This sandbox would enable IRS Criminal Investigation (CI) to research, test, and customize Large Language Model (LLM) AI tools to increase operational efficiencies within IRS-CI.  This will positively benefit IRS-CI by operationalizing functional LLM tools for our agency, reducing the administrative burden and increasing access to a shared agency knowledge base.",service_contractor_only,,,,high,no,,db_row_10427,no product name; redacted/N/A/internal-only string
3779,10428,N/A N/A Digital Forensics Chatbot for IRS Employees N/A,service_contractor_only,,,,high,no,,db_row_10428,no product name; redacted/N/A/internal-only string
3780,10429,N/A N/A Generative AI for Form 1040X: Support Tool for Amended Returns (STAR) N/A,service_contractor_only,,,,high,no,,db_row_10429,no product name; redacted/N/A/internal-only string
3781,10430,N/A N/A DATA Act Bot for Procurement Data Matching AI is used to validate whether public contract spending reporting matches the information in PDF contract documents. The Digital Accountability and Transparency Act requires consistent and reliable contract spending to be reported to the public in the Federal Procurement Data System (FPDS). AI powered bot  automates comparing FPDS data with contract documents to improve the quality of contract spending reporting.,service_contractor_only,,,,high,no,,db_row_10430,no product name; redacted/N/A/internal-only string
3782,10431,"N/A N/A Taxpayer Services Chatbot This project implemented the Taxpayer Services chatbot, which provides self-service Frequently Asked Questions (FAQ) to taxpayers and international taxpayers regarding refunds, status of refunds, amended returns, Employer Identification Number (EIN), Earned Income Tax Credit (EITC), change of address, identity theft, extension to file topics. The Intent Engine, using Natural Language Processing (NLP) and AI algorithms classifies taxpayers' utterances (questions) into intents (requests). The answers provided to the taxpayers are not created by Generative AI. The responses of the chatbot and business logic is predetermined by content owners. This AI tool aims to classify/navigate to a correct predetermined response.",service_contractor_only,,,,high,no,,db_row_10431,no product name; redacted/N/A/internal-only string
3783,10432,"N/A N/A Machine Translation To better facilitate and automate content translation efforts at the IRS, a cloud-based commercial off-the-shelf (COTS) solution is being leveraged for use by the Linguistic, Policy, Tools and Services (LPTS) Team. The Machine Translation (MT) application is being assessed and evaluated by the primary users, the Linguistic Policy, Tools and Services (LPTS) organization, through integration with their existing processes. The MT application focuses on translation for existing text and labels into Spanish with the ultimate goal of becoming an enterprise solution for a variety of non-English translations.",service_contractor_only,,,,high,no,,db_row_10432,no product name; redacted/N/A/internal-only string
3784,10433,N/A N/A Employee Resource Center (ERC) Chatbot Enable self-service for employees seeking information about various employee-related topics.,service_contractor_only,,,,high,no,,db_row_10433,no product name; redacted/N/A/internal-only string
3785,10434,N/A N/A Winnie Chatbot for Employee IT FAQs N/A,service_contractor_only,,,,high,no,,db_row_10434,no product name; redacted/N/A/internal-only string
3786,10435,"N/A N/A Synthetic Data Engine This AI based synthetic data generator provides synthetic data for a robust, large-scale dataset consistent with US Population Data Heuristics for testing and advanced analytics by dimensionalizing over 180 elements of socioeconomic data and over 300 dimensions, aging people, households and businesses over time, and tightly correlating the synthetic data to actual familial and socioeconomic attributes of US taxpayers.",service_contractor_only,,,,high,no,,db_row_10435,no product name; redacted/N/A/internal-only string
3787,10436,N/A N/A AI Contract Document Toolbox Extensive documentation is required in official contract files when procuring goods and services for agency mission needs. Procurement document drafting is currently largely manual and time-consuming. Further quality reviews of documents add more time to the procurement process and fail to catch some errors.,service_contractor_only,,,,high,no,,db_row_10436,no product name; redacted/N/A/internal-only string
3788,10437,"N/A N/A Tax Disclosure Text Clustering This project takes written data from uncertain tax disclosures, cleans up errors in the text, incorporates additional attachment information not present in the Compliance Data Warehouse (CDW), and groups the disclosures into semantically similar topics. This creates a single source to find uncertain tax disclosure declarations and additional information to facilitate review. The process follows three steps: 1) extraction of text from Form 8275-R, Regulation Disclosure Statement, and Schedule UTP, Uncertain Tax Position Statement, from CDW and supplemental attachments, 2) embedding of text into numeric vectors using the E5-large model, and 3) performing hierarchical clustering on the text vectors to group the disclosures.",service_contractor_only,,,,high,no,,db_row_10437,no product name; redacted/N/A/internal-only string
3789,10438,N/A N/A Employee Retention Credit Text Clustering Application of Line-Item Consolidation algorithm to identify highly similar text and apply additional features to similar clusters to enable identification of suspicious texts.,service_contractor_only,,,,high,no,,db_row_10438,no product name; redacted/N/A/internal-only string
3790,10439,"N/A N/A Safeguards The Office of Safeguards needs an AI assistant that can access its documents (e.g., IRM, Publication 1075, SOPs [PDFs/Word Docs], configuration checklists [excel], NIST documents [PDF] to generate responses and products. Ideally, the AI will be able to provide researched responses to questions employees may have. Additionally, it would also be able to review agency and IRS responses on documents (docx, xlsx) to ensure they're appropriate. The documents may be up to 400 pages. Currently all of this is a manual process.",service_contractor_only,,,,high,no,,db_row_10439,no product name; redacted/N/A/internal-only string
3791,10440,"N/A N/A IRS IaaP Accelerator ( AI-Powered Infrastructure as a Product Accelerator) Federal agencies face slow, manual, and error-prone infrastructure delivery: Cloud adoption is blocked by governance bottlenecks (NIST, FedRAMP, IRS 1075). Compliance evidence is manual and audit-heavy. Developers struggle with multi-cloud complexity and vendor lock-in. Security drifts accumulate until quarterly reviews, leading to delayed taxpayer service delivery.",service_contractor_only,,,,high,no,,db_row_10440,no product name; redacted/N/A/internal-only string
3792,10441,"N/A N/A Qualitative Text Classification for Analysis The AI tool, leveraging internal large language models, is intended to increase the operational efficiency of qualitative research within Small Business / Self-Employed (SB/SE) Research, increase research scope, complexity, and decrease overall time to customer.",service_contractor_only,,,,high,no,,db_row_10441,no product name; redacted/N/A/internal-only string
3793,10442,N/A N/A Forms Conversion The AFCS tool assists the team with working a higher volume of form conversion than we can sustain manually due to the loss of staff due to Deferred Resignation Program (DRP) and retirements.,service_contractor_only,,,,high,no,,db_row_10442,no product name; redacted/N/A/internal-only string
3794,10443,"N/A N/A Zero Paper AI Routing for Digitalization The Zero-Paper Initiative (ZPI) aims to eliminate the flow of paper into the IRS. As a result, all non-tax, mail submissions from taxpayers will be scanned through external vendors to enable the routing of digital documents and their associated data to the IRS for further processing/review. The digital documents and associated data will be routed downstream to various business units and processing systems based on the form type and other similar criteria. Leverages AI to make routing decisions at various levels of complexity as well as using AI to support routing at record processing time or as a tool to generate routing logic dictionaries.",service_contractor_only,,,,high,no,,db_row_10443,no product name; redacted/N/A/internal-only string
3795,10444,N/A N/A Modular Code Assistant (Explain & Refactor Small Methods) for Automation Test Application Development Assist test automation team by explaining or suggesting improvements to individual Java methods or classes below 100 lines.  Ideal for improving understanding and accelerating onboarding to automation test as a new software engineer in application development.,service_contractor_only,,,,high,no,,db_row_10444,no product name; redacted/N/A/internal-only string
3796,10445,N/A N/A Digitalization AI Agent The AI will solve functions involved with the large inventory of disparate digitalization projects and systems that make them difficult to organize.,service_contractor_only,,,,high,no,,db_row_10445,no product name; redacted/N/A/internal-only string
3797,10446,"N/A N/A Integrated Financial Management Information System (IFMIS) This initiative enables quantitative decision-making that supports improved budget forecasting, formulation, planning, execution, and reporting based on approved methodologies.",service_contractor_only,,,,high,no,,db_row_10446,no product name; redacted/N/A/internal-only string
3798,10447,"N/A N/A Integrated Data Retrieval System Modernization IDRS currently operates on a mainframe with millions of lines of COBOL, Assembler, and C++. The AI tool automates code conversion to Java and migrates data to relational databases, enabling and accelerating modernization, reducing cost, risk, and technical debt.",service_contractor_only,,,,high,no,,db_row_10447,no product name; redacted/N/A/internal-only string
3799,10448,"N/A N/A Treasury Readability Government contract descriptions are indecipherable to the average American. Treasury Acquisition Procedures Update No. 25-05 requires that contract descriptions in the Federal Procurement Data System provide a clear and concise plain language description of products or services acquired under a specific contract. Under the Federal Funding Accountability and Transparency Act (FFATA) et seq, the IRS must publish contract spending reports for viewing by policymakers and the public. The IRS has previously funded and published research on the use of models to validate the accuracy of structured contract spending data such as dates, dollar amounts, and addresses. Advances in large language models have made it feasible to automatically assess the quality of unstructured text descriptions of contract purchases. This coding provides automated suggestions from a Large Language Model that outlines failings and details suggestions on how contract descriptions can be improved. AI prompts are used to evaluate the quality of contract descriptions on an adjectival rating scale and provide narrative feedback on how to improve descriptions.",service_contractor_only,,,,high,no,,db_row_10448,no product name; redacted/N/A/internal-only string
3800,10449,N/A N/A Modernization Accelerator - Legacy Applications Chatbot & Code Conversion N/A,service_contractor_only,,,,high,no,,db_row_10449,no product name; redacted/N/A/internal-only string
3801,10450,N/A N/A Modernization Accelerator N/A,service_contractor_only,,,,high,no,,db_row_10450,no product name; redacted/N/A/internal-only string
3802,10451,N/A N/A Data Integration using Informatica Data Management Cloud N/A,seed_new_alias,,Informatica,Informatica,high,no,,db_row_10451,pattern match; product_type=data_catalog
3803,10452,N/A N/A Resume Scanner N/A,service_contractor_only,,,,high,no,,db_row_10452,no product name; redacted/N/A/internal-only string
3804,10453,"N/A N/A Line-Item Consolidation for Form 1120 Large Business & International (LB&I) partnerships have a variety of forms and statements that include text. Filings include semi-structured attachments to returns that consist of many short free text labels paired with dollar amounts. Short text labels that include information like descriptions, addresses, and alphanumeric type codes. Non-standard labels are difficult to structure and interpret unstructured narrative text, ranging from a sentence to entire paragraph-based documents, that taxpayers provide to explain, justify, or document a position. This is a research project. The goal of this project is to identify opportunities to derive value from the unstructured text. Assess potential value to examiners from consolidation across labeled pairs, utilize consolidated line items for outlier analysis, etc.",service_contractor_only,,,,high,no,,db_row_10453,no product name; redacted/N/A/internal-only string
3805,10454,N/A N/A Taxpayer 90 N/A,service_contractor_only,,,,high,no,,db_row_10454,no product name; redacted/N/A/internal-only string
3806,10455,"N/A N/A Ticket Management Generative AI Pilot As part of a Chief Technology Officer (CTO) sponsored objective to enable and utilize Generative Artificial Intelligence (Gen AI) capabilities the User and Network Services Information Technology (IT) Service Desk in cooperation with Enterprise Operations will be implementing a limited production challenge to support AI generated Incident Summarization; providing agents with concise summary of case notes and history, Resolution Notes generation; generating accurate resolution notes based on actions taken and solution achieved, and Knowledge Article Generation; generating complete knowledgebase articles base on incident or case records.",service_contractor_only,,,,high,no,,db_row_10455,no product name; redacted/N/A/internal-only string
3807,10456,"N/A N/A GenAI for Low Code Platform Leveraging AI product in the HCO-WPA Environment can significantly enhance the efficiency and accuracy of applications development while improving user outcomes. By automating repetitive tasks and providing intelligent suggestions, product simplifies app building, reducing development time and minimizing errors. For scenarios like delivering pay period updates, successors, and workforce demand, product ensures timely and accurate dissemination of information by generating automated workflows and insights. This not only limits human error but also accelerates the process, enabling users to receive updates quickly and consistently.",service_contractor_only,,,,high,no,,db_row_10456,no product name; redacted/N/A/internal-only string
3808,10457,"N/A N/A Statistical Information Services Customer Correspondence Analytics Statistics of Income (SOI) has collected years' worth of customer correspondence.  While having this information has been useful for historical documentation proposes, it is apparent that moving forward we need to evaluate the trends in requests, identify areas of demand, topics of interest, and areas for internal improvement.  Through the use of AI, we intend to summarize and evaluate the previous several years' worth of correspondence to better direct our limited resources moving forward.  The output will help us better realign our resources to more highly impactful tasks and assignments.  It will also help direct where improvements to current products need to be made and what those improvements ought to be to better inform the public.",service_contractor_only,,,,high,no,,db_row_10457,no product name; redacted/N/A/internal-only string
3809,10458,N/A N/A 1040X AI Transcription This project is meant to improve IRS capabilities to extract information from images and pdfs.,service_contractor_only,,,,high,no,,db_row_10458,no product name; redacted/N/A/internal-only string
3810,10459,N/A N/A Accounts Management “Balance Due” Call Transcript Classification This project aims to sort customer call transcripts into groups based on the issues customers need help with.,service_contractor_only,,,,high,no,,db_row_10459,no product name; redacted/N/A/internal-only string
3811,10460,N/A N/A Identity Verification Improves identity document verification process for IRS users who complete the registration process. The expected benefit of this AI use case is to detect submissions of forged identity documents.,service_contractor_only,,,,high,no,,db_row_10460,no product name; redacted/N/A/internal-only string
3812,10461,N/A N/A Robotic Process Automation for Form 941-X Extraction N/A,service_contractor_only,,,,high,no,,db_row_10461,no product name; redacted/N/A/internal-only string
3813,10462,"N/A N/A Procurement Data Transparency, Reporting, & Decision Tracking Platform provides an analytics hub for contract documents and contract spending metadata. Generative AI is used to produce a summary of the products and/or services acquired under each agency contract.",service_contractor_only,,,,high,no,,db_row_10462,no product name; redacted/N/A/internal-only string
3814,10463,"N/A N/A Legislative Analysis Tool The Legislative Analysis tool is a comprehensive tool for tracking, analyzing, and managing legislative and regulatory changes. It provides the following benefits: Real-time updates on legislative developments at federal, state, & local levels; Robust impact analysis features to assess how legislative changes affect your organization; A comprehensive database of legislative documents, making it easy to search & access relevant information; A user-friendly interface & collaboration features enhance team productivity & compliance management",service_contractor_only,,,,high,no,,db_row_10463,no product name; redacted/N/A/internal-only string
3815,10464,N/A N/A F1023 Hybrid NLP and ML Pipeline The model attempts to predict non-compliance among tax-exempt entities by leveraging embedding-based feature extraction feeding a downstream classifier.,service_contractor_only,,,,high,no,,db_row_10464,no product name; redacted/N/A/internal-only string
3816,10465,"N/A N/A Integrate Word Processor AI for Digitalization The intended purpose of the Digitalization Enablement Platform (DEP) and the integration of AI into processing taxpayer submitted documents is to minimize the transcription and storage of paper documents, streamline case management, and enhance the accuracy and efficiency with which taxpayer information is extracted, organized, and made accessible. The expected benefits include a massive reduction in physical storage requirements, cost savings, improved data security, a reduction in backlogged cases, and improved service.",service_contractor_only,,,,high,no,,db_row_10465,no product name; redacted/N/A/internal-only string
3817,10466,N/A N/A AI Voiceover Generation for eLearning Development Voiceover generation for training courses. With return-to-office mandates in place we are unable to record narration voiceovers for training courses as we have historically done using live employees and microphone recording kits.,service_contractor_only,,,,high,no,,db_row_10466,no product name; redacted/N/A/internal-only string
3818,10467,"N/A N/A Enterprise Systems Testing Generative Pre-Trained Transformer (EST Knowledge Source and Documentation AI Tool) The EST GPT project is intended to solve the problem of inefficient and fragmented access to organizational knowledge by creating a centralized, AI-powered repository for documentation, manuals, and legacy data. Currently, employees face delays and inconsistencies when retrieving critical information, leading to wasted time, higher costs, and potential knowledge gaps, particularly during workforce transitions. By leveraging AI, EST GPT will enable quick, accurate, and user-friendly lookup of information, reducing wait times and improving access across the organization. This approach also mitigates the risk of knowledge loss by preserving institutional expertise in a structured, searchable format. As a result, the tool will not only enhance efficiency and decision-making but also deliver cost savings by minimizing duplication of effort and reducing reliance on individual knowledge holders. Ultimately, EST GPT addresses the challenge of knowledge management by ensuring information is always accessible, reliable, and ready to support data-driven operations.",service_contractor_only,,,,high,no,,db_row_10467,no product name; redacted/N/A/internal-only string
3819,10468,N/A N/A Using Text Summarization for Open-Ended Survey Responses Analyzing open-ended survey responses is very time intensive. This project seeks to reduce the time that analysis takes.,service_contractor_only,,,,high,no,,db_row_10468,no product name; redacted/N/A/internal-only string
3820,10469,N/A N/A A6020(b) Combined Annual Wage Reporting Automation N/A,service_contractor_only,,,,high,no,,db_row_10469,no product name; redacted/N/A/internal-only string
3821,10470,"N/A N/A TP360 IRM Research Companion AI is to assistant CSR as Knowledge Management Librarian for natural language querying to find solutions, improving IRM research thus minimizing time spent and redundant research.  Currently CSR do a basic search on SERP https://serp.enterprise.irs.gov/homepage.html and have to browse through the results to find tax related information in IRM while taxpayer is on phone.",service_contractor_only,,,,high,no,,db_row_10470,no product name; redacted/N/A/internal-only string
3822,10471,"N/A N/A Procurement Research Generative AI is new to the acquisition workforce. User research is needed to determine how to make AI-powered procurement systems easy-to-use, highly functional, and accurate for agency employees performing procurement tasks. Further, there is little research on which AI models are most performant for federal procurement tasks. An objective evaluation is needed to compare commercial AI models and possibly fine-tune or otherwise improve AI models for the federal procurement domain.",service_contractor_only,,,,high,no,,db_row_10471,no product name; redacted/N/A/internal-only string
3823,10472,"N/A N/A AI-Augmented Software Modernization and Insight The IRS maintains a large portfolio of complex Java/Spring Boot applications that accumulate technical debt, dependency conflicts, and inconsistent coding practices. Manually identifying outdated libraries, researching upgrade paths, and resolving build failures consumes significant engineering time and slows modernization efforts. AI is intended to reduce this burden by automating research, detecting vulnerabilities, and proposing secure, standards-compliant code improvements.",service_contractor_only,,,,high,no,,db_row_10472,no product name; redacted/N/A/internal-only string
3824,10473,N/A N/A Resume Ranking Engine Career alignment problem by bridging the gap between employees and job opportunities. Employees struggle to understand how well their resume aligns with specific job roles. AI will help to analyze the resume and job descriptions automatically. Rank roles by fit score so employees can know where to focus. Highlight gaps in skills or experience with actionable suggestions. Provide section by section scoring so the employee will know exactly what needs improvement.,service_contractor_only,,,,high,no,,db_row_10473,no product name; redacted/N/A/internal-only string
3825,10474,"N/A N/A AI-Powered Enterprise Standard Portfolio (ESP) for End-to-End Technology Lifecycle The core problem the AI is intended to solve lies in the fragmented and highly manual nature of how commercial off-the-shelf technologies are managed throughout their life cycle. Today, users submit requests for new software or hardware, but determining whether the request duplicates existing tools, whether the technology is still supported, or whether it fits enterprise standards often depends on tribal knowledge, scattered documentation, or siloed teams. This leads to long cycle times, inconsistent risk evaluations, and limited visibility into how many licenses or subscriptions are actually in use. Organizations struggle to manage active and inactive instances across both on-premise and cloud-based environments, making it difficult to optimize costs or ensure that end-of-life and upgrade paths are handled consistently. The lack of seamless hand-offs across cataloging, approval, procurement, deployment, and monitoring workflows contributes further to inefficiency and risk.",service_contractor_only,,,,high,no,,db_row_10474,no product name; redacted/N/A/internal-only string
3826,10475,N/A N/A Form 4546 IDR Question-Answering Automation Use of Large Language Models (LLMs) to automatically assess whether taxpayers have addressed the questions raised by Large Business and International (LB&I) Revenue Agents in Information Document Requests (IDRs) responses.,service_contractor_only,,,,high,no,,db_row_10475,no product name; redacted/N/A/internal-only string
3827,10476,"N/A N/A Vendor Risk Analytics Research on vendor risk analytic methods using supervised learning to assess contractor responsibility and whether a prospective vendor would perform successfully. AI can predict potential vendor inability to perform successfully. This capability has the potential to prevent costly, mission-impacting contracting issues. Seminal research and model training in this area was conducted by IRS and Navy personnel who published this paper (https://calhoun.nps.edu/handle/10945/62901). Subsequent, independent federally funded and academic research studies have also found that AI has the potential to improve contractor source selection decision making.",service_contractor_only,,,,high,no,,db_row_10476,no product name; redacted/N/A/internal-only string
3828,10477,"N/A N/A AI for Schema Development - Online Adaptive Forms The Generative AI Tool will assist our project team in developing schemas on all non-tax, tax-related or tax forms they are converting to mobile/online adaptive versions. The use of these generative AI tools will reduce time spent on this task, freeing up our authors to focus on the form authoring process.",service_contractor_only,,,,high,no,,db_row_10477,no product name; redacted/N/A/internal-only string
3829,10478,N/A N/A Using AI to analyze Taxpayer Burden Survey open-ended responses Large amounts of qualitative data need to be coded to convert to quantitative data for analysis.,service_contractor_only,,,,high,no,,db_row_10478,no product name; redacted/N/A/internal-only string
3830,10480,N/A N/A GenAI Productivity Tool General research and smart assistant functions,service_contractor_only,,,,high,no,,db_row_10480,no product name; redacted/N/A/internal-only string
3831,10481,"N/A N/A GenAI Procurement Tool Streamlines government procurement and contract management by automating compliance checks, bid analysis, and acquisition workflows. It directly supports federal acquisition compliance by validating documentation against procurement rules (such as FAR and DFARS), ensuring audit-readiness, and maintaining transparent, traceable records of contract decisions—minimizing risks of non-compliance in acquisition processes.",service_contractor_only,,,,high,no,,db_row_10481,no product name; redacted/N/A/internal-only string
3832,10483,N/A N/A Programmatic Access to LLMs via API Secure endpoints enabling researchers to submit prompts and receive model output directly within analytical workflows,service_contractor_only,,,,high,no,,db_row_10483,no product name; redacted/N/A/internal-only string
3833,10484,N/A N/A NCCBR Data Validation Pilot AI modules applied to our collection pipelines to flag ingestion errors and assess data quality before analyst review,service_contractor_only,,,,high,no,,db_row_10484,no product name; redacted/N/A/internal-only string
3834,10485,N/A N/A Automated Document Processing Converting legacy PDFs and chart images into structured datasets for faster research ingestion,service_contractor_only,,,,high,no,,db_row_10485,no product name; redacted/N/A/internal-only string
3835,10486,N/A N/A Advanced Anomaly & Changepoint Detection Scaling our topic-attention analytics to signal market shifts in real time,service_contractor_only,,,,high,no,,db_row_10486,no product name; redacted/N/A/internal-only string
3836,10487,N/A N/A Procurement Intelligence AI-powered market monitoring to identify competitive suppliers single-source risks and cost-optimization opportunities,service_contractor_only,,,,high,no,,db_row_10487,no product name; redacted/N/A/internal-only string
3837,10488,N/A N/A Operational Support Bots Chatbots for IT service-desk tasks ticket triage password resets and resource provisioning to free analysts for higher-value work,service_contractor_only,,,,high,no,,db_row_10488,no product name; redacted/N/A/internal-only string
3838,10489,"Accenture Enterprise Data Analytics Platform & Toolset (EDAPT, Impala, Tableau) Repair Spend The AI is to review financial documents and then classify each expense as money spent on ""facility repairs"" or ""not facility repairs"".",service_contractor_only,,,,medium,no,,db_row_10489,leading contractor names; no recognizable product
3839,10491,"Expert AI (Cogito) ARSAzure NAL Automated Indexing Library content grows rapidly every year as knowledge expands, but it isn't possible for a small team of librarians to organize it manually, efficiently, and accurately at scale.",seed_new_alias,,Expert.ai Cogito,expert.ai,high,no,,db_row_10491,pattern match; product_type=nlp
3840,10493,"Coleridge Institute  Democratizing Data Identifies which researchers are using National Agriculture Statistics Service (NASS) data, for what purpose, and when they used it.",seed_new_alias,,Democratizing Data,Coleridge Institute,high,no,,db_row_10493,pattern match; product_type=data_analytics
3841,10501,RedCastle Resources  Forest Health Detection Monitoring This project monitors forest health by detecting tree damage through changes in light patterns collected by satellites.,seed_new_alias,,RedCastle Forest Health,RedCastle Resources,high,no,,db_row_10501,pattern match; product_type=computer_vision
3842,10505,GlobalComm Video Surveillance System Video Surveillance System The purpose of this system is to conduct facial recognition video surveillance to provide enhanced security.,seed_new_alias,,GlobalComm Video Surveillance,GlobalComm,high,no,,db_row_10505,pattern match; product_type=computer_vision
3843,10516,"Accenture Tableau Nutrition Education & Local Access Dashboard The goal of this dashboard is to provide county-level information on nutrition education and local food access, alongside other metrics related to hunger and nutritional health. This interactive dashboard can provide specific details based on the properties of farm to school intensity and size, program activity intensity, demographics, fresh food access, school size, and program participation. These properties allow users to find similar states based on any of these characteristics, opening up opportunities for partnerships with states they may not have considered.",service_contractor_only,,,,medium,no,,db_row_10516,leading contractor names; no recognizable product
3844,10522,"Google Cloud, University of Montana, New Mexico State University Rangeland Analysis Platform Rangeland Analysis Platform Provides ranchers and land managers with information to detect and manage invasive species spread, wildfire risks, woody species encroachment, wildlife habitat condition, and wind erosion risks with high precision across the western U.S.",agency_internal_system_name,,,,low,no,,db_row_10522,Big-tech vendor named but no specific AI product identified; treating as agency program
3845,10528,Amazon Web Services  FSA FLP Chatbot This AI use case is researching program handbooks and generating contextually and factually accurate responses from highly technical Farm Loan Program information.,service_contractor_only,,,,medium,no,,db_row_10528,leading contractor names; no recognizable product
3846,10541,Colorado State University  Equine Operations and Populations Dataset for the U.S. The purpose of this case is to develop a dataset that addresses the problem of not having complete information about where horse farms are located and how many horses they have.,service_contractor_only,,,,medium,no,,db_row_10541,leading contractor names; no recognizable product
3847,10544,Microsoft O365 NASSportal Intranet Agent Quick identification of internal policies and procedures for staff to execute programs,service_contractor_only,,,,medium,no,,db_row_10544,leading contractor names; no recognizable product
3848,10546,"UI Path  Incident Invoice Document Understanding Staff is overburdened by manual document handling, resulting in less time to focus on high-value strategic tasks. This tool automates data extraction from forms and invoices.",service_contractor_only,,,,medium,no,,db_row_10546,leading contractor names; no recognizable product
3849,10560,"Chiral Software  Wildlife Deterrent System The purpose of the AI device is to keep coyotes out of a fenced area by blocking their entry through a gap in the fence, while still allowing other wildlife to pass through.",service_contractor_only,,,,medium,no,,db_row_10560,leading contractor names; no recognizable product
3850,10563,Oregon State University  AI for regional forest mapping and monitoring The purpose of this model is to use existing satellite images and forest survey data from the USDA Forest Service to create detailed maps of forest structures. Continuing research to understand and communicate errors and uncertainties in mapping and to improve algorithms over time.,service_contractor_only,,,,medium,no,,db_row_10563,leading contractor names; no recognizable product
3851,10564,"Google Google NotebookLM, Google Earth Engine IOL Focus Group and Survey Sensemaking Processing and interpretation of questionnaires and transcripts can be slow and tedious. Using Google NotebookLM can improve the process.",seed_new_alias,,Google NotebookLM,Google,high,no,,db_row_10564,pattern match; product_type=general_llm
3852,10570,ProcureSight  ProcureSight The primary use is to assist with market research and responsibility determination.,seed_new_alias,,ProcureSight,ProcureSight,high,no,,db_row_10570,pattern match; product_type=data_analytics
3853,10579,ACCRETE AI Government ARGUS ARGUS AI Supply Chain Interference Identify potential risks in the supply chain.,seed_new_alias,,ACCRETE ARGUS,ACCRETE AI Government,high,no,,db_row_10579,pattern match; product_type=supply_chain
3854,10580,Microsoft ARS AzureGov GovChat AI assistant that helps with time consuming tasks such as getting answers to general inquiries using natural language,agency_internal_system_name,,,,low,no,,db_row_10580,Big-tech vendor named but no specific AI product identified; treating as agency program
3855,10590,"Precision Sustainable Agriculture Group, North Carolina State University Vegetation Specification Suite (VegSpec) Vegetation Specifications Suite (VegSpec) Consistent technical expertise is lacking in the development of conservation practices for producers that need to implement emergency and disaster assistance conservation programs, as well as other voluntary conservation programs",seed_new_alias,,VegSpec,USDA NRCS,high,no,,db_row_10590,pattern match; product_type=scientific_ml
3856,10591,Spatial Front Incorporated NRCS Engineering Tools Suite (NETS) NETS automated waterway design Surveying for and creating engineering designs for relatively simple practices is time consuming and limits getting programs implemented for producers in a timely manner,service_contractor_only,,,,medium,no,,db_row_10591,leading contractor names; no recognizable product
3857,10594,UIPath Studio UIPath Studio Annual Soil Refresh Data Staging Server Automation The process for adding new data to the Staging Server is repetitive and time consuming. We utilize the commercial software UIPath Studio with computer vision to automate this process.,map_to_existing,UiPath Enterprise RPA,,,high,no,,db_row_10594,alias match: 'uipath studio'
3858,10610,"RedCastle Resources  Automated Road Mapping Road and trail maps are essential for effective fire response, forest management, and public safety in wildland areas. Unfortunately, many existing maps are outdated or incomplete. Forest Service employees currently rely on time-consuming and labor-intensive methods like GPS mapping.",seed_new_alias,,RedCastle Forest Health,RedCastle Resources,high,no,,db_row_10610,pattern match; product_type=computer_vision
3859,10612,Wildfire.org Advanced platform for Technical Learning and Analytics in the Sciences (ATLAS) Turbo plan Accelerating environmental planning with tools and services to achieve the Wildfire Crisis Strategy with specific focus around National Environmental Policy Act planning and appraisal process optimization.,seed_new_alias,,ATLAS (Forest Service),USDA Forest Service,high,no,,db_row_10612,pattern match; product_type=data_analytics
