2025 VA AI Use Case Inventory,,,,,,,,,,,,,
Use Case ID,Use Case Name,VA Admin or Staff Office,Development Stage,High-Impact Status,Problem to be Solved,Expected Benefits,AI System Outputs,AI Tech Classification,Topic Area,Custom-Developed Code?,Development Type,Federal Data Catalog Link,Public Open Source Link
VA-24-5140,Discovery MI Gen2,VHA: Veterans Health Administration,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,a) High-impact ,"The Discovery MI Gen2 PET/CT system is intended for CT attenuation corrected, anatomically localized PET imaging of the distribution of positron-emitting radiopharmaceuticals. It is intended to image the whole body, head, heart, brain, lung, breast, bone, the gastrointestinal and lymphatic systems, and other organs. The system is also intended for stand-alone, diagnostic CT imaging.","The introduction of the 30 cm configuration comes with several clinical benefits. Compared to other Discovery MI configurations, the higher AFOV coverage allows a patient to be scanned using fewer field of views and can result in scanning in shorter time. Additionally, sensitivity of the 30 cm system is higher compared to other configurations, like the Discovery MI 25 cm, which assists in dose reduction and better detectability of small lesions.",Produces attenuation corrected PET images.,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",Health & Medical, No,a) Purchased from a vendor,,
VA-24-5169,Genius AI,VHA: Veterans Health Administration,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,a) High-impact ,"Genius AI Detection is a computer-aided detection and diagnosis (CADe/CADx) software device. It is intended to be used with compatible digital breast tomosynthesis (DBT) systems to identify and mark regions of interest, including soft tissue densities (masses, architectural distortions and asymmetries) and calcifications in DBT exams from compatible DBT systems, and provide confidence scores that offer assessment for Certainty of Findings and a Case Score. The device intends to aid in the interpretation of digital breast tomosynthesis exams in a concurrent fashion, where the interpreting physician confirms or dismisses the findings during the reading of the exam.",Support mammographic image analysis.,"For each detected lesion, Genius AI Detection produces CAD results that include the location of the lesion, an outline of the lesion, and a confidence score for that lesion. Genius AI Detection also produces a case score for the entire tomosynthesis exam. Genius AI Detection packages all CAD findings derived from the corresponding analysis of a tomosynthesis exam into a DICOM Mammography CAD SR object and distributes it for display on DICOM compliant review workstations. The interpreting physician will have access to the CAD findings concurrently to the reading of the tomosynthesis exam. In addition, a combination of peripheral information such as number of marks and case scores may be used on the review workstation to enhance the interpreting physician’s workflow by offering a better organization of the patient worklist.","Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",Health & Medical, No,a) Purchased from a vendor,,
VA-24-5222,CT CoPilot,VHA: Veterans Health Administration,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,a) High-impact ,"CT CoPilot is intended for use in automating post-acquisition quantitative analysis of computed tomography (CT) images of the brain for patients aged 18 or older. CT CoPilot performs automatic reformatting, labeling, and quantification of segmentable structures from a set of CT images.","Accelerate image analysis workflows. This software is intended to automate the current manual process of identifying, labeling, and quantifying structures identified on CT images of the brain and to provide automated registration and reformatting of data.","The output of the software provides these values as numerical volumes and images which have been annotated with graphical color overlays, with each color representing a specific segmental structure.","Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",Health & Medical, No,a) Purchased from a vendor,,
VA-24-5263,"Cranial Navigation, Navigation Software Cranial, Navigation Software Craniofacial, Cranial EM System, Automatic Registration iMRI",VHA: Veterans Health Administration,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,a) High-impact ,"Cranial EM is intended as an image-guided planning and navigation system to enable neurosurgery procedures. The device is indicated for any medical condition in which a reference to a rigid anatomical structure can be identified relative to images (Computed Tomography (CT), Computed Tomography Angiography (CTA), X-Ray, MR, Magnetic Resonance Angiography (MRA) and ultrasound) of the anatomy.",Support neurosurgery planning.,"Cranial Navigation is an image guided surgery system for navigated treatments in the field of cranial surgery, including the newly added Craniofacial indication. It offers different patient image registration methods and instrument calibration to allow surgical navigation by using optical tracking technology. The device provides different workflows guiding the user through preoperative and intraoperative steps. Automatic Registration iMRI is an accessory to Cranial Navigation, enabling automatic image registration for intraoperatively acquired MR imaging. The registration object can be used in subsequent applications (e.g. Cranial Navigation 4.1). It consists of the software Automatic Registration iMRI 1.0, a registration matrix, and a reference adapter. Similarly, the Cranial EM System is an image-guided planning and navigation system to enable neurosurgical procedures. It offers instrument handling as well as patient registration to allow surgical navigation by using electromagnetic tracking technology.","Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",Health & Medical, No,a) Purchased from a vendor,,
VA-24-5427,CellaVision DM1200 with the body fluid application,VHA: Veterans Health Administration,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,a) High-impact ,CellaVision DM 1200 with the body fluid application automatically locates and presents images of nucleated cells on cytocentrifuged body fluid preparations. The body fluid application is intended for a differential count of white blood cells.,Accelerate counting and recognition of blood cells.,The system suggests a classification for each cell. The operator verifies the classification and has the opportunity to change the suggested classification of any cell.,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",Health & Medical, No,a) Purchased from a vendor,,
VA-24-5464,Nediser Reports QA,VHA: Veterans Health Administration,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,a) High-impact ,"Nediser is a continuously trained artificial intelligence ""radiology resident"" that assists radiologists in confirming features in radiology images, including x-ray. It helps with workflow efficiency and quality. The program fills in the comparison date, identifies the joint for the appropriate template, performs measurements, and grades arthritis. The output is sent to the radiologist as a draft report. The radiologists use this to save time and improve accuracy. No output is sent to the EHRM or used by other providers.","- Promote standardization of radiology reports as currently their inherent unstructured and narrative style can be subjective, leading to variability. 
- Promote quantitative reporting
- Reduce errors of transcription, such as laterality or no. of views, which the Radiologist has to manually dictate without this software. ","The AI system always requires human in the loop and sends outputs into the radiology report draft. No output is send to the EHRM. The output draft includes comparison dates, measurements, and arthritis grading which the radiologists can review and edit as they finalize the report. ","Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",Health & Medical,Yes,b) Developed in-house,,
VA-24-5468,"CARTO 3 EP Navigation System Software V8.0 (FG-5400-00, FG-5400-00U)",VHA: Veterans Health Administration,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,a) High-impact ,"The CARTO 3 EP Navigation System V8.0, is a catheter-based atrial and ventricular mapping system designed to acquire and analyze navigation catheter’s location and intracardiac ECG signals and use this information to display 3D anatomical and electroanatomical maps of the human heart. The intended use of the CARTO 3 System is catheter-based cardiac electrophysiological (EP) procedures.",Supports identification of and viewing heart activity patterns.,The CARTO 3 System provides information about the electrical activity of the heart and catheter location during the procedure.,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,Health & Medical, No,a) Purchased from a vendor,,
VA-24-5501,Care Assessment Needs (CAN) Score,VHA: Veterans Health Administration,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,a) High-impact ,Identify patients at potential risk for 90 day hospitalization and 90 day mortality: CAN 3.0 is a pair of logistic regression models that risk stratify Veterans by their likelihood of 90-day mortality and 90-day hospitalization  ,Help providers care for patients - the outputs of the AI systems is an additional resource for care providers ,"Risk of 90-day hospitalization or 90-day death
",Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,Health & Medical,Yes,b) Developed in-house,,
VA-24-5509,Cartesion Prime (PCD-1000A/3) V10.15,VHA: Veterans Health Administration,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,a) High-impact ,The system is intended to acquire PET images of any desired region in the whole body and CT images of the same region (used for attenuation correction or image fusion) to detect the location of positron emitting radiopharmaceuticals in the body with the obtained images.,"This information can assist with the research, detection, localization, evaluation, diagnosis, staging, restaging, and follow-up of diseases and disorders as well as their therapeutic planning and therapeutic outcome assessment.",Denoised images.,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",Health & Medical, No,a) Purchased from a vendor,,
VA-24-5542,VA CART SYNTAX Risk Model,VHA: Veterans Health Administration,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,a) High-impact ," The VA CART SYNTAX risk model predicts 30-day post-Percutaneous Coronary Intervention (PCI) mortality, using a combination of clinical and anatomic variables. The model is available to facilitate personalized informed consent discussions and appropriate preparation for high-risk PCI cases.
",More informed personalized discussions with patients: The model is available to facilitate personalized informed consent discussions and appropriate preparation for high-risk PCI cases,"The calculated score indicates a risk of major adverse cardiovascular events (death, Myocardial infarction (MI), stroke, and repeat revascularization) over time. ",Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,Health & Medical,Yes,b) Developed in-house,,
VA-24-5583,VA CART Mortality Model,VHA: Veterans Health Administration,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,a) High-impact ," The VA CART mortality risk model is based on logistic regression using baseline clinical and procedural variables to predict post-PCI 30-day mortality. The model is available to facilitate risk stratification at the point of care.
",More informed personalized discussion with the patient - the outputs of the AI system is an additional resource for care providers ,The probability of post-Percutaneous Coronary Intervention (PCI) 30-day mortality ,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,Health & Medical,Yes,b) Developed in-house,,
VA-24-5624,VA CART Nephropathy Risk Model,VHA: Veterans Health Administration,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,a) High-impact ,The VA CART nephropathy risk model is based on logistic regression using baseline clinical and procedural variables to predict Post-Percutaneous Coronary Intervention (PCI) acute kidney injury (AKI). The model is available to facilitate risk stratification at the point of care. In operations and maintenance.,More informed personalized discussions with patients,Probability of post-PCI AKI,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,Health & Medical,Yes,b) Developed in-house,,
VA-24-5632,"Brainlab Elements Image Fusion, Contouring (4.5);Image Fusion (4.5);Fibertracking (2.0);BOLD MRI Mapping (1.0);Image Fusion Angio (1.0)",VHA: Veterans Health Administration,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,a) High-impact ,"Brainlab Elements are software applications indicated for the processing of medical image data to support the intended user group to perform image guided surgery and radiation treatment planning. The Brainlab Elements 6.0 are applications that transfer Digital Imaging and Communications in Medicine (DICOM) data to and from picture archiving and communication systems (PACS) and other storage media devices. They include modules for 2D & 3D image viewing, image processing, image co-registration, image segmentation and a 3D visualization of medical image data for treatment planning procedures.",Accelerate imaging workflows.,Tumor segmentation estimates.,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",Health & Medical, No,a) Purchased from a vendor,,
VA-24-5714,BioPlex 2200 ANA Screen with Medical Decision Support Software for Use with BioPlex 2200 Multi-Analyte Detection System,VHA: Veterans Health Administration,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,a) High-impact ,"The BioPlex 2200 Medical Decision Support Software (MDSS) is a pattern recognition algorithm that can enhance the performance of the Antinuclear Antibody (ANA) Screening associated diagnostic patterns, among its multiple assay results.",Support antibody screening procedures.,The MDSS can suggest one or more possible disease associations after identifying patterns from antibody results.,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,Health & Medical, No,a) Purchased from a vendor,,
VA-24-5788,VA CART Bleeding Risk Model,VHA: Veterans Health Administration,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,a) High-impact ,"The VA CART bleeding risk model is based on logistic regression, using baseline clinical and procedural variables to predict post-Percutaneous Coronary Intervention (PCI) in-hospital bleeding events. The model is available to facilitate risk stratification at the point of care. It is in operations and maintenance.",The model is available to facilitate risk stratification at the point of care. The outputs of the AI systems is an additional resource for care providers.,Probability of post-PCI bleed prior to hospital discharge ,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,Health & Medical,Yes,b) Developed in-house,,
VA-24-5796,"Biograph Vision, Biograph MCT Family Of PET/CTs",VHA: Veterans Health Administration,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,a) High-impact ,"The Biograph Vision and Biograph mCT systems provide registration and fusion of high-resolution metabolic and anatomic information from the two major components of each system (Positron emission tomography (PET) and computed tomography (CT)). These systems are designed for whole body oncology, neurology and cardiology examinations.",Accelerate imaging workflows.,Aligned and fused images.,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",Health & Medical, No,a) Purchased from a vendor,,
VA-24-5837,AutoContour Model RADAC V3,VHA: Veterans Health Administration,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,a) High-impact ,AutoContour is intended to assist radiation treatment planners in contouring and reviewing structures within medical images in preparation for radiation therapy treatment planning.,Accelerate radiation therapy treatment planning workflows.,Generates contours for radiation therapy planning.,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",Health & Medical, No,a) Purchased from a vendor,,
VA-24-5960,"Aplio i900, Aplio i800 and Aplio i700 Software V8.1 Diagnostic Ultrasound System",VHA: Veterans Health Administration,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,a) High-impact ,"The Diagnostic Ultrasound System Aplio i900 Model TUS-AI900, Aplio i800 Model TUS-AI800, Aplio i700 Model TUS-AI700 are indicated for the visualization of structures and dynamic processes within the human body, using ultrasound, and to provide image information for diagnosis in the following clinical applications: fetal, abdominal, intra-operative (abdominal), pediatric, small organs (thyroid, breast and testicle), trans-vaginal, trans-rectal, neonatal cephalic, adult cephalic, cardiac (both adult and pediatric), peripheral vascular, transesophageal, musculo-skeletal (both conventional and superficial), laparoscopic and Thoracic/Pleural. This system provides high-quality ultrasound images in the following modes: B mode, M mode, Continuous Wave, Color Doppler, Pulsed Wave Doppler , Power Doppler and Combination Doppler, as well as Speckle-tracking, Tissue Harmonic Imaging, Combined Modes, Shear wave, Elastography, and Acoustic attenuation mapping. This system is suitable for use in hospital and clinical settings by physicians or legally qualified persons who have received the appropriate training. In addition to the aforementioned indications for use, when the Endoscopic Ultrasound (EUS) transducer GF-UCT180 is connected, Aplio i800 Model TUS-AI800/E3 provides image information for the diagnosis of the upper gastrointestinal tract and surrounding organs.",Accelerate ultrasound workflows.,Generates automated measurements of imaged structures.,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",Health & Medical, No,a) Purchased from a vendor,,
VA-24-6001,"Alignment System Cranial, Alignment Software Cranial, Cirq Alignment Software Cranial Biopsy, Cirq Alignment Software Cranial sEEG, Varioguide Alignment Software Cranial",VHA: Veterans Health Administration,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,a) High-impact ,Alignment System Cranial is intended to support the surgeon in planning and achieving a trajectory with surgical instruments during cranial stereotactic procedures. The indications for use are biopsy of intracranial lesions and placement of stereoelectroencephalography (SEEG) electrodes.,Accelerate surgery planning workflows.,This Machine Learning (ML) based functionality is used as an aid in the registration step (in surface matching) by allowing a pre-registration based on guide points (which are delivered by this algorithm). This pre-registration step is not mandatory.,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",Health & Medical, No,a) Purchased from a vendor,,
VA-24-6042,"Acumen Hypotension Prediction Index - EV1000 Clinical Platform, Acumen Hypotension Prediction Index - Hemosphere Advanced Monitoring Platform, Acumen Hypotension Prediction Index, Hemosphere Advanced Monitoring Platform - Pressure",VHA: Veterans Health Administration,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,a) High-impact ,The Edwards Lifesciences Acumen Hypotension Prediction Index feature provides the clinician with physiological insight into a patient’s likelihood of future hypotensive events (defined as mean arterial pressure < 65 mmHg for at least one minute in duration) and the associated hemodynamics. The Acumen HPI feature is intended for use in surgical or non-surgical patients receiving advanced hemodynamic monitoring. The Acumen HPI feature is considered to be additional quantitative information regarding the patient’s physiological condition for reference only and no therapeutic decisions should be made based solely on the Hypotension Prediction Index (HPI) parameter.,Support hypotension monitoring.,Provides a prediction of patient's likelihood of future hypotensive events.,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,Health & Medical, No,a) Purchased from a vendor,,
VA-25-1506,Continuous Glucose Monitoring Summary,VHA: Veterans Health Administration,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,a) High-impact ,Reduce work hours associated with manually scouring Ambulatory Glucose Profile metrics and reduce transcription errors while copying and pasta data between medical tools and platforms.,Provide a holistic view of patient data and improve medical providers' efficiency in caring for patients.,"Summarized Ambulatory Glucose Profile metrics over a 14-day period in a Power BI dashboard that is accessible from Virtual Care Manager, Clinical Data Services, and Electronic Health Record.","Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",Health & Medical,Yes,b) Developed in-house,,
VA-25-1891,CarestreamCS 9600,VHA: Veterans Health Administration,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,a) High-impact ,"CS 9600 is an extraoral system intended to produce two-dimensional and three-dimensional digital X-ray images of the dento-maxilofacial, ENT (Ear, Nose and Throat), cervical spine and wrist regions at the direction of healthcare professionals, as diagnostic support for pediatric and adult patients. ",Accelerate dental imaging workflows.,Provides recommended alignment for dental imaging system.,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",Health & Medical, No,a) Purchased from a vendor,,
VA-25-2045,No Missed Malignancy (NMM),VHA: Veterans Health Administration,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,a) High-impact ,Enhance clinical decision support capabilities and provide information not easily obtained through existing systems so that abnormal radiology findings are acted upon promptly—reducing risk of delayed cancer diagnoses and aligning with federal standards for patient safety and clinical accountability. The model has been successfully deployed to production.,"By summarizing pending and processed alerts and expanding support to additional stations, this solution can increase efficiency and provide clinicians with critical information not easily accessible through existing CPRS/VistA systems",PowerBI report,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,Health & Medical,Yes,a) Purchased from a vendor,,
VA-25-2168,Sleep Apnea,VHA: Veterans Health Administration,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,a) High-impact ,"Improve Veteran care by increasing access to diagnosis and treatment of Veterans at high risk for sleep apnea, a condition that is not recognized in an estimated 80-90% of people who have it but poses significant negative impact on quality of life, productivity, sleep satisfaction, daytime fatigue, motor vehicle accidents, hypertension, and possibly other comorbidities(associations via observational trials of sleep apnea and cardiovascular morbidity and mortality)

The AI solution predicts a patient's risk of Sleep Apnea. Clinicians use this information to increase access to diagnosis and treatment of patients at high risk for sleep apnea.  A data pipeline, not a person, gathers the data and a LLM summarizes the information.  Outputs are graded by humans to determine accuracy.",Increased efficiency in delivering healthcare.,Power BI Reports predicting a patients risk of Sleep Apnea. ,"Natural Language Processing: AI that processes, interprets, and shares information in human language.",Health & Medical,Yes,a) Purchased from a vendor,,
VA-25-2209,Coordinated Care Tracking System (CCTS) Generative AI Support,VHA: Veterans Health Administration,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,a) High-impact ,"To support the CCTS application we have created a generative AI pipeline that goes through all of the radiology and pathology notes for a day and extracts all references to all cancer related findings (tumors, nodules, masses, etc) and extracts all of the characteristics and comments of the findings.  These extracts will then be integrated in the CCTS application to ensure that proper diagnostic codes have been added to the scans so that a dangerous tumor is not missed.  There is no fine-tuning with this system.  Extracts from the notes are graded by humans to assess accuracy. This will provide insights to inform case follow up, scalable computing power for the CCTS clinical application​.
",Increased efficiency in healthcare delivery.,CCTS application,"Natural Language Processing: AI that processes, interprets, and shares information in human language.",Health & Medical,Yes,a) Purchased from a vendor,,
VA-25-2516,Siemens Sequoia Crown,VHA: Veterans Health Administration,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,a) High-impact ,"The ACUSON Sequoia and Sequoia Select ultrasound imaging systems are intended to provide images of, or signals from, inside the body by an appropriately trained healthcare professional in a clinical setting for the following applications: Fetal, Abdominal, Pediatric, Neonatal Cephalic, Small Parts ,Obstetrics & Gynecology (OB/GYN) (useful for visualization of the ovaries, follicles, uterus and other pelvic structures), Cardiac, Pelvic, Vascular, Adult Cephalic, Musculoskeletal and Peripheral Vascular applications.",Accelerate ultrasound workflows.,Provides automated measurements of imaged structures.,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",Health & Medical, No,a) Purchased from a vendor,,
VA-25-4280,Philips 7300 C,VHA: Veterans Health Administration,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,a) High-impact ,"AI-assisted Smart Collimation Thorax algorithm, developed by Philips, adjusts detector height and proposes collimation for each chest upright patient individually, based upon data from a 3D Camera.","Smart Collimation Thorax reduces exam time by up to 35 seconds, resulting in potential daily time savings of 20 minutes for the medical team.",Recommended settings for imaging process.,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",Health & Medical, No,a) Purchased from a vendor,,
VA-25-4673,ARANZ Medical Silhouette Wound Management System,VHA: Veterans Health Administration,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,a) High-impact ,"Evaluate parameter, depth, and area of a wound (image): The ARANZ Medical Silhouette system is employed in the VA for monitoring and tracking wounds. ","Enhance patient outcome by providing non-biased wound metrics and healing data. Automatically
detecting wounds in this manner can save the user time and improve the consistency
of wound detection and the measurements that result.",Charts and graphs representing wound progression and healing: Silhouette employs Machine Learning (ML) algorithms to automatically detect the wound boundary in an image of a wound that has been captured by the user.,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",Health & Medical,No,a) Purchased from a vendor,,
VA-25-4960,VASQIP Mortality Calculator,VHA: Veterans Health Administration,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,a) High-impact ,"Tracking Surgical Outcomes: Collecting data on surgical procedures and outcomes, such as complications, morbidity, and mortality rates.

Benchmarking Performance: Comparing surgical outcomes at VA facilities against national standards and best practices to identify areas where performance can be improved.

Quality Improvement Initiatives: Implementing targeted interventions and quality improvement projects based on the analysis of collected data to enhance patient care.

Reporting and Accountability: Providing regular reports on surgical outcomes and quality metrics to promote transparency and accountability within the VA healthcare system.

","Increase Veteran safety for surgical procedures. Enhance patient outcomes by rigorously collecting and analyzing surgical data, identifying areas for improvement, and implementing evidence-based practices.","The Veterans Affairs Surgical Quality Improvement Program (VASQIP) uses the Observed-to-Expected (O/E) ratio as a key metric to evaluate surgical outcomes. The O/E ratio is a statistical measure that compares the actual (observed) outcomes of surgical procedures to the expected outcomes based on national benchmarks and risk-adjusted models. 

", Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,Health & Medical,Yes,b) Developed in-house,,
VA-25-5001,Frailty Risk Analysis,VHA: Veterans Health Administration,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,a) High-impact ,Define frailty in surgical patients: screen for potential frailty in pre-surgical patients,Alignment of recommended therapies with patient goals. There is a single threshold for a Risk Analysis Index (RAI) score over which severe frailty is considered to exist and that prompts clinicians to have additional discussions of goals of care with Veterans. There is no required action or mandated restriction of care.,Risk analysis index score of frailty.  ,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,Health & Medical,Yes,b) Developed in-house,,
VA-25-5189,Butterfly iQ3 Ultrasound System,VHA: Veterans Health Administration,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,a) High-impact ,"The Butterfly iQ3 Ultrasound System is indicated for use by qualified and trained healthcare professionals to enable diagnostic ultrasound imaging and measurement of anatomical structures and fluids of adult and pediatric patients for the following clinical applications: Peripheral Vessel (including carotid, deep vein thrombosis and arterial studies), Small Organs (including thyroid, scrotum and breast), Cardiac, Abdominal, Lung, Procedural Guidance, Urology, Fetal/Obstetric, Gynecological, Musculoskeletal (conventional), Musculoskeletal (superficial) and Ophthalmic.",Accelerates ultrasound workflows.,The purpose of the Auto B-line Counter is to provide automated detection and automatic calculation of the number of B-lines to a user in a given rib space and also provides the users the capabilities of reviewing the detected B-lines (via visual overlays). The overlay of B-lines does not mark images for detection of specific pathologies. The Auto B-line Counter enables the automated identification and count of B-lines during a lung scan and is integrated into the existing Butterfly iQ/iQ+ mobile application for use with the Butterfly iQ or iQ+ transducers.,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",Health & Medical,No,a) Purchased from a vendor,,
VA-25-5313,CareView Patient Safety System,VHA: Veterans Health Administration,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,a) High-impact ,It monitors patient movement to watch out for fall risks.,Enhance patient outcomes and safety,Sends alert to central nurse station when assistance is needed,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",Health & Medical,No,a) Purchased from a vendor,,
VA-25-6290,GE Omni Legend,VHA: Veterans Health Administration,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,a) High-impact ,"The Omni Legend positron emission tomography (PET)/computed tomography scan (CT) system is intended for CT attenuation corrected, anatomically localized PET imaging of the distribution of positron-emitting radiopharmaceuticals. It is intended to develop an image of the whole body, head, heart, brain, lung, breast, bone, gastrointestinal and lymphatic systems, and other organs. The system is also intended for stand-alone, diagnostic CT imaging.",Accelerates imaging workflows.,Denoised images.,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",Health & Medical, No,a) Purchased from a vendor,,
VA-24-1815,"Analytics, Data, and Decision Support Unified Platform (ADDSUP)","OALC: Office of Acquisitions Logistics, and Construction",c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,c) Not high-impact,Reduce unmanaged and inefficient spend and duplicative contracts. Provide proper analytics of VA spend and Data Sharing across the agency. ,"- Increased Spend Under Management and improved cost avoidance ($20B realized so far).
- Improved acquisition time and quality of acquisition packages. ",Data analytics resulting from the canvasing of over 900K acquisition documents. Prescriptive analytics identifying proper acquisition strategies. ,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,Procurement & Financial Management,No,c) Developed with both contracting and in-house resources,,
VA-25-1020,AI Microlearning (OttoLearn),"OALC: Office of Acquisitions Logistics, and Construction",c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,c) Not high-impact,"The VA Acquisition Academy’s (VAAA) Acquisition Intern Program (AIP) trains 1102 contract specialists. The 12-month program (including one-month post training support) consists of face-to-face and virtual classroom training at the VA Acquisition Academy and On-The-Job Training (OJT) at contracting sites across the United States. Periods of academic training are followed by longer periods of OJT. Unfortunately, due to the dynamic nature of the acquisition field offices, interns are often not able to focus on the acquisition lifecycle steps and content they learned during the previous classroom training block. With the introduction of a comprehensive national certification exam (FAC-C/P exam) in 2023, we needed to help our interns better retain the information they learned during the academic training blocks while out on OJT. This use case is intended to combat learning loss during long periods of OJT, which may have a severely negative impact on interns’ ability to pass the FAC-C/P certification exam.","Increased first time pass rate of taking the FAC-C/P certification exam. 
During the pilot year, the interns that used the software the most passed the certification exam at a rate of 94%, while those in the same class who used the software the least passed at a rate of 76%.","The only outputs are the training use outputs (usage rates, mastery levels, knowledge gaps, etc.)",Agentic AI: AI systems that perform tasks or make decisions autonomously with minimal human intervention.,Human Resources,No,a) Purchased from a vendor,,
VA-24-1897,VA Section 508 Office URL Ownership Prediction Model,OIT: Office of Information & Technology,c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,c) Not high-impact,"Inaccurate identification of URL ownership for webpages and documents leads to inefficiencies in remediation processes, delays in addressing issues, and gaps in monitoring and reporting. These issues ultimately undermine effective management and compromise the quality of electronic products for Veterans and their beneficiaries.","The AI system reduces the level of effort and turnaround time for the OIT 508 Office to curate URLs and coordinate with VA Administrations to review and, as necessary, remediate URLs for accessibility compliance.  In the absence of the AI system both the 508 Office and VA Administrations would be required to undertake a lengthy and iterative process to identify the VA Administration that is the formal owner of a URL.","The AI Model has two outputs.  1) Agency Owner with responses as: VHA, VBA, NCA, VACO, OIT, OCTO, and Unknown.  2) Prediction Score ranging from 0 to 1.  The system is comprised of manually executed scripts using the AI model on local GFE.  Besides the AI model, the scripts additionally apply manually constructed business rules and create prepopulated excel files for each VA Administration to use for quarterly reviews and data entry.",Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,Information Technology,No,b) Developed in-house,,
