agency_abbreviation,ai_classification_2025,ai_sophistication_2025,architecture_type_2025,bureau,commercial_ai,deployment_scope_2025,dev_method,dev_stage,entry_type_2025,expected_benefits_2025,is_coding_tool_2025,is_cots_commercial_2025,is_enterprise_wide_2025,is_general_llm_access_2025,is_generative_ai_2025,is_microsoft_copilot_2025,lineage_status,name_2025,outputs,problem_statement_2025,proposed_ai_sophistication,proposed_architecture_type,proposed_confidence,proposed_deployment_scope,proposed_entry_type,proposed_is_anthropic,proposed_is_aws_ai,proposed_is_coding_tool,proposed_is_cots_commercial,proposed_is_enterprise_wide,proposed_is_general_llm_access,proposed_is_generative_ai,proposed_is_github_copilot,proposed_is_google,proposed_is_microsoft_copilot,proposed_is_openai,proposed_is_public_facing,proposed_reasoning,proposed_scope_detail,proposed_tool_product_name,proposed_tool_vendor,proposed_use_type,purpose_benefits,system_name_2025,system_outputs_2025,tool_product_name_2025,tool_vendor_2025,uc_2024_id,uc_2025_id,use_case_id_2024,use_case_name,use_type_2025,vendor_name_2025,w2_flags_json,w2_reasoning,w2_tagged_by,wave1_ai_sophistication,wave1_architecture_type,wave1_confidence,wave1_deployment_scope,wave1_entry_type,wave1_is_anthropic,wave1_is_aws_ai,wave1_is_coding_tool,wave1_is_cots_commercial,wave1_is_enterprise_wide,wave1_is_general_llm_access,wave1_is_generative_ai,wave1_is_github_copilot,wave1_is_google,wave1_is_microsoft_copilot,wave1_is_openai,wave1_is_public_facing,wave1_reasoning,wave1_scope_detail,wave1_tool_product_name,wave1_tool_vendor,wave1_use_type
HHS,,,,CMS,None of the above.,,Developed with contracting resources.,Implementation and Assessment,,,,,,,,,retired_2024,,It will automate the processing and analysis of acquisition plans and classify them as IT-related or non-IT.,,,,,,bespoke_application,,,,,,,,,,,,,,,,,,"The business process it will affect involves the processing and analysis of acquisition plans (APs).

It will help by streamlining the manual steps involved in validating and classifying acquisition plans, reducing the time and effort required.",,,,,,,34856,ICPG Governance Tool,,,"[""internal_inconsistency""]",entry_type=product_deployment but tool_product_name is empty,wave2b-retired,classical_ml,unknown,medium,bureau,product_deployment,,,,1,0,,0,,,,,,Named product deployment: 'and classifying acquisition pla' → classical_ml.,CMS,,,administrative
HHS,Classical/Predictive Machine Learning,classical_ml,inference_only,CMS,None of the above.,enterprise_wide,Developed with contracting resources.,Implementation and Assessment,bespoke_application,"Accelerates the time for subject matter experts (SMEs) to find relevant data and content lost within images, hand-written documents, emails, and other artifacts and provides this in in a one-stop-shop user experience. Allows users to search through millions of documents quickly and makes data accessible to everyone in the HFP and not just those who have backend access. Extracting text from these artifacts makes it available for further analysis and natural language processing. Data can be further processed to detect sentiment, entities, key phrases, syntax, and topics. AWS and API based architecture brings a flexible and scalable framework to HFP to facilitate search use cases while enabling a cost-effective solution. Shared infrastructure for unstructured and structured intelligent search capabilities minimizes cost across CFSAN offices who have this same need.",0,1,1,0,0,0,renamed,Data Ingestion and Content Explorer (DICE),"It will extract relevant insights and recommendations from the ICIPs, making use of a RAG-based architecture, and present them through a natural language interface. This interface will allow users to interact with the documents and retrieve the information they need easily.","Multiple stakeholders across HFP have the business need to search for content within artifacts and documents uploaded to various systems. For systems like CARA and CARTS, document search capabilities are limited due to the Appian technology stack utilized by these systems. As the Human Food Data Platform continues to grow, it will also need to provide SMEs with the capability to search within the data platform. Offices need a quicker way to search for content within documents and databases to find relevant data across a multitude of use cases including regulatory and compliance reviews, outbreak response investigation, and research tracking and administration. Additionally, multiple HFP offices have business processes requiring extracting structured data from unstructured documents for data analysis, regulatory reviews, and other business intelligence insights which are currently supported through manual operations. DICE will enable SMEs to obtain properly formatted structured data from unstructured data sources.",,,,,,,,,,,,,,,,,,,,,,,"It will affect the process of document analysis, specifically the analysis of ICIP documents.

It will help in  ICIP document analysis, with the goal of extracting of insights and recommendations from these documents.",,"The system includes a user interface that allows users to view returned search results, templatize unstructured documents using the intelligent document processing workflow, and view extracted text with confidence scores from unstructured documents.",Aretec SEARCH,Aretec,34857,134074,34857,Innovation Center Investment Proposal (ICIP) Model Analysis POC,administrative,"Trigent Solutions Inc, Digitrix LLC","[""material_divergence""]",is_generative_ai 2024=1 vs 2025=0; ai_sophistication LLM-class shift general_llm→classical_ml; scope bureau→enterprise_wide (≥2 tiers),wave2a-renamed-split,general_llm,rag_pipeline,high,bureau,bespoke_application,,,,1,0,,1,,,,,,In-house wrapper/RAG over foundation model: 'a RAG-based architecture' → general_llm.,CMS,,,administrative
HHS,,,,CMS,None of the above.,,Developed with contracting resources.,Implementation and Assessment,,,,,,,,,retired_2024,,"It will assist in normalizing labor categories, enabling the OAGM team to easily identify the most relevant labor category despite the variations in naming conventions found in business proposals.",,,,,,bespoke_application,,,,,,,,,,,,,,,,,,"The business process it will affect involves the analysis of historical price history/trends for labor categories in business proposals for the Office of Acquisition and Grants Management (OAGM).

It will help OAGM make better decisions on future contracts by providing them with a comprehensive and standardized view of historical price data for labor categories.",,,,,,,34858,OAGM Rate Card,,,"[""internal_inconsistency""]",entry_type=product_deployment but tool_product_name is empty,wave2b-retired,classical_ml,unknown,medium,office,product_deployment,,,,1,0,,0,,,,,,Named product deployment: 'The business process it will affect involves the analysis of historical price' → classical_ml.,CMS,,,administrative
HHS,Generative AI,agentic,inference_only,CMS,None of the above.,enterprise_wide,Developed with contracting resources.,Implementation and Assessment,product_deployment,"CCSQ Now Assist for CSM (Customer Service Management) is a product inside ServiceNow (SaaS).  It integrates Gen AI with CSM, and uses Now LLM (ServiceNow native Large Language Model) to generate contents based on machine learning (ML).  Now Assist for CSM helps agents to improve productivity and efficiency and deliver better services.    Improve agents' responsiveness and productivity * Quickly get familiar with a case/chat by getting case/chat summarization * Quickly resolve the case by using auto-generated resolution notes.",0,1,1,1,1,0,continued,CCSQ Now Assist for CSM,"Agents have quick access to 
- Case summarization
- Chat and agent hand-off summarization
- Resolution Notes Generation","CCSQ Now Assist for CSM (Customer Service Management) is a product inside ServiceNow (SaaS).  It integrates Gen AI with CSM, and uses Now LLM (ServiceNow native Large Language Model) to generate contents based on machine learning (ML).  Now Assist for CSM helps agents to improve productivity and efficiency and deliver better services.    Improve agents' responsiveness and productivity * Quickly get familiar with a case/chat by getting case/chat summarization * Quickly resolve the case by using auto-generated resolution notes.",,,,,,,,,,,,,,,,,,,,,,,"CCSQ Now Assist for CSM (Customer Service Management) is a product inside ServiceNow (SaaS).  It integrates Gen AI with CSM, and uses Now LLM (ServiceNow native Large Language Model) to generate contents based on machine learning (ML).  Now Assist for CSM helps agents to improve productivity and efficiency and deliver better services.  

Improve agents' responsiveness and productivity
* Quickly get familiar with a case/chat by getting case/chat summarization
* Quickly resolve the case by using auto-generated resolution notes.",Quality Service Center (QSC),Agents have quick access to  - Case summarization - Chat and agent hand-off summarization - Resolution Notes Generation,ServiceNow Now Assist,ServiceNow,34859,133960,34859,CCSQ Now Assist for CSM,it_operations,,"[""drift_legitimate""]",scope grew narrow->broad (bureau->enterprise_wide); likely real rollout,wave2a-continued,agentic,inference_only,high,bureau,bespoke_application,,,,1,0,,1,,,,,,In-house wrapper/RAG over foundation model: 'Now LLM (ServiceNow native' → agentic.,CMS,,,mission_critical
HHS,Natural Language Processing (NLP),general_llm,inference_only,CMS,None of the above.,enterprise_wide,Developed with contracting resources.,Acquisition and/or Development,bespoke_application,"AI Workspace provides a hosted development environment with access to AI tooling including LLMs, enabling CMS teams to conduct early-stage AI exploration and experimentation that can lead to innovative solutions",0,1,1,1,1,0,continued,AI Workspace,"It utilizes data science tooling, large language models, and other approved AWS services such as Sage Maker and Bedrock to provide a secure and supportive environment for AI experimentation and prototype development.","Hosted development env with access to AI tooling, including LLMs for use in early stage exploration.",,,,,,,,,,,,,,,,,,,,,,,"The business process this affects involves the ability to easily run AI experiments in a safe and secure environment. 

It helps by reducing barriers to AI experimentation, supporting strategic AI infrastructure enablement, and providing hands-on experience for teams to learn and understand the potential risks and benefits of AI.",CEDAR,"AI Workspace provides a hosted development environment that enables end users to create code, with the organizational impact being rapid exploration of AI ideas to validate technical feasibility, viability, and desirability of potential solutions.",Microsoft Teams,Microsoft,34860,133961,34860,AI Workspace,it_operations,Skyward Solutions,"[""drift_legitimate""]",scope grew narrow->broad (bureau->enterprise_wide); likely real rollout,wave2a-continued,general_llm,inference_only,high,bureau,bespoke_application,,1,,1,0,,1,,,,,,"In-house wrapper/RAG over foundation model: 'ta science tooling, large language' → general_llm.",CMS,AWS Bedrock,AWS,administrative
HHS,Natural Language Processing (NLP),general_llm,custom_trained,CMS,None of the above.,enterprise_wide,Developed with both contracting and in-house resources.,Acquisition and/or Development,custom_system,"Speeds up the manual and time-consuming process of survey review and citing nursing home deficiencies, reported on CMS Form 2567, by employing advanced natural language processing and machine learning technologies.",0,0,1,0,1,0,continued,Citation Analysis and Survey Assistant (CASA - Nursing Home Survey CMS 2567),"It will allow for real-time interaction with survey data, facilitating a deeper understanding of trends and individual case specifics. By flagging discrepancies in citations and providing a robust platform for detailed analysis. CASA supports CMS’s mission to ensure high standards of care and accountability in nursing homes","CASA enhances the efficiency and effectiveness of monitoring and reviewing nursing home surveys across the US. It enhances how the Quality, Safety, and Oversight Group (QSOG) and Survey Operations Group (SOG) assess how State Survey Agencies (SSAs) are citing nursing home deficiencies, reported on CMS Form 2567, by employing advanced natural language processing and machine learning technologies.",,,,,,,,,,,,,,,,,,,,,,,"2567 (CASA) enhances the efficiency and effectiveness of monitoring and reviewing nursing home surveys across the US. It enhances how the Quality, Safety, and Oversight Group (QSOG) and Survey Operations Group (SOG) assess how State Survey Agencies (SSAs) are citing nursing home deficiencies, reported on CMS Form 2567, by employing advanced natural language processing and machine learning technologies.

 The system would support the Nursing Home Survey CMS Form 2567 survey work allowing QSOG and SOG staff to follow up on cases of under and over citations at the facilities that are flagged by the system and sent to the State Agencies",CDRAP,"An application which provides Nursing Home Oversight groups an interface to view, track and utilize all the features supported by aforementioned ML/AI powered processes.",,,34861,133962,34861,Citation Analysis and Survey Assistant (CASA - Nursing Home Survey CMS 2567),it_operations,,"[""drift_legitimate"", ""material_divergence""]",is_generative_ai 2024=0 vs 2025=1; scope grew narrow->broad (bureau->enterprise_wide); likely real rollout; agency added generative AI between cycles,wave2a-continued,nlp_specific,custom_trained,medium,bureau,bespoke_application,,,,,0,,0,,,,,,In-house wrapper/RAG over foundation model: 'employing advanced natural language processing' → nlp_specific.,CMS,,,mission_critical
HHS,,,,CMS,None of the above.,,Developed with both contracting and in-house resources.,Acquisition and/or Development,,,,,,,,,retired_2024,,"The AI will scrape known websites and monitor relevant resource mailboxes, use a categorization algorithm, and summarize and format the significant events each morning.",,,,,bureau,,,,,,,,,,,,,,,,,,,"EPRO is responsible for developing agency-wide situation reports from various open web and email materials. 

More effective prioritization and processing of materials for situational awareness, faster delivery of usable work product to decision-makers agency-wide. The manual process takes 2-3 hours per day, and the AI system will reduce the work to a human quality assurance/inspection step estimated to take approximately 30 minutes.",,,,,,,34862,Hazards & Threats Awareness Data Processing Automation,,,"[""misclassified_lifecycle""]",dev_stage='Acquisition and/or Development' (pre-deployment) but deployment_scope='enterprise_wide' — pre-deployment system can't be broadly rolled out,wave2b-retired,general_llm,inference_only,medium,enterprise_wide,generic_use_pattern,,,,,1,,1,,,,,,Agency-wide pattern: 'and summarize and format the sig' → general_llm.,CMS,,,administrative
HHS,Classical/Predictive Machine Learning,agentic,unknown,CMS,None of the above.,enterprise_wide,Developed with contracting resources.,Acquisition and/or Development,product_deployment,"The AI tool will help automate the eligibility review process, reducing time-intensive manual steps and increasing consistency of results.",0,1,1,0,1,0,continued,Independent Dispute Resolution (IDR) Eligibility Rules Engine,"Use of artificial intelligence (AI) models to identify the presence or absence of necessary data points within documentation.  AI tool searches documentation to identify and store necessary data points such as document title, file type, payment date, service code, claim number, and date of service.",The current Independent Dispute Resolution (IDR) Technical Assistance (TA) process is very manual and time intensive which limits throughput.  The rules engine should significantly expedite processing and expand capacity. Automating more of the process may also increase consistency across recommendations and result in a more predictable timeframe for the workflow by better positioning disputes for analyst review.,,,,,,,,,,,,,,,,,,,,,,,"The current Independent Dispute Resolution (IDR) Technical Assistance (TA) process is very manual and time intensive which limits throughput.  The rules engine should significantly expedite processing and expand capacity. Automating more of the process may also increase consistency across recommendations and result in a more predictable timeframe for the workflow by better positioning disputes for analyst review.

The AI tool will help automate the eligibility review process, reducing time-intensive manual steps and increasing consistency of results.",CCIIO Customer Relations Management System,"Use of artificial intelligence (AI) models to identify the presence or absence of necessary data points within documentation.  AI tool searches documentation to identify and store necessary data points such as document title, file type, payment date, service code, claim number, and date of service.",,,34863,133963,34863,Independent Dispute Resolution (IDR) Eligibility Rules Engine,administrative,,"[""drift_legitimate"", ""material_divergence""]",is_generative_ai 2024=0 vs 2025=1; scope grew narrow->broad (bureau->enterprise_wide); likely real rollout; agency added generative AI between cycles,wave2a-continued,predictive_analytics,unknown,medium,bureau,product_deployment,,,,1,0,,0,,,,,,Named product deployment: 'more predictable timeframe for t' → predictive_analytics.,CMS,,,administrative
HHS,Classical/Predictive Machine Learning,classical_ml,unknown,CMS,None of the above.,enterprise_wide,Developed with contracting resources.,Initiated,custom_system,Identify trends in responses from commenters in policy and operational issues proposed by CMS.,0,0,1,0,0,0,continued,Review Regulatory Comments,The AI tool would identify trends in responses from stakeholders in policy and operational issues proposed by CMS.,(Marketplace) Public comment analysis in the Letter to Issuers (LTI) and Notice of Benefits and Payment Parameters (NBPP) to streamline review of  comments.,,,,,,,,,,,,,,,,,,,,,,,"The Division of Issuer Management and Operations is considering having our contractor, AIR, use an AI tool for comment analysis in the Letter to Issuers (LTI) and Notice of Benefits and Payment Parameters (NBPP). This would streamline review of stakeholder comments. 

This tool would reduce the amount of time and resources CCIIO and contracting staff would have to review the LTI and NBPP by 25%.",,Reduce the amount of time and resources CCIIO and contracting staff would need to review the LTI and NBPP by an estimated 25%.,,,34865,133964,34865,Review Regulatory Comments,it_operations,,"[""drift_legitimate""]",scope grew narrow->broad (pilot->enterprise_wide); likely real rollout,wave2a-continued,classical_ml,unknown,medium,pilot,product_deployment,,,,1,0,,0,,,,,,Named product deployment: 'The Division of Issuer Management and Operations is considering having our contractor' → classical_ml.,CMS,,,administrative
HHS,Classical/Predictive Machine Learning,classical_ml,unknown,CMS,None of the above.,enterprise_wide,Developed with contracting resources.,Acquisition and/or Development,custom_system,Develop a POC classifier model to identify incorrect document upload types / low-quality images through use of optical character recognition (OCR).,0,0,1,0,0,0,continued,Improved Data Quality Checks,develop a POC classifier model to identify incorrect document upload types / low-quality images through use of OCR.,"(Marketplace) Improve consumer experience by providing an asynchronous (not at the same time) solution to detect and provide near real time feedback via outreach to the consumer, shortening the overall return cycle time without requiring UI changes.",,,,,,,,,,,,,,,,,,,,,,,"Improve consumer experience by providing an asynchronous solution to detect and provide near real time feedback via outreach to the consumer shortening the overall return cycle time without requiring UI changes. 

Improvement of user experience",,Improvement of user experience,,,34866,133965,34866,Improved Data Quality Checks,it_operations,,"[""drift_legitimate""]",scope grew narrow->broad (bureau->enterprise_wide); likely real rollout,wave2a-continued,computer_vision,unknown,medium,bureau,product_deployment,,,,1,0,,0,,,,,,Named product deployment: 'low-quality images through use of OCR' → computer_vision.,CMS,,,administrative
HHS,Classical/Predictive Machine Learning,classical_ml,unknown,CMS,None of the above.,enterprise_wide,Developed with contracting resources.,Acquisition and/or Development,custom_system,Build a supervised ML model using historical justification data and associated plan certification outcomes that can be recommended to CMS to build towards a more efficient review process.,0,0,1,0,0,0,renamed,Plan Justification Tool,build a supervised machine learning model using historical justification data and associated plan certification outcomes that can be recommended to CMS to build towards a more efficient review process.,"(Marketplace) Identify trends/patterns within plan certification justification templates, containing free-form text data through use of natural language processing (NLP) and classification techniques.",,,,,,,,,,,,,,,,,,,,,,,"Identify trends/patterns within plan certification justification templates, containing free-form text data through use of NLP and classification techniques. 

Improve efficiency of the plan certification review process",,Improve efficiency of the plan certification review process - by automating the initial justification review along with a rendering of a verdict and then looping the human in for the final decision.,,,34867,134003,34867,Plan Certification Recommendation Model,it_operations,,"[""material_divergence""]",scope bureau→enterprise_wide (≥2 tiers),wave2a-renamed-split,nlp_specific,unknown,medium,bureau,product_deployment,,,,1,0,,0,,,,,,Named product deployment: 'of NLP and classification' → nlp_specific.,CMS,,,administrative
HHS,Generative AI,general_llm,unknown,DAB,None of the above.,enterprise_wide,Developed in-house.,Acquisition and/or Development,custom_system,DAB adjudicatory divisions rely heavily on electronically filed (E-filed) appeals. Most appellants access E-filing through the DAB's website. A chatbot on the website will reduce filing errors and improve customer experience by directing appellants to the correct DAB adjudicatory division responsible for deciding their appeal.,0,0,1,1,1,0,continued,AI to Improve Public Access to the Administrative Appeals Process,"A chatbot on the DAB's website can direct filers to the correct Division and e-file system with which the appeal should be filed by using natural language processing (e.g., questions and responses) with the ability to further refine and increase accuracy based on user response.",More effectively leverage online resources to better assist the public and reduce the number of misfiled appeals submitted to the Departmental Appeals Board (DAB) via electronic filing.,,,,,,,,,,,,,,,,,,,,,,,"The DAB adjudicates  disputes under more than 60 statutory authorities.  The workload is divided between the DAB's four adjudicatory divisions (e.g., the Board, the Civil Remedies Division, the Medicare Operations Division and the Alternative Disputes Resolution Division. Helping appellants decide which entity within the DAB is responsible for adjudicating their appeal will increase efficiency in adjudication and customer experience. 

The DAB's appellant community (e.g., e-file users) will be provided immediate assistance and accurate information; deaf and hard-of-hearing populations and individuals with limited English proficiency are helped without the use of intermediaries, such as interpreters, translators, and relay services. After determining the appropriate division within the DAB responsible for adjudicating the appeal, the Chatbot can provide a link to the e-file website directly connecting the user to the correct e-file system.  Other benefits include: Improve public access to the appeals process by providing instant, accurate and complete filing information; Increase the DAB's productivity by refocusing the workforce to case resolution instead of responding the filing inquires and processing and appropriately routing misfiled appeals; and Improve resource allocation based on each Division's actual workload.",,Reliable data on appellant filing activity and meta data the agency will use to analyze workloads and allocate resources.,,,34883,134019,34883,AI to Improve Public Access to the Administrative Appeals Process,administrative,,"[""drift_legitimate""]",scope grew narrow->broad (bureau->enterprise_wide); likely real rollout,wave2a-continued,general_llm,inference_only,medium,bureau,bespoke_application,,,,0,0,,1,,,,,,In-house wrapper/RAG over foundation model: 'the Chatbot can provide a link' → general_llm.,DAB,,,administrative
HHS,Classical/Predictive Machine Learning,classical_ml,unknown,DAB,None of the above.,enterprise_wide,Developed in-house.,Acquisition and/or Development,custom_system,"The DAB is responsible for issuing fair, impartial, legally correct and defensible determinations which serve as the final decision of the DHHS Secretary. The AI quality review large language model (LLM) tool will use an LLM to create algorithms that run behind our case tracking system to randomly select certain DAB decisions to identify potential quality review issues. The LLM will scan DAB decisions to ensure compliance with quality review standards (e.g., protect PHI, PII and FTI). Benefits include more effective quality review and faster identification of data trends that may require additional analysis.",0,0,1,0,1,0,continued,AI Use Policy Tool,"AI Use Policy Tool will scan DAB decisions to ensure compliance with quality review standards (e.g., protect PHI, PII and FTI) and identify work product that potentially violates the prohibition of the use of generative AI in DAB decisions.",Ensure public confidence in the integrity of DAB decisions by maximizing quality review standards and reducing errors.,,,,,,,,,,,,,,,,,,,,,,,"The DAB is responsible for issuing fair, impartial, legally correct and defensible determinations which serve as the final decision of the DHHS Secretary.  The AI Use Policy is designed to promote public confidence in the integrity of DAB decisions.  

More effective quality review tool and faster identification of data trends that require additional analysis.",,Analysis of large volumes of data that can be used to address common errors and supports the development of targeted training and job aid.,,,34884,134020,34884,AI Use Policy Tool,mission_critical,,"[""drift_legitimate"", ""material_divergence""]",ai_sophistication crossed cluster general_llm->classical_ml; scope grew narrow->broad (bureau->enterprise_wide); likely real rollout,wave2a-continued,general_llm,inference_only,medium,bureau,bespoke_application,,,,0,0,,1,,,,,,In-house wrapper/RAG over foundation model: 'of generative AI in DAB decisions' → general_llm.,DAB,,,administrative
