agency_abbreviation,ai_classification_2025,ai_sophistication_2025,architecture_type_2025,bureau,commercial_ai,deployment_scope_2025,dev_method,dev_stage,entry_type_2025,expected_benefits_2025,is_coding_tool_2025,is_cots_commercial_2025,is_enterprise_wide_2025,is_general_llm_access_2025,is_generative_ai_2025,is_microsoft_copilot_2025,lineage_status,name_2025,outputs,problem_statement_2025,proposed_ai_sophistication,proposed_architecture_type,proposed_confidence,proposed_deployment_scope,proposed_entry_type,proposed_is_anthropic,proposed_is_aws_ai,proposed_is_coding_tool,proposed_is_cots_commercial,proposed_is_enterprise_wide,proposed_is_general_llm_access,proposed_is_generative_ai,proposed_is_github_copilot,proposed_is_google,proposed_is_microsoft_copilot,proposed_is_openai,proposed_is_public_facing,proposed_reasoning,proposed_scope_detail,proposed_tool_product_name,proposed_tool_vendor,proposed_use_type,purpose_benefits,system_name_2025,system_outputs_2025,tool_product_name_2025,tool_vendor_2025,uc_2024_id,uc_2025_id,use_case_id_2024,use_case_name,use_type_2025,vendor_name_2025,w2_flags_json,w2_reasoning,w2_tagged_by,wave1_ai_sophistication,wave1_architecture_type,wave1_confidence,wave1_deployment_scope,wave1_entry_type,wave1_is_anthropic,wave1_is_aws_ai,wave1_is_coding_tool,wave1_is_cots_commercial,wave1_is_enterprise_wide,wave1_is_general_llm_access,wave1_is_generative_ai,wave1_is_github_copilot,wave1_is_google,wave1_is_microsoft_copilot,wave1_is_openai,wave1_is_public_facing,wave1_reasoning,wave1_scope_detail,wave1_tool_product_name,wave1_tool_vendor,wave1_use_type
DOJ,Generative AI,general_llm,unknown,DEA,None of the above.,bureau,,Initiated,product_deployment,To provide a safe environment to prototype and test experimental AI based use cases.,0,1,0,1,1,0,continued,Generative AI R&D Sandbox,Outputs vary based on the use cases.,The purpose of this use case is to create a R&D environment to enable DEA to test and prototype Generative AI based solutions.,,,,,,,,,,,,,,,,,,,,,,,"Purpose: The purpose of this use case is to create a R&D environment to enable DEA to test and prototype Generative AI based solutions.

Expected benefits: To provide a safe environment to prototype and test experimental AI based use cases.",Redacted for cybersecurity purposes.,Outputs vary based on the use cases.,,,35974,133206,35974,Generative AI R&D Sandbox,it_operations,NVIDIA,"[""drift_legitimate""]",scope grew narrow->broad (pilot->bureau); likely real rollout,wave2a-continued,general_llm,unknown,medium,pilot,custom_system,0,0,0,0,0,0,1,0,0,0,0,0,"Says 'Generative AI' — generative LLM use, pilot/initiated stage.",DEA,,,research
DOJ,Generative AI,general_llm,unknown,DEA,None of the above.,bureau,,Acquisition and/or Development,custom_system,To reduce the amount of time and resources needed to develop training aids and graphical inserts for online Computer Based Training (CBT).,0,0,0,1,0,0,continued,Instructional System Design Online Courses,Outputs graphical content based on the queries entered by users.,DEA has a mission to protect communities and save lives. The purpose of this use case is to generate images for use in training materials.,,,,,,,,,,,,,,,,,,,,,,,"Purpose: DEA has a mission to protect communities and save lives. The purpose of this use case is to generate images for use in training materials.

Expected benefits: To reduce the amount of time and resources needed to develop training aids and graphical inserts for online Computer Based Training (CBT).",,Outputs graphical content based on the queries entered by users.,,,35975,133207,35975,Instructional System Design Online Courses,administrative,,"[""material_divergence""]",is_generative_ai 2024=1 vs 2025=0,wave2a-continued,general_llm,unknown,medium,bureau,custom_system,0,0,0,0,0,0,1,0,0,0,0,0,"Says 'DEA has a mission to protect' — generative LLM use, DEA-scoped.",DEA,,,administrative
DOJ,Classical/Predictive Machine Learning,agentic,unknown,DEA,None of the above.,bureau,,Operation and Maintenance,product_deployment,"This use case supports human drone operators and pilots in deploying drones by collecting data. It minimizes the need for costly, extensive training and allows drone operators to focus on real-time operational needs. It supports post-deployment data analysis.",0,1,0,0,1,0,renamed,Autonomous Drone Detection and Monitoring,Outputs reports and analytics on drones operations.,DEA needs drones that can safely and effectively navigate autonomously,,,,,,,,,,,,,,,,,,,,,,,"Purpose: DEA has a mission to protect communities and save lives. Drone technology uses AI for autonomous navigation and obstacle avoidance. The purpose of this use case is to enable more proficient drone operation and to support agent safety.
 
Expected benefits: This use case supports human drone operators and pilots in deploying drones. It reduces resources and allows trained drone operators to focus on real-time operational needs.",Redacted for cybersecurity purposes.,"Outputs high-resolution imaging and thermal imaging data, video feeds, 3D mapping, reports and analytics on drones and its communication links.",,,35976,133208,35976,Drone Technology,it_operations,,"[""material_divergence""]",is_generative_ai 2024=0 vs 2025=1; ai_sophistication LLM-class shift classical_ml→agentic,wave2a-renamed-split,classical_ml,custom_trained,medium,bureau,custom_system,0,0,0,0,0,0,0,0,0,0,0,0,"Says 'AI' — classical ML pipeline, DEA-scoped.",DEA,,,mission_critical
DOJ,Natural Language Processing (NLP),nlp_specific,unknown,DEA,None of the above.,bureau,,Operation and Maintenance,product_deployment,Faster FBI operations,0,1,0,1,0,0,renamed,Summarization Tool,"Outputs categorizes, summarizes, filters, flags, and organizes per queries inputted by DEA.",Summarization,,,,,,,,,,,,,,,,,,,,,,,"Purpose: DEA is a data-driven organization that integrates data and analytics capabilities across its mission. The purpose of this use case is to utilize Generative AI to classify, summarize, organize and analyze public comments on Regulations.gov.

Expected benefits: To save time in manually reviewing large quantity of comments with AI-enabled categorization, summarization, and trends analysis to support appropriate prioritization for DEA's review and validation.",Redacted for cybersecurity purposes.,Data summarization,,,35980,133329,35980,Generative AI / Large Language Model: Public Comment Summarization and Categorization (Docketscope),administrative,,"[""material_divergence""]",is_generative_ai 2024=1 vs 2025=0; ai_sophistication LLM-class shift general_llm→nlp_specific,wave2a-renamed-split,general_llm,unknown,medium,bureau,custom_system,0,0,0,0,0,0,1,0,0,0,0,0,"Says 'Large Language Model' — generative LLM use, DEA-scoped.",DEA,,,mission_critical
DOJ,Natural Language Processing (NLP),nlp_specific,inference_only,Department-wide,Improving the quality of written communications using AI tools.,bureau,,Operation and Maintenance,product_deployment,Aids attorneys with grammar and sentence structure to enable stronger written product.,0,1,0,0,1,0,continued,BriefCatch,"Briefs, summaries, and any other written work product.",Addresses errors found in manual legal writing.,,,,,,,,,,,,,,,,,,,,,,,"Purpose: Aids attorneys with grammar and sentence structure to enable stronger written product.

Expected benefits: Provide stronger written products.",Redacted for cybersecurity purposes.,"Briefs, summaries, and any other written work product.",BriefCatch,BriefCatch,35984,133211,35984,BriefCatch,administrative,Lawcatch LLC,"[""drift_legitimate"", ""material_divergence""]",is_generative_ai 2024=0 vs 2025=1; entry_type also shifted generic_use_pattern->product_deployment; agency added generative AI between cycles,wave2a-continued,classical_ml,,low,department,generic_use_pattern,0,0,0,0,0,0,0,0,0,0,0,0,"Says 'AI' — classical ML pipeline, department-wide deployment.",Department-wide,,,mission_critical
DOJ,Classical/Predictive Machine Learning,classical_ml,inference_only,Department-wide,None of the above.,bureau,,Operation and Maintenance,product_deployment,"Certain tools are used Department-wide to provide endpoint detection; threat intelligence, analysis, and response; and related services. 

These tools help the Department more quickly identify and respond to threats and indicators of compromise from systems.",0,1,0,0,0,0,continued,Cybersecurity Defense Tools,Recommendations related to potential IT security threats,Addresses manual process of detecting unknown cybersecurity threats.,,,,,,,,,,,,,,,,,,,,,,,"Purpose: Certain tools are used department-wide to provide endpoint detection; threat intelligence, analysis, and response; and related services. These tools include, for example, CrowdStrike, Zscaler, Splunk, Lookout, Palo Alto Networks, and Cisco Secure Network Analytics.

Expected benefits: To help the Department more quickly identify and respond to threats and indicators of compromise from systems.",Redacted for cybersecurity purposes.,Recommendations related to potential IT security threats.,Cisco Secure Network Analytics,Cisco,35985,133212,35985,Cybersecurity Defense Tools,cybersecurity,"CrowdStrike, Zscaler, Splunk, Lookout, Palo Alto Networks, and Cisco Secure Network Analytics","[""material_divergence""]",deployment_scope NARROWED enterprise_wide->bureau (2 tiers); entry_type also shifted custom_system->product_deployment,wave2a-continued,classical_ml,custom_trained,medium,enterprise_wide,custom_system,0,0,0,0,1,0,0,0,0,0,0,0,"Says 'Certain tools are used department-wide to' — classical ML pipeline, agency-wide deployment.",Department-wide,,,cybersecurity
DOJ,Natural Language Processing (NLP),nlp_specific,inference_only,Department-wide,Searching for information using AI.,bureau,,Operation and Maintenance,product_deployment,Saving time resulting in faster FBI response,0,1,0,0,0,0,renamed,Search Tool,Recommended search results,Better search results,,,,,,,,,,,,,,,,,,,,,,,"Purpose: DOJ employees use services such as Google and Bing to retrieve information on a variety of subjects.

Expected benefits: Streamline the information-gathering processes.",Redacted for cybersecurity purposes.,Search results,Aretec SEARCH,Aretec,35988,133335,35988,General Web Search,administrative,AI Service Provider,"[""material_divergence""]",entry_type generic_use_pattern→product_deployment,wave2a-renamed-split,classical_ml,,low,department,generic_use_pattern,0,0,0,0,0,0,0,0,0,0,0,0,"Says 'AI' — classical ML pipeline, department-wide deployment.",Department-wide,,,mission_critical
DOJ,Classical/Predictive Machine Learning,classical_ml,unknown,Department-wide,Searching for information using AI.,bureau,,Operation and Maintenance,product_deployment,Improves accuracy and efficiency of legal research.,0,1,0,0,0,0,continued,LexisNexis (AI assisted legal research),"Recommends caselaw and other legal materials (such as statutes, regulations, and scholarly articles) and, in some circumstances, an overview of the law in response to queries.",Addresses manual process of conducting legal research.,,,,,,,,,,,,,,,,,,,,,,,"Purpose: Conduct legal research.

Expected benefits:  Improving accuracy and efficiency of legal research.",Redacted for cybersecurity purposes.,"Recommends caselaw and other legal materials (such as statutes, regulations, and scholarly articles) and, in some circumstances, an overview of the law in response to queries.",,,35989,133215,35989,LexisNexis (AI assisted legal research),research,LexisNexis,"[""material_divergence""]",is_generative_ai 2024=1 vs 2025=0,wave2a-continued,general_llm,unknown,high,department,product_deployment,0,0,0,1,0,0,1,0,0,0,0,0,"Says 'LexisNexis' — generative LLM use, department-wide deployment.",Department-wide,LexisNexis,LexisNexis,mission_critical
DOJ,Generative AI,general_llm,unknown,Department-wide,None of the above.,bureau,,Initiated,custom_system,Interactive tool customizes learning environments for the workforce's individual needs.,0,0,0,1,0,0,renamed,Percipio Skillsoft,Training recommendations.,Helps employees identify relevant training courses.,,,,,,,,,,,,,,,,,,,,,,,"Purpose: Interactive tool using generative AI to customize learning environments for the workforce.

Expected benefits: Training tailored to individual needs.",,Training recommendations.,,,35990,133216,35990,Percipio Skillsoft CAISY,administrative,,"[""material_divergence""]",is_generative_ai 2024=1 vs 2025=0,wave2a-renamed-split,general_llm,unknown,high,department,product_deployment,0,0,0,1,0,0,1,0,0,0,0,0,"Says 'generative AI' — generative LLM use, department-wide deployment.",Department-wide,Percipio Skillsoft,Skillsoft,mission_critical
DOJ,Natural Language Processing (NLP),nlp_specific,inference_only,Department-wide,Searching for information using AI.,bureau,,Operation and Maintenance,product_deployment,"(1) Enhances DOJ's litigation effectiveness by ensuring comprehensive legal research, reducing research time per case, and improving argument quality through better precedent identification. Strengthens government's ability to defend federal programs and policies with more thorough legal foundations. (2)  Builds on existing Westlaw/Lexis subscriptions, DOJ brief bank, and PACER databases. Integrates with current legal research workflows and citation management systems. (3) Reduction in research hours per brief; increase in relevant precedents cited; improved appellate success rates; measurable improvement in legal argument comprehensiveness.",0,1,0,0,1,0,renamed,AI-powered Legal Research,"Recommends caselaw and other legal materials (such as statutes, regulations, and scholarly articles) and, in some circumstances, an overview of the law in response to queries.","DOJ attorneys spend significant time manually researching case law and regulatory precedents across jurisdictions, often missing obscure authorities or evolving standards. This initiative deploys an AI-powered legal research platform that synthesizes case law, flags conflicts or shifts in standards, and provides confidence scores for relevance, automatically updating as new decisions are published. Aligns with E.O. 14179’s innovation directive and M-25-21’s efficiency requirements.",,,,,,,,,,,,,,,,,,,,,,,"Purpose: Performing legal research.

Expected benefits:  Improving accuracy and efficiency of legal research.",,"Recommendations, Classifications, Scores: research recommendations, precedent relevance scores, conflict alerts.",Westlaw AI,Thomson Reuters,35992,133405,35992,ThomsonReuters CLEAR (AI assisted legal research),administrative,,"[""material_divergence""]",is_generative_ai 2024=0 vs 2025=1; entry_type generic_use_pattern→product_deployment,wave2a-renamed-split,classical_ml,,low,department,generic_use_pattern,0,0,0,0,0,0,0,0,0,0,0,0,"Says 'AI' — classical ML pipeline, department-wide deployment.",Department-wide,,,mission_critical
DOJ,Natural Language Processing (NLP),nlp_specific,inference_only,Department-wide,Searching for information using AI.,bureau,,Operation and Maintenance,product_deployment,Performs legal research and improves accuracy and efficiency of legal research.,0,1,0,0,1,0,continued,Westlaw (AI assisted legal research),"Recommends caselaw and other legal materials (statutes, regulations, scholarly articles, etc.) and, in some circumstances, an overview of the law in response to queries.",Addresses manual process of conducting legal research.,,,,,,,,,,,,,,,,,,,,,,,"Purpose: Performing legal research.

Expected benefits:  Improving accuracy and efficiency of legal research.",Redacted for cybersecurity purposes.,"Recommends caselaw and other legal materials (statutes, regulations, scholarly articles, etc.) and, in some circumstances, an overview of the law in response to queries.",Westlaw AI,Thomson Reuters,35993,133218,35993,Westlaw (AI assisted legal research),research,Thomson Reuters,"[""material_divergence""]",ai_sophistication crossed cluster general_llm->nlp_specific,wave2a-continued,general_llm,unknown,high,department,product_deployment,0,0,0,1,0,0,1,0,0,0,0,0,"Says 'Westlaw' — generative LLM use, department-wide deployment.",Department-wide,Westlaw,Thomson Reuters,mission_critical
DOJ,Natural Language Processing (NLP),nlp_specific,inference_only,ENRD,None of the above.,bureau,,Acquisition and/or Development,product_deployment,It can provide immediate analysis of respondent sentiment and surface insights. It can reduce the number of hours and effort to read and score narrative responses and summarize the overall opinion on the subject.,0,1,0,0,1,0,continued,Qualtrics,Survey responses and reports summarizing data from responses.,"Qualtrics is a cloud-based service that can send out survey and record responses. ENRD uses it to send out questionnaires to its own employees to gather feedback on issues such as training needs and student feedback on training sessions. ENRD also uses Qualtrics to collect victim impact statements and to collect public input in environmental justice matters. Qualtrics includes a sentiment analysis feature, but ENRD has not used it. Sentiment analysis can review narrative responses from respondents and summarize the overall sentiment of a group of respondents and surface insights and issues from a large number of responses.",,,,,,,,,,,,,,,,,,,,,,,"Purpose: Qualtrics is a cloud-based service that can send out survey and record responses. ENRD uses it to send out questionnaires to its own employees to gather feedback on issues such as training needs and student feedback on training sessions. ENRD also uses Qualtrics to collect victim impact statements and to collect public input in environmental justice matters. 

Qualtrics includes a sentiment analysis feature, but ENRD has not used it. Sentiment analysis can review narrative responses from respondents and summarize the overall sentiment of a group of respondents and surface insights and issues from a large number of responses. Future uses of this tool are uncertain.

Expected benefits:  Qualtrics can provide immediate analysis of respondent sentiment and surface insights. It can reduce the number of hours and effort spent reading and scoring narrative responses and summarizing the overall opinion on the subject.",,Survey responses and reports summarizing data from responses.,Qualtrics,Qualtrics,35996,133220,35996,Qualtrics,administrative,,"[""material_divergence""]",ai_sophistication crossed cluster general_llm->nlp_specific; entry_type also shifted custom_system->product_deployment,wave2a-continued,general_llm,unknown,medium,bureau,custom_system,0,0,0,0,0,0,1,0,0,0,0,0,"Says 'summarize' — generative LLM use, ENRD-scoped.",ENRD,,,mission_critical
DOJ,Generative AI,general_llm,inference_only,EOUSA,None of the above.,bureau,,Operation and Maintenance,product_deployment,Reduction in time required to update,0,1,0,1,0,0,continued,Critical Mention,Curated reports about public media presence.,Identification of  public data,,,,,,,,,,,,,,,,,,,,,,,"Purpose: Media monitoring service that allows users to search, analyze, and create reports using specific criteria. Facilitates searches in broadcasts, online news, social media, and podcasts. 

Expected benefits: Awareness of media mentions.",Redacted for cybersecurity purposes.,Summary of publicly available information,Critical Mention,Critical Mention,36000,133222,36000,Critical Mention,mission_critical,Critical Mention,"[""material_divergence""]",ai_sophistication crossed cluster classical_ml->general_llm; entry_type also shifted custom_system->product_deployment,wave2a-continued,classical_ml,custom_trained,medium,bureau,custom_system,0,0,0,0,0,0,0,0,0,0,0,0,"Says 'Media monitoring service that allows users' — classical ML pipeline, EOUSA-scoped.",EOUSA,,,mission_critical
DOJ,Generative AI,general_llm,unknown,EOUSA,None of the above.,bureau,,Operation and Maintenance,product_deployment,"Usage of this system proactively identifies and prevents costly data breaches, reducing incident response time, and gives EOUSA and the USAO comprehensive insight of user behavior to maintain security and compliance",0,1,0,1,0,0,renamed,Insider Threat Management and User Activity Monitoring,It outputs reports and alerts for anomalies.,Identification and prevention of anomalous user behavior too subtle for human detection and analysis,general_llm,,,bureau,product_deployment,,,0,,,1,0,,,,,,,,,,,"Purpose: User Behavior Analytics detect anomalies. This tool uses machine learning to identify security threats.

Expected benefits: It allows large complex datasets to be analyzed effectively.",Redacted for cybersecurity purposes.,Analytics and predictive models,,,36003,133224,36003,Veriato - Insider Threat Management and User Activity Monitoring,cybersecurity,,"[""material_divergence"", ""tagging_error_2024""]",ai_sophistication LLM-class shift predictive_analytics→general_llm; 2024 tagged predictive_analytics; narrative + 2025 indicate LLM-class,wave2a-renamed-split,predictive_analytics,custom_trained,medium,bureau,custom_system,0,0,0,0,0,0,0,0,0,0,0,0,"Says 'machine learning' — predictive ML model, EOUSA-scoped.",EOUSA,,,mission_critical
DOJ,Generative AI,general_llm,unknown,FBI,None of the above.,bureau,,Operation and Maintenance,product_deployment,Reduced customer wait time.,0,1,0,1,0,0,continued,Enterprise Telecommunications Information System,text,Speech to text.,,,,,,,,,,,,,,,,,,,,,,,"Purpose: Quicker processing of calls coming into threat intake examiners when the caller information can be gathered and put into data fields automatically.

Expected benefits: Reduced customer wait time.",Redacted for cybersecurity purposes.,text,,,36009,133230,36009,Enterprise Telecommunications Information System,it_operations,,"[""material_divergence""]",ai_sophistication crossed cluster classical_ml->general_llm; entry_type also shifted custom_system->product_deployment,wave2a-continued,classical_ml,custom_trained,medium,bureau,custom_system,0,0,0,0,0,0,0,0,0,0,0,0,"Says 'Quicker processing of calls coming into' — classical ML pipeline, FBI-scoped.",FBI,,,mission_critical
DOJ,,classical_ml,unknown,FBI,None of the above.,bureau,,Operation and Maintenance,custom_system,,0,0,0,0,0,0,continued,Attrition and Background Models Capability,The models produce .csv files which are then incorporated into various database tables and reports for end users to consume. Outputs are general estimates and are not attributable to specific individuals.,,,,,,,,,,,,,,,,,,,,,,,,"Purpose: Two models work in tandem:  Attrition Model: The basic goal of the model is to provide probabilities of attrition for all employees over different time windows, so that the total future attrition for arbitrary subsets of employees can be estimated. Background Model: The Background Model has two ML sub models related to successful background/on-boarding process clearances: chances of successful completion, and timeline for successful completions. Individual-level results are not provided to personnel involved in recruiting or retaining those individuals.

Expected Benefits: When the models are used successfully, the FBI's staffing fill rates will increase ensuring the organization has the necessary manpower to complete its objectives.",,,,,36012,133233,36012,Attrition and Background Models Capability,administrative,,"[""material_divergence""]",deployment_scope NARROWED enterprise_wide->bureau (2 tiers),wave2a-continued,predictive_analytics,custom_trained,medium,enterprise_wide,custom_system,0,0,0,0,1,0,0,0,0,0,0,0,"Says 'Two models work in tandem: Attrition' — predictive ML model, agency-wide deployment.",FBI,,,mission_critical
DOJ,Natural Language Processing (NLP),agentic,unknown,FBI,None of the above.,bureau,,Operation and Maintenance,product_deployment,Increased analytic capability,0,1,0,0,1,0,renamed,"Language Translation,  Optical Character Recognition (OCR), Object Detection, Language Detection, Alert Noise Reduction",-,Autonomous Detection and Monitoring,,,,,,,,,,,,,,,,,,,,,,,"Purpose: Tool provides capabilities to support data and analytics, data synthesis, filtering, and linking of open source & threat intelligence.

Expected benefits: increased analytic capability",Redacted for cybersecurity purposes.,"Capabilities to support data and analytics, data synthesis, filtering, and linking of open source & threat intelligence.",,,36022,133243,36022,Autonomous Detection and Monitoring (Procurement ID: 15F06721P0002431),it_operations,AI Service Provider,"[""material_divergence""]",is_generative_ai 2024=0 vs 2025=1; ai_sophistication LLM-class shift classical_ml→agentic,wave2a-renamed-split,classical_ml,custom_trained,medium,bureau,custom_system,0,0,0,0,0,0,0,0,0,0,0,0,"Says 'Tool provides capabilities to support data' — classical ML pipeline, FBI-scoped.",FBI,,,mission_critical
DOJ,Classical/Predictive Machine Learning,classical_ml,unknown,FBOP,None of the above.,bureau,,Initiated,product_deployment,The expected outcome would be to have less heart disease or related complications due to the proactive assessment of potential risk.,0,1,0,0,0,0,continued,ASCVD (Atherosclerotic Cardiovascular Disease) Risk Estimator,An estimated percentage of the possibility of the inmate developing heart disease over the next ten years and over the inmate's lifetime.,The ASCVD is used as a preventative measure to identify inmates that are at risk for heart disease in order to provide more aggressive treatment to reduce that risk.,,,,,,,,,,,,,,,,,,,,,,,"Purpose: The ASCVD is used as a preventative measure to identify inmates that are at risk for heart disease in order to provide more aggressive treatment to reduce that risk.

Expected benefits: The expected outcome would be to have less heart disease or related complications due to the proactive assessment of potential risk.",Redacted for cybersecurity purposes.,An estimated percentage of the possibility of the inmate developing heart disease over the next ten years and over the inmate's lifetime.,,,36026,133244,36026,ASCVD (Atherosclerotic Cardiovascular Disease) Risk Estimator,administrative,American College of Cardiology,"[""drift_legitimate""]",scope grew narrow->broad (pilot->bureau); likely real rollout,wave2a-continued,predictive_analytics,custom_trained,medium,pilot,custom_system,0,0,0,0,0,0,0,0,0,0,0,0,"Says 'The ASCVD is used as a' — predictive ML model, pilot/initiated stage.",FBOP,,,mission_critical
DOJ,Generative AI,general_llm,inference_only,FBOP,None of the above.,bureau,,Initiated,product_deployment,Video to be used for communications and training purposes,0,1,0,1,1,0,continued,Descript,"Output is an video file (e.g., MP4)",AI synchronizes audio files to video,,,,,,,,,,,,,,,,,,,,,,,"Purpose: This tool  synchronizes audio files to video. 

Expected benefits: Video to be used for communications and training purposes.",Redacted for cybersecurity purposes.,"Output is an video file (e.g., MP4)",Descript,Descript,36034,133251,36034,Descript,administrative,Descript,"[""drift_legitimate"", ""material_divergence""]",is_generative_ai 2024=0 vs 2025=1; entry_type also shifted custom_system->product_deployment; scope grew narrow->broad (pilot->bureau); likely real rollout; agency added generative AI between cycles,wave2a-continued,classical_ml,custom_trained,medium,pilot,custom_system,0,0,0,0,0,0,0,0,0,0,0,0,"Says 'This tool synchronizes audio files to' — classical ML pipeline, pilot/initiated stage.",FBOP,,,mission_critical
DOJ,Agentic AI,agentic,custom_trained,FBOP,None of the above.,bureau,,Operation and Maintenance,custom_system,Addressing the risk of recidivism with appropriate programming and services to reduce the likelihood of reengagement with the justice system.,0,0,0,0,0,0,continued,Prisoner Assessment Tool Targeting Estimated Risk and Needs (PATTERN),A recidivism risk score.,The intended use is to predict the risk of recidivism for incarcerated adults.,,,,,,,,,,,,,,,,,,,,,,,"Purpose: This tool, developed by OJP, uses pre-defined rules to score an inmate's recidivism risk level.

Expected benefits: PATTERN provides a standardized approach to calculating a recidivism risk level.",Redacted for cybersecurity purposes.,Recidividism risk calculations.,,,36044,133258,36044,Prisoner Assessment Tool Targeting Estimated Risk and Needs (PATTERN),administrative,,"[""material_divergence""]",ai_sophistication crossed cluster predictive_analytics->agentic,wave2a-continued,predictive_analytics,custom_trained,medium,bureau,custom_system,0,0,0,0,0,0,0,0,0,0,0,0,"Says 'risk score' — predictive ML model, FBOP-scoped.",FBOP,,,mission_critical
DOJ,Generative AI,general_llm,inference_only,FBOP,None of the above.,bureau,,Initiated,product_deployment,Audio to be used for communications and training purposes,0,1,0,1,1,0,continued,Wellsaid,"Output is an audio file (e.g., MP3)","AI converts text to speech audio that is used in social media, training videos, and audiobooks.",,,,,,,,,,,,,,,,,,,,,,,"Purpose: This AI tool converts text to speech audio that is used in social media, training videos, and audiobooks

Expected benefits: Audio to be used for communications and training purposes.",Redacted for cybersecurity purposes.,"Output is an audio file (e.g., MP3)",WellSaid Labs,WellSaid Labs,36056,133269,36056,Wellsaid,mission_critical,Wellsaid,"[""drift_legitimate"", ""material_divergence""]",is_generative_ai 2024=0 vs 2025=1; entry_type also shifted custom_system->product_deployment; scope grew narrow->broad (pilot->bureau); likely real rollout; agency added generative AI between cycles,wave2a-continued,classical_ml,custom_trained,medium,pilot,custom_system,0,0,0,0,0,0,0,0,0,0,0,0,"Says 'AI' — classical ML pipeline, pilot/initiated stage.",FBOP,,,mission_critical
DOJ,Generative AI,general_llm,unknown,JMD,None of the above.,bureau,,Operation and Maintenance,product_deployment,Provides DOJ vendor profiles that aggregate data from open source repositories using API keys. This data gives DOJ information to make an informed decisions on whether or not to move forward with the acquisition of a goods/services based on the risks identified during research.,0,1,0,1,0,0,continued,Exiger Supply Chain Risk Management - DDIQ Research Engine,"List of outputs from Exiger include:  Corporate records, beneficial owners, geopolitical risks, sanctions list, adverse media, litigation history, financial stability, supply chain relationships from a wide variety of sources",Provides DOJ with capabilities to perform Supply Chain Risk Management assessments to support agency cybersecurity posture.,,,,,,,,,,,,,,,,,,,,,,,"Purpose: Exiger DDIQ leverages natural language processing (NLP), machine learning (ML), and AI-powered analytics to enhance due diligence processes by continuously ingesting and analyzing structured and unstructured data from thousands of global sources, such as news articles, legal filings, and public records. The AI sifts through this data to highlight relevant risk factors.

Expected benefits: Provides DOJ with data to make an informed decision on whether or not to move forward with the acquisition of a good/service based on the risks identified during research.",Redacted for cybersecurity purposes.,"List of outputs include additional data and risk scores such as Foreign Ownership Control or Influence (FOCI), Reputational Criminal Regulatory (RCR), Financial Health Risk",,,36058,133271,36058,Exiger Supply Chain Risk Management - DDIQ Research Engine,cybersecurity,Exiger,"[""material_divergence""]",ai_sophistication crossed cluster nlp_specific->general_llm; entry_type also shifted custom_system->product_deployment,wave2a-continued,nlp_specific,custom_trained,medium,bureau,custom_system,0,0,0,0,0,0,0,0,0,0,0,0,"Says 'natural language processing' — classical NLP task, JMD-scoped.",JMD,,,mission_critical
DOJ,Generative AI,general_llm,unknown,JMD,None of the above.,bureau,,Operation and Maintenance,product_deployment,Provides DOJ with  analytical risk dashboards and company cybersecurity scorecards which provides DOJ with capabilities to make an informed decisions on whether or not to move forward with the acquisition of a goods/services based on the risks identified during research.,0,1,0,1,0,0,continued,Exiger Supply Chain Risk Management - DDIQ Due Diligence Analytics,"List of outputs include additional data and risk scores such as Foreign Ownership Control or Influence (FOCI), Reputational Criminal Regulatory (RCR), Financial Health Risk",Provides DOJ with capabilities to perform Supply Chain Risk Management assessments to support agency cybersecurity posture.,,,,,,,,,,,,,,,,,,,,,,,"Purpose: Exiger DDIQ leverages natural language processing (NLP), machine learning (ML), and AI-powered analytics to enhance due diligence processes by continuously ingesting and analyzing structured and unstructured data from thousands of global sources, such as news articles, legal filings, and public records. The AI sifts through this data to highlight relevant risk factors.

Expected benefits: Provides DOJ with data to make an informed decision on whether or not to move forward with the acquisition of a good/service based on the risks identified during research.",Redacted for cybersecurity purposes.,"List of outputs include additional data and risk scores such as Foreign Ownership Control or Influence (FOCI), Reputational Criminal Regulatory (RCR), Financial Health Risk",,,36059,133272,36059,Exiger Supply Chain Risk Management - DDIQ Due Diligence Analytics,cybersecurity,Exiger,"[""material_divergence""]",ai_sophistication crossed cluster nlp_specific->general_llm; entry_type also shifted custom_system->product_deployment,wave2a-continued,nlp_specific,custom_trained,medium,bureau,custom_system,0,0,0,0,0,0,0,0,0,0,0,0,"Says 'natural language processing' — classical NLP task, JMD-scoped.",JMD,,,mission_critical
DOJ,Generative AI,general_llm,unknown,JMD,None of the above.,bureau,,Initiated,custom_system,Reduces administrative time for user.,0,0,0,1,1,0,continued,CoPilot,Meeting summaries and proposed email responses.,"Features assist with calendaring, meeting summaries, and email drafting.",,,,,,,,,,,,,,,,,,,,,,,"Purpose: Intelligent Recap feature within Microsoft Outlook is used for calendaring, meeting summaries, and email drafting.

Expected benefits: Reduces administrative time for user.",,Meeting summaries and proposed email responses.,,,36061,133273,36061,CoPilot,administrative,,"[""drift_legitimate""]",scope grew narrow->broad (pilot->bureau); likely real rollout,wave2a-continued,general_llm,inference_only,high,pilot,product_deployment,0,0,0,1,0,0,1,0,0,1,0,0,"Says 'CoPilot' — generative LLM use, pilot/initiated stage.",JMD,Microsoft Copilot,Microsoft,mission_critical
